ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4379.5 at 2011-12-05T16:46:09. Report at Monday, December 5, 2011. Processed Tuesday at 2011-12-06T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aeris Environmental,AEI,.265,.25,.225,,
AMA Grp,AMA,.155,.15,.15,,
Amcor,AMC,7.54,7.42,7.37,,
Asciano Ltd def,AIODC,4.89,4.84,-,,
Atticus Resources,ACZ,.31,.30,.27,,
  opt sep12,ACZO,.09,.075,.075,,
Buru Energy,BRU,1.365,1.32,1.25,,
Crucible Gold Ltd,CUG,.24,.23,.225,,
Domino's Pizza,DMP,8.00,7.85,7.60,,
Drillsearch Energy,DLS,.82,.81,.795,,
DUET Grp forus,DUE,1.79,1.785,1.78,,
DuluxGroup,DLX,3.16,2.88,2.90,,
Ezeatm Ltd,EZA,.57,.55,.33,,
James Hardie Ind cdi,JHX,7.45,7.06,6.81,,
MAp Grp forus,MAP,3.59,3.50,3.55,,
Mirvac Grp stp,MGR,1.33,1.30,1.295,,
Neon Energy,NEN,.49,.48,.44,,
Oceania Capital,OCP,2.38,2.36,2.35,,
Programmed Maint,PRG,2.40,2.15,2.10,,
Red Fork Energy,RFE,.74,.665,.64,,
Regis Res,RRL,3.65,3.50,3.55,,
  opt jan14,RRLO,3.06,3.02,3.00,,
  opt apr12,RRLOA,1.60,1.43,1.46,,
Royalco Res,RCO,.585,.545,.54,,
Saracen Min,SAR,.94,.91,.88,,
Telstra Corp,TLS,3.24,3.20,3.20,,
Transurban Grp stp,TCL,5.75,5.65,5.60,,
Woolworths Ltd frn nov36,WOWHC,103.65,103.50,103.50,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
3D Oil,TDO,.09,.095,.095,,
Air New Zealand,AIZ,.72,.73,.735,,
Antipa Min Ltd,AZY,.10,.11,.115,,
  opt mar13,AZYO,.03,.032,.033,,
Artemis Res,ARV,.014,.017,.019,,
Aurora Minerals,ARM,.115,.12,.12,,
Aussie Q Res,AQR,.115,.16,.17,,
Bass Metals Ltd opt sep14,BSMO,.027,.03,.028,,
Benitec Biopharma opt apr14,BLTO,.002,.004,.004,,
Bluescope Steel rts 07dec,BSLR,.002,.007,.007,,
Boulder Steel,BGD,.038,.042,.04,,
Carnarvon Pet,CVN,.10,.105,.105,,
Castle Minerals,CDT,.22,.225,.225,,
Coretrack,CKK,.059,.062,.062,,
Cortona Res opt jan12,CRCO,.002,.003,.003,,
Emerging Leaders,ELI,.77,.775,.775,,
Fe Ltd,FEL,.052,.055,.055,,
Firestrike Res,FIE,.165,.18,.18,,
Forte Energy,FTE,.025,.03,.03,,
Gerard Lighting,GLG,.69,.695,.70,,
Imugene,IMU,.009,.01,.011,,
Kalgoorlie Min,KMC,.055,.056,.056,,
KBL Min Ltd 10% cn,KBLGA,.38,.385,.385,,
King Solomon Mines,KSO,.04,.045,.045,,
Kula Gold,KGD,1.15,1.18,1.18,,
Marathon Res,MTN,.075,.078,.08,,
McPherson's,MCP,1.76,1.845,1.90,,
OM Hldgs,OMH,.33,.37,.39,,
Panterra Gold Ltd opt dec11,PGIO,.002,.004,.004,,
Peet Ltd 9.5% cn,PPCG,89.00,92.00,92.00,,
Peninsula Energy opt jun12,PENOA,.009,.01,.013,,
Phillips River Mining,PRH,.235,.25,.275,,
Po Valley Energy,PVE,.145,.15,.15,,
RedFlow,RFX,.71,.72,.72,,
Resource Equipment,RQL,.335,.35,.345,,
Rimfire Pacific,RIM,.027,.029,.029,,
Soil Sub Tech,SOI,.004,.006,.005,,
Sth American Iron,SAY,.025,.027,.045,,
Symex Hldgs,SYM,.155,.18,.20,,
Syndicated Metals,SMD,.086,.09,.09,,
Universal Biosensors cdi,UBI,.70,.75,.75,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
