Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 5024.1 at 16:35 15/4/2010  Report at 19:05 Thursday 15/4/2010. Processed 19:10 Thursday 15/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Activex Ltd,AIV,0.14,0.12,0.115,,,,,,,,
Aii200financials etf unt,FIN,5.09,4.95,4.95,,,,,,,,
Aii200res etf unt,RSR,5.65,5.58,5.47,,,,,,,,
Amcor Ltd,AMC,6.5,6.39,6.42,,,,,,,,
ANZ Banking Grp,ANZ,26.23,25.64,25.72,,,,,,,,
Atlantic Ltd,ATI,0.049,0.041,0.033,,,,,,,,
Austereo Grp Ltd,AEO,1.925,1.79,1.71,,,,,,,,
Australand Assets assets,AAZPB,89.25,87,87.3,,,,,,,,
Authorised Invest,AIY,0.05,0.04,0.04,,,,,,,,
Castle Min,CDT,0.53,0.475,0.43,,,,,,,,
Cazaly Res opt feb11,CAZO,0.43,0.315,0.285,,,,,,,,
Clever Com Aus,CVA,0.13,0.081,0.089,,,,,,,,
Cochlear Ltd,COH,75.82,74.36,73.9,,,,,,,,
C'wlth Bank  of Aust ,CBA,59.6,58.26,57.45,,,,,,,,
  perls v,CBAPA,211.2,209.9,209.5,,,,,,,,
Constellation Br cdi  10:1,CBR,1.82,1.8,1.75,,,,,,,,
CSL Ltd,CSL,37.56,36.43,36.82,,,,,,,,
Decmil Grp Ltd,DCG,1.84,1.62,1.65,,,,,,,,
Discovery Metals,DML,0.935,0.91,0.845,,,,,,,,
DVM Intl  Ltd,DVM,0.12,0.09,0.086,,,,,,,,
Exco Res Ltd,EXS,0.36,0.305,0.265,,,,,,,,
Exoma Energy Ltd,EXE,0.325,0.29,0.315,,,,,,,,
  opt sep12,EXEOA,0.21,0.17,0.195,,,,,,,,
Falcon Min Ltd,FCN,0.35,0.305,0.255,,,,,,,,
Globe Sec,GTI,0.105,0.1,0.09,,,,,,,,
Golden Tiger Min,GTX,0.059,0.033,0.04,,,,,,,,
Goodman Grp forus,GMG,0.725,0.685,0.665,,,,,,,,
Grange Res,GRR,0.785,0.69,0.585,,,,,,,,
Hazelwood Res,HAZ,0.31,0.24,0.24,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.44,1.42,1.39,,,,,,,,
HFA Accelerator Plus,HAP,0.335,0.31,0.3,,,,,,,,
Hunnu Coal Ltd,HUN,0.72,0.54,0.6,,,,,,,,
IAG Finance (Nz) exch.note,IANG,101.98,100.65,101.2,,,,,,,,
IOOF Hldgs Ltd,IFL,7.4,7.16,7.11,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.006,0.005,0.005,,,,,,,,
Kimberley Metals,KBL,0.245,0.19,0.21,,,,,,,,
Kingsrose Min Ltd,KRM,0.9,0.83,0.8,,,,,,,,
  opt dec12,KRMO,0.65,0.58,0.58,,,,,,,,
Linq Res Fund unt,LRF,0.765,0.76,0.66,,,,,,,,
Longreach Oil Ltd,LGO,0.014,0.01,0.01,,,,,,,,
Magellan Flagship,MFF,0.69,0.685,0.67,,,,,,,,
Matrix C & E Ltd,MCE,2.7,2.45,2.6,,,,,,,,
Medusa Min Ltd,MML,4.41,4.2,4.05,,,,,,,,
Mineral Res,MIN,8.18,7.84,7.47,,,,,,,,
Mitchell Comms,MCU,0.96,0.9,0.905,,,,,,,,
Murchison Metals,MMX,3.12,2.76,2.79,,,,,,,,
News Corp b voting,NWS,19.94,18.99,18.97,,,,,,,,
  a nonvote,NWSLV,17.22,16.04,16.13,,,,,,,,
OM Hldgs Ltd,OMH,2.13,1.97,1.87,,,,,,,,
Oohmedia Grp Ltd,OOH,0.14,0.13,0.115,,,,,,,,
Orica Ltd,ORI,27.59,27.19,27.51,,,,,,,,
Orocobre Ltd,ORE,3,2.62,2.392,,,,,,,,
Overseas & Gen cdi,OGL,0.17,0.135,0.11,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.045,0.043,0.033,,,,,,,,
PharmAust Ltd,PAA,0.088,0.085,0.053,,,,,,,,
Royalco Res,RCO,0.48,0.46,0.47,,,,,,,,
RTL Corp Ltd,RTL,0.042,0.04,0.036,,,,,,,,
Run Corp Ltd,RNC,0.069,0.059,0.061,,,,,,,,
Salmat Ltd,SLM,4.5,4.31,4.46,,,,,,,,
Soul Pattinson,SOL,15.38,15.16,14.5,,,,,,,,
SPDR 200 Fd etf unt,STW,47.63,47.15,46.68,,,,,,,,
SPDR 50 Fd etf unt,SFY,50.18,49.5,49.59,,,,,,,,
Sphere Min Ltd,SPH,2.05,1.855,1.86,,,,,,,,
Spitfire Res,SPI,0.18,0.155,0.15,,,,,,,,
Sth Boulder Mines,STB,0.96,0.72,0.475,,,,,,,,
Victory West Moly opt feb12,VWMOA,0.074,0.045,0.045,,,,,,,,
Vngd US Total Market  1:1,VTS,66.29,65.85,66.03,,,,,,,,
Westpac Banking,WBC,28.43,28.28,28.35,,,,,,,,
Westside Corp,WCL,0.72,0.66,0.454,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcoa Inc cdi,AAI,31,44,45.19,,,,,,,,
Capral Ltd,CAA,0.21,0.235,0.23,,,,,,,,
Cervantes Corp,CVS,0.025,0.03,0.03,,,,,,,,
Energy Res,ERA,17.57,19.32,17.66,,,,,,,,
Genesis Research,GEN,0.031,0.048,0.045,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.45,0.64,0.64,,,,,,,,
Novogen Ltd,NRT,0.4,0.42,0.415,,,,,,,,
Phoslock Water,PHK,0.09,0.105,0.1,,,,,,,,
Reclaim Ind,RCM,0.047,0.05,0.05,,,,,,,,
Sino Gas Energy opt jun10,SEHO,0.001,0.004,0.004,,,,,,,,
Techniche Ltd,TCN,0.07,0.073,0.073,,,,,,,,
Viterra Inc cdi  1:1,VTA,9.71,10.03,9.85,,,,,,,,
Wild Acre Metals,WAC,0.2,0.21,0.205,,,,,,,,
