ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4313.6 at 2011-10-24T16:38:53. Report at Monday, October 24, 2011. Processed Wednesday at 2011-10-26T09:50:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Adelaide Mgd unt,AYT,.275,.26,.26,,
Crucible Gold Ltd,CUG,.22,.004,.004,,
Exchange Traded Sec ets walm,ETSWMT,55.16,50.83,50.83,,
Integrated Research,IRI,.505,.45,.46,,
Laserbond,LBL,.175,.15,.155,,
MaxiTRANS Ind,MXI,.37,.28,.29,,
Medical Develop,MVP,.53,.48,.50,,
Mesoblast,MSB,10.04,9.73,8.30,,
Multiplex European unt,MUE,.195,.127,.121,,
Orica Ltd pref,ORIPB,102.59,102.50,101.98,,
RBS Plc rbsricigl,RBSRIG,5.25,5.11,5.11,,
Signature Capital,SGI,.33,.315,.315,,
Silver Lake Res,SLR,2.98,2.89,2.89,,
SP AusNet stp,SPN,.995,.955,.945,,
Success Res Global,SGU,.015,.002,.002,,
Uran Ltd opt jun13,URAO,.009,-,-,,
Western Manganese,WMN,.30,.085,.085,,
  opt jun13,WMNO,.10,.022,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Alliance Res,AGS,.12,.14,.135,,
Auzex Res,AZX,.24,.262,.316,,
Biotron Ltd opt dec11,BITO,.01,.023,.022,,
Dynasty Metals,DMA,.135,.16,.17,,
East Africa Res,EAF,.10,.11,.12,,
EVZ,EVZ,.028,.037,.035,,
Fe Ltd,FEL,.07,.076,.085,,
Ferrum Crescent,FCR,.099,.10,.10,,
Fisher & Paykel App,FPA,.34,.35,.35,,
Folkestone,FLK,.077,.089,.088,,
General Min Corp,GMM,.08,.12,.13,,
GGG Resources cdi,GGB,.255,.27,.33,,
Gulf Industrials,GLF,.019,.023,.02,,
ING Real Est Ente unt,IEF,.064,.066,.07,,
K2 Energy,KTE,.026,.038,.033,,
Mariner Corp,MCX,.003,.004,.004,,
Metal Storm Ltd 10% cn12,MSTG,.035,.04,.04,,
Paradigm Metals,PDM,.014,.016,.02,,
Pelican Resources,PEL,.025,.04,.04,,
Premier Invest,PMV,4.92,5.12,5.03,,
Stonehenge Metals,SHE,.035,.037,.045,,
Tower,TWR,1.00,1.075,1.06,,
White Rock Minerals,WRM,.225,.24,.235,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
