Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4504.4 at 16:36 26/7/2010  Report at 19:05 Monday 26/7/2010. Processed 19:10 Monday 26/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Brighton,ABC,3.2,3.18,2.86,,,,,,,,
Aust Gold Invest,AGV,0.16,0.145,0.037,,,,,,,,
Bathurst Res,BTU,0.22,0.21,0.205,,,,,,,,
Canyon Res Ltd,CAY,0.32,0.29,0.3,,,,,,,,
Centennial Coal,CEY,6.02,6,4.88,,,,,,,,
Dexion Ltd,DEX,0.79,0.785,0.77,,,,,,,,
Equinox Min Ltd cdi,EQN,5.11,5.02,4.63,,,,,,,,
Fleetwood Corp,FWD,10.13,10.09,10,,,,,,,,
Forge Grp Ltd,FGE,3.15,3.02,3.04,,,,,,,,
GoConnect Ltd,GCN,0.064,0.06,0.029,,,,,,,,
Growthpoint Prop stp,GOZ,2,1.93,1.95,,,,,,,,
Guildford Coal,GUF,0.22,0.215,-,,,,,,,,
Independence Grp,IGO,5.92,5.73,4.98,,,,,,,,
Lynas Corp,LYC,0.78,0.74,0.62,,,,,,,,
Macq Atlas Roads stp,MQA,1.27,1.21,1.085,,,,,,,,
Reckon Ltd,RKN,2.1,2.07,2.09,,,,,,,,
Regis Res opt jan14,RRLO,0.66,0.6,0.54,,,,,,,,
Samson Oil & Gas,SSN,0.079,0.075,0.044,,,,,,,,
  opt dec12,SSNO,0.065,0.062,0.029,,,,,,,,
Sandfire Res,SFR,5.26,5.11,3.48,,,,,,,,
Sierra Min,SRM,0.15,0.14,0.12,,,,,,,,
Signature Cap Ltd,SGI,0.4,0.39,0.355,,,,,,,,
Terrain Min opt dec12,TMXOA,0.01,0.006,0.007,,,,,,,,
Tutt Bryant Grp,TBG,0.91,0.905,0.69,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aphrodite Gold,AQQ,0.12,0.125,-,,,,,,,,
Carnavale Res opt feb13,CAVO,0.045,0.051,0.1,,,,,,,,
Emergent Res opt sep10,EMGO,0.11,0.2,0.21,,,,,,,,
India Equities Fund,INE,0.05,0.051,0.58,,,,,,,,
Mungana Gold Ltd,MUX,0.805,0.85,0.85,,,,,,,,
Panax Geothermal,PAX,0.049,0.05,0.076,,,,,,,,
Po Valley Energy,PVE,0.24,0.295,0.28,,,,,,,,
QBE Insurance Grp,QBE,16.8,17.59,17.91,,,,,,,,
Undercoverwear,UCW,0.185,0.21,0.19,,,,,,,,
Voyager Res,VOR,0.013,0.014,0.014,,,,,,,,
