Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4709.9 at 16:34 2/3/2010  Report at 19:05 Tuesday 2/3/2010. Processed 19:29 Tuesday 2/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ambertech Ltd,AMO,0.59,0.57,0.57,,,,,,,,
Anvil Min cdi,AVM,4.05,3.94,3.94,,,,,,,,
Arafura Resource rts16mard,ARUR,0.005,-,-,,,,,,,,
Athena Res,AHN,0.084,0.07,0.07,,,,,,,,
Bendigo & Adelaide pref,BENPC,92.5,90,91,,,,,,,,
Brockman Res,BRM,3.43,3.29,3.29,,,,,,,,
Calzada Ltd,CZD,0.051,0.033,0.033,,,,,,,,
Cougar Energy,CXY,0.14,0.125,0.125,,,,,,,,
Geopacific Res,GPR,0.12,0.076,0.076,,,,,,,,
Hills Ind Ltd,HIL,2.64,2.6,2.6,,,,,,,,
Jupiter Mines,JMS,0.255,0.225,0.23,,,,,,,,
Kresta Hldgs,KRS,0.39,0.385,0.385,,,,,,,,
MAC Services (The),MSL,2.65,2.55,2.55,,,,,,,,
Magellan Pet cdi,MGN,1.94,1.35,1.5,,,,,,,,
Magnetic Res,MAU,0.62,0.515,0.53,,,,,,,,
  ctg,MAUCA,0.34,0.27,0.32,,,,,,,,
Mystate Ltd,MYS,3.25,3.14,3.14,,,,,,,,
Nick Scali Ltd,NCK,1.62,1.58,1.58,,,,,,,,
Olympus Pacific Min cdi 1:1,OYM,0.32,0.245,0.27,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.011,0.01,0.01,,,,,,,,
Ramsay Health Care,RHC,13.08,12.66,12.66,,,,,,,,
Range River Gold rts11mard,RNGR,0.003,0.002,0.002,,,,,,,,
Run Corp Ltd,RNC,0.059,0.05,0.05,,,,,,,,
Silver Chef Ltd,SIV,2.1,2.06,2.06,,,,,,,,
Sundance Energy,SEA,0.2,0.17,0.17,,,,,,,,
Wesfarmers Ltd,WES,32.91,32.5,32.5,,,,,,,,
  part prot,WESN,32.92,32.5,32.5,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL,AXM,0.024,0.025,0.025,,,,,,,,
Apollo Cons,AOP,0.007,0.008,0.008,,,,,,,,
Atcor Medical,ACG,0.13,0.155,0.155,,,,,,,,
Aurium Res opt sep12,AGUOA,0.008,0.02,0.02,,,,,,,,
Bluglass Ltd,BLG,0.135,0.17,0.16,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.002,0.003,0.003,,,,,,,,
Carpathian Res,CPN,0.025,0.028,0.028,,,,,,,,
Chemgenex Pharmac opt mar10,CXSO,0.012,0.035,0.035,,,,,,,,
Circadian Tech,CIR,0.53,0.54,0.54,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.027,0.04,0.04,,,,,,,,
Ferrowest Ltd opt jun10,FWLO,0.007,0.02,0.02,,,,,,,,
Flat Glass Ind,FGI,0.23,0.25,0.25,,,,,,,,
Gulf Res opt mar13,GLFOB,0.007,0.01,0.01,,,,,,,,
IDT Aust Ltd,IDT,0.915,0.925,0.925,,,,,,,,
iShares Glb Telco cdi 1:1,IXP,57.11,57.6,57.6,,,,,,,,
Marine Produce Aust,MPA,0.022,0.025,0.025,,,,,,,,
Medic Vision Ltd,MVH,0.019,0.02,0.02,,,,,,,,
Metal Storm Ltd,MST,0.015,0.017,0.017,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.01,0.016,0.016,,,,,,,,
Mint Wireless,MNW,0.023,0.025,0.025,,,,,,,,
Monaro Min NL,MRO,0.064,0.068,0.068,,,,,,,,
Murchison Hldgs,MCH,0.49,0.545,0.545,,,,,,,,
Odin Energy Ltd,ODN,0.016,0.017,0.017,,,,,,,,
Peninsula Min opt jun10,PENO,0.002,0.003,0.003,,,,,,,,
Redbank Copper,RCP,0.006,0.007,0.007,,,,,,,,
Redflex Hldgs,RDF,1.805,1.88,1.88,,,,,,,,
Reverse Corp Ltd,REF,0.185,0.265,0.265,,,,,,,,
Telecom Corp fpo nz,TEL,1.69,1.695,1.695,,,,,,,,
Telstra Corp,TLS,2.88,2.94,2.94,,,,,,,,
