Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4517.6 at 16:36 15/6/2010  Report at 19:05 Tuesday 15/6/2010. Processed 19:44 Tuesday 15/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.976,0.975,0.965,,,,,,,,
Coca-Cola Amatil,CCL,12.07,11.9,11.38,,,,,,,,
Cochlear Ltd,COH,78.03,76.5,77.66,,,,,,,,
Eagle Eye Metals,EYE,0.12,0.084,0.069,,,,,,,,
Foster's Grp,FGL,6.01,5.84,5.66,,,,,,,,
Gloucester Coal,GCL,12.48,12.45,12.17,,,,,,,,
GPT Grp stp,GPT,2.91,2.89,2.84,,,,,,,,
Growthpoint Prop stp,GOZ,1.95,1.88,1.85,,,,,,,,
Heartware Int Inc cdi,HIN,2.16,2.1,1.925,,,,,,,,
India Equities Fund,INE,0.615,0.61,0.605,,,,,,,,
  opt aug10,INEO,0.215,0.2,0.16,,,,,,,,
Jindalee Res,JRL,1.42,1.41,1.325,,,,,,,,
Lihir Gold Ltd,LGL,4.24,4.22,4.18,,,,,,,,
Melbourne IT Ltd,MLB,2.25,2.21,1.92,,,,,,,,
Ramsay Health Care,RHC,15.03,14.79,14.67,,,,,,,,
Riversdale Min,RIV,10.48,10.39,9.56,,,,,,,,
White Energy Co,WEC,3.74,3.7,3.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AUS Gov Index Fund,AQF,1.61,1.71,1.71,,,,,,,,
Ausamerican Min,AIW,0.03,0.034,0.045,,,,,,,,
Aust Min Min,AKA,0.145,0.15,0.15,,,,,,,,
Austock Grp Ltd,ACK,0.185,0.19,0.195,,,,,,,,
Avonlea Min,AVZ,0.07,0.08,0.08,,,,,,,,
Bauxite Resource,BAU,0.245,0.26,0.265,,,,,,,,
Boulder Steel,BGD,0.081,0.085,0.09,,,,,,,,
Caledon Res cdi,CCD,0.5,0.57,0.6,,,,,,,,
Calliden Grp,CIX,0.22,0.225,0.23,,,,,,,,
Coote Industrial,CXG,0.165,0.18,0.205,,,,,,,,
Dourado Res Ltd,DUO,0.165,0.17,0.175,,,,,,,,
Downer EDI Ltd,DOW,4.36,4.44,5.98,,,,,,,,
Emerald Oil & Gas,EMR,0.02,0.022,0.024,,,,,,,,
Energy Metals Ltd,EME,0.435,0.44,0.485,,,,,,,,
Enerji Ltd,ERJ,0.034,0.035,0.036,,,,,,,,
Enterprise Metals opt jun12,ENTO,0.04,0.05,0.05,,,,,,,,
EVZ Ltd,EVZ,0.08,0.085,0.085,,,,,,,,
Eyecare Partners,EPL,0.066,0.068,0.07,,,,,,,,
Fluorotechnics,FLS,0.12,0.13,0.15,,,,,,,,
Galileo Japan Tr unt,GJT,0.028,0.031,0.03,,,,,,,,
Greenearth Energy,GER,0.08,0.081,0.086,,,,,,,,
Gulf Res opt mar13,GLFOB,0.004,0.008,0.006,,,,,,,,
Innamincka Pet,INP,0.069,0.071,0.07,,,,,,,,
Luiri Gold Ltd cdi,LGM,0.2,0.25,0.25,,,,,,,,
Miclyn Exp Offshr,MIO,1.4,1.43,1.41,,,,,,,,
Mintails Ltd,MLI,0.015,0.016,0.019,,,,,,,,
Mundo Min,MUN,0.1,0.11,0.105,,,,,,,,
NZ Oil & Gas ,NZO,1.05,1.1,1.07,,,,,,,,
Nimrodel Res,NMR,0.017,0.029,0.035,,,,,,,,
ORH Ltd,ORH,0.02,0.024,0.026,,,,,,,,
Orion Pet Ltd,OIP,0.048,0.051,0.058,,,,,,,,
Pan Pacific Pet,PPP,0.19,0.2,0.195,,,,,,,,
Proto Resource &,PRW,0.022,0.023,0.023,,,,,,,,
Renaissance Min,RNS,0.23,0.24,-,,,,,,,,
Rivercity Motorway stp,RCY,0.031,0.034,0.045,,,,,,,,
Royal Res opt oct11,ROYO,0.08,0.1,0.1,,,,,,,,
SDI Ltd,SDI,0.175,0.18,0.185,,,,,,,,
Servcorp Ltd,SRV,2.76,2.95,3.1,,,,,,,,
Skilled Grp Ltd,SKE,1.07,1.09,1.19,,,,,,,,
Target Energy opt oct12,TEXOB,0.004,0.005,0.005,,,,,,,,
Universal Res,URL,0.089,0.09,0.1,,,,,,,,
USCOM Ltd,UCM,0.35,0.4,0.4,,,,,,,,
Victory West Moly,VWM,0.08,0.115,0.115,,,,,,,,
