Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4974.1 at 16:36 6/4/2010  Report at 19:05 Tuesday 6/4/2010. Processed 20:08 Tuesday 6/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res rts 06apr,ADUR,0.071,0.05,0.041,,,,,,,,
Adelaide Managed unt,AYT,1.475,1.34,1.36,,,,,,,,
Andean Res Ltd,AND,3.16,2.85,2.9,,,,,,,,
ANZ Banking Grp pref,ANZPA,102.51,102,101.75,,,,,,,,
Atlas Iron Ltd,AGO,2.8,2.6,2.55,,,,,,,,
Atomic Res,ATQ,0.185,0.17,0.16,,,,,,,,
  opt aug11,ATQO,0.04,0.03,0.03,,,,,,,,
Aura Energy,AEE,0.295,0.25,0.25,,,,,,,,
Aurora Oil & Gas,AUT,0.485,0.475,0.475,,,,,,,,
Aurox Res,AXO,0.9,0.84,0.81,,,,,,,,
Ausdrill Ltd,ASL,2.28,2.256,2.256,,,,,,,,
Azumah Res,AZM,0.42,0.39,0.39,,,,,,,,
Batavia Min,BTV,0.25,0.245,0.245,,,,,,,,
BC Iron Ltd,BCI,1.8,1.69,1.65,,,,,,,,
BHP Billiton Ltd,BHP,44.93,44.43,44.43,,,,,,,,
Bigair Grp Ltd,BGL,0.215,0.21,0.2,,,,,,,,
Brumby Res,BMY,0.205,0.19,0.19,,,,,,,,
  opt sep11,BMYOA,0.13,0.12,0.12,,,,,,,,
Cazaly Res,CAZ,0.545,0.49,0.49,,,,,,,,
Centennial Coal,CEY,4.49,4.48,4.48,,,,,,,,
Chesser Res,CHZ,0.255,0.21,0.21,,,,,,,,
Comet Res,CRL,0.06,0.055,0.055,,,,,,,,
Diversified United,DUI,3.39,3.38,3.38,,,,,,,,
Doray Min Ltd,DRM,0.96,0.775,0.7,,,,,,,,
Early Learning Serv,ELY,0.59,0.55,0.51,,,,,,,,
Fairfax Media Ltd pref,FXJPB,93.7,93.49,92.9,,,,,,,,
Fleetwood Corp,FWD,9.45,9.15,9.1,,,,,,,,
Forge Grp Ltd,FGE,3.1,3.02,3.03,,,,,,,,
Grange Res,GRR,0.655,0.61,0.585,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,98.25,98,98.2,,,,,,,,
Iluka Res,ILU,4.59,4.55,4.52,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,1.85,1.75,1.64,,,,,,,,
iShares MSCI SKorea  1:1,IKO,56.66,55.3,54.58,,,,,,,,
Kingsrose Min Ltd,KRM,0.83,0.8,0.8,,,,,,,,
Leyshon Res,LRL,0.24,0.215,0.2,,,,,,,,
Linq Res Fund unt,LRF,0.75,0.71,0.66,,,,,,,,
Macarthur Coal,MCC,15.1,14.92,14.5,,,,,,,,
Macq Winton ord unt,MWG,1.31,1.24,1.26,,,,,,,,
Magellan Fin Grp,MFG,1.065,1.05,1.025,,,,,,,,
Mesa Min Ltd,MAS,0.125,0.12,0.11,,,,,,,,
Mount Gibson Iron,MGX,2.01,1.985,1.985,,,,,,,,
New Hope Corp,NHC,5.37,5.24,5.24,,,,,,,,
Newport Min Ltd,NMN,0.53,0.51,0.48,,,,,,,,
News Corp b voting,NWS,18.99,18.97,18.97,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,93.4,92.25,92.9,,,,,,,,
Noni B Ltd,NBL,1.465,1.44,1.42,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.37,0.355,0.355,,,,,,,,
OneSteel Ltd,OST,4.15,4.01,4.01,,,,,,,,
Orica Ltd pref,ORIPB,96.45,95.75,95.4,,,,,,,,
Orocobre Ltd,ORE,2.45,2.3,2.392,,,,,,,,
Pacmag Metals Ltd,PMH,0.31,0.3,0.28,,,,,,,,
Paragon Care Ltd,PGC,0.037,0.033,0.035,,,,,,,,
PharmAust Ltd,PAA,0.066,0.059,0.053,,,,,,,,
Rabinov Prop Tr unt,RBV,0.62,0.61,0.61,,,,,,,,
RAM Res,RMR,0.055,0.051,0.05,,,,,,,,
REA Grp,REA,12.5,11.95,11.96,,,,,,,,
Rialto Energy,RIA,0.27,0.18,0.18,,,,,,,,
Rio Tinto Ltd,RIO,80.96,79.75,79.75,,,,,,,,
Riversdale Min,RIV,9.83,9.43,9.43,,,,,,,,
RTL Corp Ltd,RTL,0.04,0.038,0.036,,,,,,,,
SAI Global Ltd,SAI,4.25,4,4,,,,,,,,
Seek Ltd,SEK,8.36,8.17,8.18,,,,,,,,
Soul Pattinson,SOL,14.95,14.9,14.5,,,,,,,,
SPDR 200 Fd etf unt,STW,47,46.68,46.68,,,,,,,,
Sthn Cross Media,SXL,2.31,2.21,2.26,,,,,,,,
Sthn Uranium,SNU,0.21,0.175,0.16,,,,,,,,
