Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4509.4 at 16:38 23/6/2010  Report at 19:05 Wednesday 23/6/2010. Processed 19:22 Wednesday 23/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.595,0.54,0.58,,,,,,,,
Ansell Ltd,ANN,13.5,13.46,13.48,,,,,,,,
APA Grp stp,APA,3.83,3.77,3.73,,,,,,,,
Aust Enhanced unt,AYF,6.55,6.45,6.45,,,,,,,,
Bunnings Warehouse unt,BWP,2.09,2.01,1.995,,,,,,,,
Carbine Res opt jul11,CRBO,0.23,0.2,0.22,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,99.26,99.25,99,,,,,,,,
Ideas Intl,IDE,0.425,0.42,0.4,,,,,,,,
ING Real Est Hlth unt,IHF,0.85,0.845,0.795,,,,,,,,
Macq Atlas Roads stp,MQA,1.085,0.94,0.98,,,,,,,,
Montezuma Min Co,MZM,0.38,0.34,0.36,,,,,,,,
  opt aug11,MZMO,0.2,0.11,0.145,,,,,,,,
Ross Human Direction,RHD,0.455,0.35,0.39,,,,,,,,
Vesture Ltd,VES,0.105,0.09,0.085,,,,,,,,
Xanadu Res Ltd opt apr13,XNUO,0.025,0.012,0.012,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.07,0.15,0.2,,,,,,,,
Aii200industrials etf unt,IDD,3.35,3.36,3.48,,,,,,,,
Allied Brands Ltd,ABQ,0.03,0.032,0.071,,,,,,,,
Anaeco Ltd,ANQ,0.15,0.17,0.175,,,,,,,,
Aust Pharmaceutical,API,0.425,0.445,0.44,,,,,,,,
Bannerman Res,BMN,0.285,0.305,0.305,,,,,,,,
Barra Res,BAR,0.054,0.055,0.065,,,,,,,,
Bauxite Resource,BAU,0.23,0.24,0.265,,,,,,,,
Becton Prop Grp stp,BEC,0.045,0.046,0.048,,,,,,,,
Brumby Res opt sep11,BMYOA,0.048,0.055,0.055,,,,,,,,
Capitol Health,CAJ,0.031,0.036,0.035,,,,,,,,
CEC Grp Ltd,CEG,0.072,0.084,0.085,,,,,,,,
Challenger Winetr unt,CWT,0.195,0.215,0.255,,,,,,,,
China Yunnan Copper,CYU,0.115,0.13,0.15,,,,,,,,
Comet Ridge Ltd,COI,0.16,0.18,0.19,,,,,,,,
Crane Grp Ltd,CRG,8.21,8.36,8.45,,,,,,,,
