Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4325.8 at 16:34 21/5/2010  Report at 19:05 Friday 21/5/2010. Processed 19:10 Friday 21/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Austral Gold,AGD,0.25,0.17,0.15,,,,,,,,
Dexion Ltd,DEX,0.7,0.42,0.46,,,,,,,,
Embelton Ltd,EMB,4.78,4.75,4.76,,,,,,,,
ETFS Metals etfs gold,GOLD,141.5,135.64,124.52,,,,,,,,
Ideas Intl,IDE,0.35,0.25,0.25,,,,,,,,
iShares Glb Cons Stp,IXI,66.2,64.14,64.75,,,,,,,,
Van Eyk Blueprint unt,VBP,7.82,7.8,7.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.215,0.32,0.425,,,,,,,,
ABM Res NL,ABU,0.016,0.022,0.023,,,,,,,,
Acuvax Ltd,ACU,0.005,0.007,0.008,,,,,,,,
AED Oil Ltd,AED,0.485,0.515,0.55,,,,,,,,
Aii200financials etf unt,FIN,4.32,4.61,4.95,,,,,,,,
Aii200res etf unt,RSR,4.6,4.84,5.28,,,,,,,,
Aii300metals&Min etf unt,MAM,3.9,4.13,4.43,,,,,,,,
AJ Lucas Grp,AJL,2,2.11,2.61,,,,,,,,
Alcoa Inc cdi,AAI,14.5,14.92,20,,,,,,,,
Alcyone Res Ltd,AYN,0.022,0.024,0.028,,,,,,,,
Alliance Res,AGS,0.34,0.385,0.42,,,,,,,,
Allied Brands Ltd,ABQ,0.071,0.09,0.093,,,,,,,,
Ambertech Ltd,AMO,0.385,0.58,0.6,,,,,,,,
Antisense Therapeutic,ANP,0.015,0.016,0.016,,,,,,,,
Apollo Min Ltd,AON,0.105,0.145,0.15,,,,,,,,
Arafura Resource,ARU,0.39,0.49,0.58,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.006,0.009,0.01,,,,,,,,
Ardent Leisure stp,AAD,1.03,1.125,1.33,,,,,,,,
Argo Invest,ARG,5.61,5.95,6.3,,,,,,,,
Astra Capital Ltd,AKR,0.55,0.595,0.56,,,,,,,,
ASX Ltd,ASX,30.7,31.62,32.5,,,,,,,,
Atticus Resource,ACZ,0.12,0.15,0.16,,,,,,,,
Augustus Min opt jul10,AUJO,0.025,0.05,0.07,,,,,,,,
Aurora Sandringham ,AOD,0.99,1,1.015,,,,,,,,
Ausamerican Min,AIW,0.045,0.054,0.069,,,,,,,,
Ausenco Ltd,AAX,3.02,3.94,4.3,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.035,0.044,0.05,,,,,,,,
Aust Leaders opt nov10,ALFO,0.007,0.015,0.03,,,,,,,,
Aust Min Min,AKA,0.15,0.185,0.175,,,,,,,,
Austal Ltd,ASB,1.935,2.08,2.33,,,,,,,,
AWE Ltd,AWE,1.915,2.28,2.42,,,,,,,,
Bannerman Res,BMN,0.305,0.34,0.415,,,,,,,,
Bass Metals Ltd,BSM,0.155,0.19,0.21,,,,,,,,
Becton Prop Grp stp,BEC,0.048,0.06,0.071,,,,,,,,
Bendigo Min Ltd,BDG,0.195,0.23,0.225,,,,,,,,
Biota Hldgs,BTA,1.025,1.185,1.33,,,,,,,,
Biotron Ltd,BIT,0.06,0.07,0.085,,,,,,,,
BlueScope Steel,BSL,2.06,2.49,2.63,,,,,,,,
Bluglass Ltd,BLG,0.082,0.105,0.11,,,,,,,,
Boart Longyear def,BLYDA,2.43,3.35,-,,,,,,,,
Breakaway Res,BRW,0.041,0.047,0.05,,,,,,,,
Brisconnection Tr stp,BCS,1,1.1,1.15,,,,,,,,
Capral Ltd,CAA,0.155,0.16,0.205,,,,,,,,
Carbon Conscious,CCF,0.088,0.105,0.12,,,,,,,,
Carbon Energy,CNX,0.29,0.41,0.445,,,,,,,,
Carnarvon Pet,CVN,0.3,0.365,0.415,,,,,,,,
Carnegie Wave Energy,CWE,0.08,0.09,0.1,,,,,,,,
Cauldron Energy,CXU,0.255,0.26,0.285,,,,,,,,
CEC Grp Ltd,CEG,0.085,0.1,0.11,,,,,,,,
Cellestis Ltd,CST,2.65,2.74,2.91,,,,,,,,
Coffey Intl,COF,1.01,1.15,1.25,,,,,,,,
Comet Ridge Ltd,COI,0.21,0.235,0.285,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,201.75,203.6,206.001,,,,,,,,
Consolidated Tin Min,CSD,0.03,0.06,0.06,,,,,,,,
Copper Strike Ltd,CSE,0.072,0.085,0.087,,,,,,,,
Cougar Energy,CXY,0.075,0.094,0.105,,,,,,,,
Deep Yellow Ltd,DYL,0.145,0.18,0.19,,,,,,,,
Diatreme Res,DRX,0.06,0.07,0.079,,,,,,,,
Eastern Corp,ECU,0.215,0.255,0.3,,,,,,,,
