Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4533.0 at 16:35 10/2/2010  Report at 19:05 Wednesday 10/2/2010. Processed 19:12 Wednesday 10/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.21,0.2,0.185,,,,,,,,
Ampella Min,AMX,0.85,0.725,0.765,,,,,,,,
  opt jul10,AMXO,0.63,0.51,0.595,,,,,,,,
ARC Explore Ltd,ARX,0.056,0.04,0.036,,,,,,,,
  opt jan11,ARXOA,0.025,0.016,0.015,,,,,,,,
Botswana Metals,BML,0.185,0.18,0.041,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,770,756,760,,,,,,,,
Charter Hall Grp forus,CHC,0.78,0.75,0.745,,,,,,,,
FFI Hldgs,FFI,4.1,3.9,3.9,,,,,,,,
Global Iron Ltd,GFE,0.45,0.39,0.38,,,,,,,,
Hills Ind Ltd,HIL,2.43,2.41,2.19,,,,,,,,
IAG Finance (Nz) exch.note,IANG,100.1,100,100,,,,,,,,
Macq Harbour opt aug12,MHMO,0.23,0.16,0.2,,,,,,,,
Mooter Media Ltd,MMZ,0.017,0.013,0.011,,,,,,,,
Norfolk Grp rts19febd,NFKR,0.035,-,-,,,,,,,,
Samson Oil & Gas,SSN,0.03,0.02,0.018,,,,,,,,
  opt dec12,SSNO,0.018,0.011,0.011,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
3Q Hldgs Ltd,TQH,0.1,0.145,0.14,,,,,,,,
Bass Metals Ltd opt apr10,BSMOA,0.01,0.024,0.03,,,,,,,,
Brisconnection Tr stpld,BCS,1.03,1.24,1.2,,,,,,,,
Dominion Min,DOM,2.82,2.89,2.96,,,,,,,,
Doray Min Ltd,DRM,0.18,-,-,,,,,,,,
Eneabba Gas Ltd opt jun12,ENBOB,0.03,0.06,0.055,,,,,,,,
Fairstar Res opt aug11,FASOA,0.014,0.017,0.018,,,,,,,,
Folkestone Ltd,FLK,0.115,0.13,0.135,,,,,,,,
Kathmandu Hldgs,KMD,1.48,1.5,1.515,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.065,0.11,0.11,,,,,,,,
Luiri Gold Ltd cdi 1:1,LGM,0.3,0.315,0.33,,,,,,,,
Marion Energy,MAE,0.092,0.099,0.11,,,,,,,,
Medical Aus Ltd,MLA,0.028,0.03,0.035,,,,,,,,
Minerals Corp def,MSCDC,0.11,0.145,-,,,,,,,,
Norfolk Grp rts19febd,NFKR,0.022,-,-,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.012,0.013,0.013,,,,,,,,
Redflex Hldgs,RDF,1.88,2.05,2,,,,,,,,
Sinovus Min Ltd,SNV,0.026,0.028,0.029,,,,,,,,
Strategic Min,SMC,0.017,0.018,0.02,,,,,,,,
Sumatra Copper cdi 1:1,SUM,0.2,0.21,0.235,,,,,,,,
Torrens Energy opt mar10,TEYO,0.009,0.01,0.025,,,,,,,,
Xiaoxiao Education,XXL,0.25,0.27,-,,,,,,,,
