Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4262.7 at 16:36 1/7/2010  Report at 19:05 Thursday 1/7/2010. Processed 19:37 Thursday 1/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Avoca Res,AVO,2.79,2.64,2.75,,,,,,,,
FFI Hldgs,FFI,4.6,4.2,4.5,,,,,,,,
Heemskirk Cons 8% cn11,HSKG,2.56,2.45,2.45,,,,,,,,
Range Res Ltd,RRS,0.09,0.084,0.086,,,,,,,,
  opt dec11,RRSO,0.039,0.034,0.035,,,,,,,,
Royal Res opt oct13,ROYOA,0.08,0.07,0.072,,,,,,,,
Samson Oil & Gas,SSN,0.055,0.043,0.044,,,,,,,,
  opt dec12,SSNO,0.04,0.026,0.029,,,,,,,,
Sierra Min,SRM,0.14,0.12,0.12,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200energy etf unt,ENY,13.95,14.92,14.05,,,,,,,,
Alesco Corp,ALS,2.3,2.46,2.31,,,,,,,,
Ardent Leisure stp,AAD,0.94,1.035,0.97,,,,,,,,
ASX Ltd,ASX,28.3,29.42,28.79,,,,,,,,
Aurora Sandringham ,AOD,0.975,0.995,0.98,,,,,,,,
Ausenco Ltd,AAX,1.71,2.05,1.76,,,,,,,,
Aust Min Min,AKA,0.12,0.14,0.14,,,,,,,,
AWE Ltd,AWE,1.705,1.795,1.72,,,,,,,,
Biota Hldgs,BTA,0.95,1.035,1.01,,,,,,,,
Biotron Ltd opt dec11,BITO,0.011,0.013,0.013,,,,,,,,
BlueScope Steel,BSL,2.03,2.2,2.06,,,,,,,,
Cape Range Ltd opt feb13,CAGO,0.001,0.002,0.002,,,,,,,,
Carrick Gold Ltd,CRK,0.44,0.48,0.455,,,,,,,,
Crane Grp Ltd,CRG,7.87,8.17,7.92,,,,,,,,
Downer EDI Ltd,DOW,3.33,3.87,3.53,,,,,,,,
Eldore Min opt dec12,EDMOA,0.003,0.004,0.004,,,,,,,,
Gascoyne Res Ltd,GCY,0.08,0.087,0.087,,,,,,,,
Geothermal Res,GHT,0.1,0.135,0.125,,,,,,,,
ING RE Com stp,ILF,0.048,0.054,0.049,,,,,,,,
iShares Global 100,IOO,59.96,61.1,60,,,,,,,,
iShares MSCI EAFE,IVE,55,56.32,55.03,,,,,,,,
Kagara Ltd,KZL,0.465,0.53,0.475,,,,,,,,
Malachite Res,MAR,0.042,0.048,0.048,,,,,,,,
Marenica Energy,MEY,0.087,0.095,0.089,,,,,,,,
Novogen Ltd,NRT,0.16,0.165,0.165,,,,,,,,
Palace Res,PXR,0.008,0.01,0.01,,,,,,,,
Petratherm Ltd,PTR,0.135,0.145,0.14,,,,,,,,
Platinum Aust,PLA,0.615,0.72,0.655,,,,,,,,
QBE Insurance Grp,QBE,17.59,18.22,17.91,,,,,,,,
Runge Ltd,RUL,0.385,0.44,0.395,,,,,,,,
Seven Grp Hldgs,SVW,5.41,5.78,5.64,,,,,,,,
Silex Systems,SLX,4.31,4.63,4.41,,,,,,,,
Toll Hldgs Ltd,TOL,5.34,5.55,5.39,,,,,,,,
Warehouse Grp,WHS,2.71,2.89,2.75,,,,,,,,
Western Areas NL,WSA,3.52,3.94,3.6,,,,,,,,
