ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5236.5 at 2014-02-10T16:22:53. Report at Monday, February 10, 2014. Processed Tuesday at 2014-02-11T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Adelaide Brighton,ABC,3.97,3.87,3.855,,
Aurora Oil & Gas,AUT,4.13,4.12,3.20,,
Balamara Res,BMB,.16,.135,.12,,
BC Iron,BCI,5.37,5.25,5.33,,
BKI Invest,BKI,1.64,1.63,1.625,,
Capilano Honey,CZZ,4.90,3.96,4.25,,
CPT Global,CGO,.76,.755,.75,,
CSR,CSR,3.11,3.00,2.99,,
Dicker Data,DDR,1.04,1.02,1.00,,
Doray Minerals,DRM,.905,.89,.83,,
G8 Education,GEM,3.54,3.30,3.36,,
Gold Road Res,GOR,.145,.135,.13,,
Grandbridge,GBA,.06,.045,.045,,
Greencross,GXL,9.30,8.69,8.70,,
James Hardie Ind cdi,JHX,13.65,13.35,13.50,,
Keybridge Capital,KBC,.20,.195,.175,,
Life Healthcare Grp,LHC,2.45,2.40,2.38,,
Mayne Pharma,MYX,.84,.832,.78,,
Mnemon,MNZ,1.70,1.65,1.30,,
Navitas,NVT,6.93,6.82,6.78,,
OBJ,OBJ,.043,.042,.039,,
OzForex Grp,OFX,3.28,3.00,3.05,,
Pental,PTL,.035,.034,.034,,
  opt sep14,PTLO,.014,.013,.013,,
REA Grp,REA,47.39,46.15,42.42,,
Rubik Financial,RFL,.34,.325,.295,,
Select Harvests,SHV,6.47,6.36,6.02,,
Sietel,SSL,4.30,3.60,3.60,,
SomnoMed,SOM,1.57,1.50,1.39,,
Tassal Grp,TGR,3.66,3.60,3.34,,
WAM Capital,WAM,2.02,1.99,1.995,,
Waterco,WAT,1.30,1.24,1.19,,
Yowie Grp,YOW,.42,.34,.315,,
  opt dec15,YOWO,.235,.12,.13,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adcorp Aust,AAU,.055,.06,.058,,
AMP Grp Finance frn apr19,AQNHA,100.45,100.50,102.00,,
ARB Corp,ARP,10.66,10.69,11.01,,
Aspen Grp stp,APZ,1.29,1.30,1.41,,
Attila Res opt jun14,AYAO,.20,.45,.45,,
AGB Apr15,GSBG15,106.435,-,-,,
Bass Strait Oil Co,BAS,.004,.005,.005,,
Cauldron Energy,CXU,.08,.09,.096,,
Cobre Montana,CXB,.042,.05,.045,,
Elsmore Res,ELR,.027,.03,.042,,
Genetic Tech,GTG,.049,.05,.051,,
Great Western Expl,GTE,.087,.091,.096,,
IMX Res,IXR,.045,.048,.046,,
Leyshon Res,LRL,.017,.018,.023,,
Marmota Energy,MEU,.014,.015,.015,,
McAleese,MCS,1.02,1.08,1.08,,
Octagonal Res,ORS,.055,.092,.063,,
Peak Resources,PEK,.054,.055,.055,,
Potash West,PWN,.06,.065,.074,,
Regional Express,REX,.795,.865,.905,,
Silver Mines,SVL,.004,.005,.005,,
Target Energy,TEX,.036,.039,.039,,
Ventnor Res,VRX,.055,.06,.08,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
