Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4949.5 at 16:36 20/4/2010  Report at 19:05 Tuesday 20/4/2010. Processed 19:15 Tuesday 20/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Managed unt,AYT,1.56,1.55,1.36,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,29,28.5,25.5,,,,,,,,
Andean Res Ltd,AND,3.3,3.12,2.9,,,,,,,,
Aspire Min Ltd,AKM,0.175,0.145,0.115,,,,,,,,
Atlantic Ltd,ATI,0.05,0.049,0.033,,,,,,,,
Audax Res,ADX,0.19,0.17,0.175,,,,,,,,
Augustus Min opt jul10,AUJO,0.12,-,-,,,,,,,,
Aurora Oil & Gas,AUT,0.54,0.5,0.475,,,,,,,,
Batavia Min,BTV,0.375,0.295,0.245,,,,,,,,
  opt jun12,BTVO,0.21,0.18,0.1,,,,,,,,
Billabong Intl,BBG,12.32,11.95,11.5,,,,,,,,
Bunnings Warehouse unt,BWP,2.04,2,1.975,,,,,,,,
Buru Energy,BRU,0.31,0.295,0.28,,,,,,,,
Carpentaria Exp,CAP,0.435,0.2,0.165,,,,,,,,
  opt jun10,CAPO,0.105,0.004,0.014,,,,,,,,
CBH Res Ltd,CBH,0.22,0.195,0.19,,,,,,,,
China West Hldgs,CWH,0.305,0.205,0.125,,,,,,,,
Coal of Africa,CZA,2.6,2.59,2.48,,,,,,,,
Coalspur Mines,CPL,0.775,0.655,0.54,,,,,,,,
  opt jun11,CPLO,0.65,0.55,0.45,,,,,,,,
Cochlear Ltd,COH,77.11,75.9,73.9,,,,,,,,
Codan Ltd,CDA,1.53,1.41,1.43,,,,,,,,
Constellation Br cdi  10:1,CBR,1.855,1.82,1.75,,,,,,,,
Electro Optic Sys,EOS,1.62,1.32,1.19,,,,,,,,
Giralia Res NL,GIR,2.54,2.45,2.33,,,,,,,,
Hazelwood Res,HAZ,0.33,0.31,0.24,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.59,1.46,1.39,,,,,,,,
Hemisphere Res,HEM,0.91,0.86,0.81,,,,,,,,
Hunnu Coal Ltd,HUN,1.065,0.95,0.6,,,,,,,,
IMX Res Ltd,IXR,0.515,0.51,0.475,,,,,,,,
Industrial Min,IDM,0.18,0.145,0.125,,,,,,,,
iShares S&P 500  1:1,IVV,130.75,130.6,130.09,,,,,,,,
Ishine Int Res,ISH,0.27,0.25,0.22,,,,,,,,
Kasbah Res,KAS,0.1,0.084,0.076,,,,,,,,
Little World Bev,LWB,2.89,2.76,2.72,,,,,,,,
Medical Develop,MVP,0.205,0.185,0.185,,,,,,,,
Midas Res opt nov12,MDSOC,0.075,0.074,0.044,,,,,,,,
Mineral Res,MIN,8.67,8.55,7.47,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.145,0.1,0.05,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.375,0.365,0.355,,,,,,,,
Pac Ore Ltd,PSF,0.065,0.045,0.038,,,,,,,,
  opt sep12,PSFO,0.032,0.019,0.018,,,,,,,,
Peters MacGregor,PET,0.7,0.675,0.68,,,,,,,,
Pharmaxis Ltd,PXS,3.15,3.1,2.84,,,,,,,,
Plan B Grp Hld,PLB,0.89,0.79,0.8,,,,,,,,
Richmond Min,RHM,0.32,0.23,0.26,,,,,,,,
Riviera Res opt dec14,RVEO,0.09,0.06,0.05,,,,,,,,
SAI Global Ltd,SAI,4.34,4.25,4,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.016,0.015,0.015,,,,,,,,
Sthn Uranium,SNU,0.275,0.26,0.16,,,,,,,,
Vietnam Industrial,VII,0.5,0.47,0.4,,,,,,,,
Vngd US Total Market  1:1,VTS,68.55,66.59,66.03,,,,,,,,
White Energy Co,WEC,3.55,2.7,2.65,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcoa Inc cdi,AAI,26.01,31,45.19,,,,,,,,
AMP Capital China unt,AGF,0.83,0.86,0.845,,,,,,,,
Diatreme Res,DRX,0.084,0.088,0.095,,,,,,,,
Gateway Min,GML,0.038,0.04,0.045,,,,,,,,
Jameson Res,JAL,0.16,0.195,0.25,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.03,0.033,0.031,,,,,,,,
Pro Medicus Ltd   ,PME,0.59,0.6,0.67,,,,,,,,
Redbank Copper,RCP,0.046,0.049,0.06,,,,,,,,
Stratatel Ltd,STE,0.052,0.06,0.057,,,,,,,,
Uran Ltd,URA,0.022,0.024,0.023,,,,,,,,
Viterra Inc cdi  1:1,VTA,9.18,9.62,9.85,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.016,0.021,0.022,,,,,,,,
