Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4721.2 at 16:47 4/12/2009  Report at 19:05 Friday 4/12/2009. Processed 19:23 Friday 4/12/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alchemia Ltd,ACL,0.75,0.7,0.72,,,,,,,,
  rts16decd,ACLR,0.18,-,0.07,,,,,,,,
Amcom Telecomm opt dec09,AMMO,0.085,0.067,0.067,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.014,0.011,0.012,,,,,,,,
Ardent Leisure Grp stp,AAD,1.69,1.525,1.525,,,,,,,,
Artemis Res opt jun11,ARVOB,0.04,0.027,0.027,,,,,,,,
Ausdrill Ltd,ASL,2.02,1.84,1.84,,,,,,,,
Ausmon Resources,AOA,0.32,0.29,0.295,,,,,,,,
Austin Explore opt nov11,AKKO,0.02,-,-,,,,,,,,
Bank of Qld pref,BOQPC,93.5,90,91.6
Brandrill Ltd,BDL,0.14,0.125,0.13
Carsales Com Ltd,CRZ,4.9,4.64,4.65
Chalice Gold Mines,CHN,0.68,0.59,0.595
Cordlife Ltd,CBB,0.68,0.64,0.65
Dioro Explore NL,DIO,1.21,1.05,1.05
Dourado Res Ltd opt nov14,DUOO,0.065,-,-
Dragon Energy,DLE,0.26,0.21,0.21
Empire Oil & Gas,EGO,0.018,0.016,0.016
ETFS Metals etfs pd,ETPMPD,41.69,39.8,40.26
Firstfolio Ltd,FFF,0.07,0.061,0.068
  rts11decd,FFFR,0.013,-,-
GLG Corp Ltd,GLE,0.35,0.3,0.3
Hampton Hill Min,HHM,0.3,0.25,0.25
Indophil Res,IRN,1.23,1.14,1.14
iShares Glb Cons cdi 1:1,IXI,63.12,62.59,62.59
Legacy Iron Ore,LCY,0.17,0.165,0.165
Lodestar Min,LSR,0.095,0.06,0.07
Ludowici Ltd,LDW,2.5,2.35,2.36
Macq Telecom Gp,MAQ,4.16,4.1,4.1
Mermaid Marine,MRM,3.12,2.98,3.01
Metgasco Ltd,MEL,0.85,0.51,0.76
MIL Res,MGK,0.051,0.041,0.042
Multiplex Sites sites,MXUPA,77.5,76.5,76.5
Pac Star Net,PNW,0.045,0.035,0.04
Red Hill Iron,RHI,3.91,3.55,3.55
Royal Res opt oct11,ROYO,0.15,0.12,0.12
SAI Global Ltd,SAI,3.74,3.67,3.7
Saracen Min,SAR,0.49,0.46,0.46
Supply Net,SNL,0.535,0.53,0.53
Taps Tr taps,TTXPA,99.1,98.799,98.989
Thorn Grp Ltd,TGA,1.1,1.02,1.045
Tower Ltd fpo nz,TWR,1.57,1.535,1.54
Transit Hldgs,TRH,0.5,0.36,0.39
  opt dec09,TRHO,0.2,0.085,0.12
Undercoverwear,UCW,0.32,0.29,0.29
Wavenet Intl,WAL,0.175,0.17,0.17
Whitehaven Coal,WHC,4.67,4.55,4.55
New Yearly Lows,,,,
Carpathian Res,CPN,0.041,0.046,0.044
Catalpa Res def,CAHDA,1.6,1.75,1.7
CMA Corp Ltd,CMV,0.073,0.074,0.074
Commonwealth Prop new,CPAN,0.91,-,0.915
Gateway Min,GML,0.063,0.074,0.074
Golden State Res,GDN,0.039,0.04,0.04
Oldfields Hldgs,OLH,0.245,0.265,0.255
Pelican Res,PEL,0.022,0.032,0.032
Telezon Ltd,TLZ,0.115,0.12,0.12
Webster Ltd,WBA,0.47,0.5,0.5
Western Desert Res rts 07dec,WDRR,0.1,0.13,0.13
