Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4679.5 at 16:38 13/5/2010  Report at 19:05 Thursday 13/5/2010. Processed 19:58 Thursday 13/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.53,0.45,0.505,,,,,,,,
ALE Prop Grp frn3mth14,LEPHC,103,101.8,-,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,33,30.5,31,,,,,,,,
Ampella Min,AMX,1.94,1.66,1.55,,,,,,,,
  opt jul10,AMXO,1.755,1.45,1.3,,,,,,,,
Andean Res Ltd,AND,3.58,3.3,3.45,,,,,,,,
Bathurst Res,BTU,0.185,0.15,0.17,,,,,,,,
Carbine Res opt jul11,CRBO,0.22,0.18,0.2,,,,,,,,
CGA Min Ltd,CGX,2.61,2.4,2.31,,,,,,,,
Chesser Res,CHZ,0.46,0.37,0.38,,,,,,,,
Cochlear Ltd,COH,77.13,75.45,77.12,,,,,,,,
Eldorado Gold cdi,EAU,20.05,18.42,16.56,,,,,,,,
E-Pay Asia Ltd,EPY,0.25,0.14,0.16,,,,,,,,
ETFS Metals etfs ag,ETPMAG,21.8,20.25,19.95,,,,,,,,
  etfs pm,ETPMPM,113.47,108.6,104.34,,,,,,,,
  etfs pt,ETPMPT,193.6,187.33,185.57,,,,,,,,
Global Prop,GPB,0.33,0.3,0.22,,,,,,,,
HOT Chili Ltd,HCH,0.3,0.225,-,,,,,,,,
IPGA Ltd,IPP,0.445,0.39,0.375,,,,,,,,
iShares S&P SCap 600,IJR,70.86,68.65,70.56,,,,,,,,
Lihir Gold Ltd,LGL,4.15,3.95,4.05,,,,,,,,
Matrix C & E Ltd,MCE,2.97,2.85,2.92,,,,,,,,
Medical Develop,MVP,0.245,0.225,0.205,,,,,,,,
Medusa Min Ltd,MML,4.81,4.76,4.73,,,,,,,,
OceanaGold Corp cdi,OGC,3.1,2.67,2.76,,,,,,,,
Olympus Pacific Min,OYM,0.42,0.39,0.395,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,74.5,65,66.5,,,,,,,,
ResMed Inc cdi,RMD,7.71,7.52,7.12,,,,,,,,
Resolute Min,RSG,1.3,1.165,1.23,,,,,,,,
  12% cn12,RSGG,1.28,1.2,1.2,,,,,,,,
  opt dec11,RSGO,0.685,0.585,0.65,,,,,,,,
Richfield Internat,RIS,0.095,0.082,0.082,,,,,,,,
Riviera Res,RVE,0.2,0.17,0.18,,,,,,,,
Royalco Res,RCO,0.495,0.48,0.48,,,,,,,,
Viking Ash,VKA,0.34,-,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AJ Lucas Grp,AJL,2.14,2.25,2.61,,,,,,,,
Arafura Pearls,APB,0.015,0.018,0.018,,,,,,,,
Brainz Instruments opt may11,BZIO,0.025,-,-,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.022,0.038,0.038,,,,,,,,
Eastland Medical opt may11,EMSO,0.006,0.016,0.016,,,,,,,,
Eneabba Gas Ltd,ENB,0.13,0.145,0.16,,,,,,,,
ERO Min Ltd,ERO,0.027,0.028,0.028,,,,,,,,
GPT Grp stp  d,GPTDA,2.78,-,-,,,,,,,,
Greencap Ltd,GCG,0.081,0.085,0.1,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.027,0.03,0.03,,,,,,,,
  opt mar12,NTUOB,0.027,0.028,0.033,,,,,,,,
Odin Energy Ltd,ODN,0.011,0.014,0.012,,,,,,,,
Rivercity Motorway stp,RCY,0.053,0.06,0.084,,,,,,,,
Runge Ltd,RUL,0.485,0.5,0.63,,,,,,,,
Sigma Pharmaceutical,SIP,0.34,0.365,0.41,,,,,,,,
Sovereign Metals opt jun10,SVMO,0.001,0.01,0.01,,,,,,,,
Stratatel Ltd,STE,0.048,0.052,0.052,,,,,,,,
Transfield Serv Infr stp,TSI,0.74,0.895,0.85,,,,,,,,
Uranium Explore,UXA,0.041,0.043,0.053,,,,,,,,
USCOM Ltd,UCM,0.455,0.48,0.49,,,,,,,,
Willmott Forests,WFL,0.29,0.3,0.34,,,,,,,,
