Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4614.9 at 16:34 25/2/2010  Report at 19:05 Thursday 25/2/2010. Processed 19:33 Thursday 25/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Acclaim Explore,AEX,0.026,0.006,0.006,,,,,,,,
Brainz Instruments,BZI,0.085,0.056,0.055,,,,,,,,
Carbine Res,CRB,0.17,0.15,0.15,,,,,,,,
Chandler Macleod,CMG,0.31,0.285,0.25,,,,,,,,
Cougar Energy,CXY,0.125,0.105,0.105,,,,,,,,
Discovery Metals,DML,0.73,0.665,0.71,,,,,,,,
Geopacific Res,GPR,0.076,0.065,0.07,,,,,,,,
Heartware Int Inc cdi 35:1,HIN,1.27,1.21,1.18,,,,,,,,
Hills Ind Ltd,HIL,2.6,2.43,2.19,,,,,,,,
IAG Finance (Nz) exch.note,IANG,101,99.8,100,,,,,,,,
Macq Radio,MRN,0.88,0.82,0.82,,,,,,,,
Macq Telecom Gp,MAQ,5.55,5.2,5.15,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.044,0.034,0.042,,,,,,,,
Navitas Ltd,NVT,5.1,4.72,4.59,,,,,,,,
Newport Min Ltd,NMN,0.25,0.22,0.22,,,,,,,,
Pro-Pac Packaging,PPG,0.32,0.29,0.28,,,,,,,,
REA Grp,REA,10.87,9.85,9.92,,,,,,,,
SMS Management,SMX,6.71,6.5,6.29,,,,,,,,
Snowball Grp,SNO,0.46,0.45,0.42,,,,,,,,
The Reject Shop,TRS,16.17,15.4,14.49,,,,,,,,
Transpacific Sps stepup pf,TPAPA,73,70,68.3,,,,,,,,
Uraniumsa Ltd,USA,0.315,0.215,0.255,,,,,,,,
Virax Hldgs,VHL,0.15,0.11,0.076,,,,,,,,
Warrnambool Cheese,WCB,4.4,4.06,3.65,,,,,,,,
Whinnen Res opt apr13,WWWO,0.03,0.015,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Arafura Pearls,APB,0.021,0.029,0.027,,,,,,,,
Beach Energy Ltd,BPT,0.69,0.72,0.83,,,,,,,,
Circadian Tech,CIR,0.55,0.57,0.65,,,,,,,,
Clean Seas Tuna,CSS,0.21,0.24,0.26,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.05,0.053,0.09,,,,,,,,
Devine Ltd,DVN,0.26,0.395,0.395,,,,,,,,
Dominion Min,DOM,2.54,2.74,2.96,,,,,,,,
Doray Min Ltd,DRM,0.15,0.16,-,,,,,,,,
Eromanga Hydro,ERH,0.092,0.096,0.11,,,,,,,,
Gateway Min,GML,0.05,0.055,0.06,,,,,,,,
Gunns Ltd,GNS,0.595,0.88,0.855,,,,,,,,
Imugene Ltd,IMU,0.05,0.053,0.07,,,,,,,,
Mantle Min Corp opt dec10,MNMOA,0.007,0.01,0.012,,,,,,,,
Marine Produce Aust,MPA,0.027,0.033,0.031,,,,,,,,
Marion Energy,MAE,0.064,0.068,0.11,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.016,0.02,0.028,,,,,,,,
Oilex Ltd,OEX,0.092,0.105,0.105,,,,,,,,
Orion Pet Ltd opt sep10,OIPO,0.002,0.003,0.004,,,,,,,,
Pro Medicus Ltd   ,PME,0.65,0.75,0.8,,,,,,,,
Promesa Ltd,PRA,0.067,0.085,0.08,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.009,0.012,0.013,,,,,,,,
Redbank Copper,RCP,0.007,0.009,0.01,,,,,,,,
Rubianna Res Ltd,RRE,0.18,0.19,0.195,,,,,,,,
Scotgold Res opt apr10,SGZO,0.005,0.007,0.01,,,,,,,,
Tassal Grp Ltd,TGR,1.61,1.74,1.75,,,,,,,,
Victorian Gold Mines,VGM,0.155,0.17,0.16,,,,,,,,
Winchester Res,WCR,0.165,0.2,0.2,,,,,,,,
