ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4911.6 at 2011-01-18T16:38:50. Report at Tuesday, January 18, 2011. Processed Wednesday at 2011-01-19T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
A-Cap Res,ACB,.73,.68,.615,,
Altera Res opt feb12,AEAO,.40,.345,.35,,
Asia Liver Trans,AJJ,.12,.11,.11,,
Aspire Min,AKM,.825,.645,.525,,
Aston Res Ltd,AZT,8.88,8.75,8.79,,
Atomic Res opt aug11,ATQO,.275,.26,.21,,
Attila Res Ltd,AYA,.73,.63,.50,,
Aura Energy,AEE,.505,.47,.38,,
Aurora Oil & Gas,AUT,2.75,2.66,2.31,,
Aust Leaders,ALF,1.255,1.24,1.16,,
Aust Mines opt jun13,AUZO,.017,.006,.006,,
Aviva Corp,AVA,.255,.225,.235,,
Bannerman Res,BMN,.82,.78,.72,,
Bathurst Res,BTU,.98,.91,.76,,
Blina Diamonds,BDI,.024,.017,.017,,
Brumby Res,BMY,.325,.32,.265,,
  opt sep11,BMYOA,.235,.215,.17,,
Burleson Energy opt sep13,BUROA,.04,.038,.028,,
C @ Limited,CEO,.048,.035,.029,,
  opt apr12,CEOO,.037,.025,.018,,
Cape Lambert Res,CFE,.56,.555,.505,,
Carabella Res Ltd,CLR,1.66,1.45,1.35,,
Cardno,CDD,6.24,6.00,5.62,,
Charter Hall Office unt,CQO,3.17,3.12,2.94,,
CMI,CMI,.88,.82,.78,,
  pref.cl.a,CMIPC,.54,.52,.52,,
Coalworks,CWK,1.00,.94,.90,,
C'wlth Bank  of Aust bonddec15,CBAHA,100.45,100.20,100.08,,
CPI Grp,CPI,.445,.34,.335,,
Credit Corp Grp,CCP,4.36,4.06,4.17,,
Elemental Min,ELM,1.545,1.37,1.375,,
  opt jan12,ELMO,1.25,1.05,.99,,
Elementos,ELT,.465,.39,.37,,
Emerging Leaders,ELI,1.00,.95,.90,,
Energio Ltd,EIO,.027,.026,.011,,
Envestra,ENV,.565,.55,.53,,
ETFS Metals etfs pd,ETPMPD,81.50,80.72,78.61,,
First Aust Res,FAR,.12,.105,.088,,
Fleetwood Corp,FWD,13.49,13.22,13.20,,
Flinders Mines,FMS,.195,.165,.16,,
Fortescue Metals Grp,FMG,7.27,6.85,6.89,,
Galaxy Res,GXY,1.81,1.805,1.485,,
Generator Income gennote2,GINHA,91.00,90.50,90.50,,
Genesis Min,GMD,.38,.22,.235,,
Gloucester Coal,GCL,13.59,13.13,12.35,,
Hawkley Oil And Gas,HOG,.48,.45,.385,,
Helicon Grp,HCG,.058,.055,.044,,
Hunnu Coal,HUN,1.45,1.365,1.395,,
IMF (Aust) 10.25% cn,IMFG,1.785,1.78,1.75,,
IMX Res,IXR,.75,.685,.71,,
iShares S&P Asia 50 cdi,IAA,48.93,48.82,47.14,,
iShares S&P Mcap 400 cdi,IJH,93.77,92.95,91.74,,
iShares S&P Mcap 600 cdi,IJR,71.12,70.50,70.36,,
Latin Res Ltd opt mar13,LRSO,.026,.02,-,,
Liberty Resources,LBY,.125,.078,.065,,
  opt jun13,LBYO,.053,.02,-,,
Logicamms,LCM,1.615,1.61,1.28,,
Marion Energy opt dec12,MAEOA,.015,.008,.012,,
Matrix C & E,MCE,7.18,7.05,6.99,,
Mermaid Marine,MRM,3.15,3.05,3.07,,
Mesbon China Nylon,MES,.195,.18,.155,,
Metminco,MNC,.47,.45,.425,,
  opt dec12,MNCO,.265,.25,.24,,
Neon Energy,NEN,.21,.165,.15,,
Nyota Minerals,NYO,.48,.47,.47,,
Oakajee Corp,OKJ,.31,.29,.26,,
Papillon Res Ltd,PIR,.69,.645,.66,,
Pioneer Res,PIO,.06,.057,.05,,
Pluton Res,PLV,1.34,1.19,1.14,,
Range Res opt dec11,RRSO,.097,.085,.07,,
Red Emperor Res,RMP,.23,.225,.16,,
Resolute Min,RSG,1.535,1.515,1.46,,
"Reva Medical, Inc cdi",RVA,1.30,1.21,1.25,,
RMG,RMG,.017,.014,.013,,
