Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4389.4 at 16:37 26/8/2010  Report at 19:05 Thursday 26/8/2010. Processed 19:28 Thursday 26/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Managed unt,AYT,1.465,1.45,1.45,,,,,,,,
Aevum Ltd,AVE,1.77,1.675,1.115,,,,,,,,
Ainsworth Game Tech 10% cn11,AGIG,0.98,0.93,0.9,,,,,,,,
Bendigo & Adelaide pref,BENPC,93.2,92.2,92,,,,,,,,
Blackmores Ltd,BKL,24.92,24.55,23.48,,,,,,,,
Breville Grp Ltd,BRG,2.47,2.18,2.22,,,,,,,,
Eldorado Gold cdi,EAU,21.49,20.76,21.2,,,,,,,,
ETFS Metals etfs ag,ETPMAG,25.47,20.56,22.18,,,,,,,,
Gale Pacific Ltd,GAP,0.21,0.19,0.18,,,,,,,,
Global Prop,GPB,1.5,0.95,0.26,,,,,,,,
Globe Intl,GLB,0.75,0.7,0.62,,,,,,,,
GPT Grp stp,GPT,3.08,2.95,3.01,,,,,,,,
Heritage Bld Soc 10%3mth19,HBSHA,109,108,107.5,,,,,,,,
Lihir Gold Ltd,LGL,4.49,4.46,4.38,,,,,,,,
Macq Telecom Gp,MAQ,5.96,5.65,5.35,,,,,,,,
Perseus Min Ltd,PRU,2.9,2.71,2.4,,,,,,,,
Ramelius Res,RMS,0.69,0.525,0.447,,,,,,,,
Richmond Min,RHM,0.35,0.275,0.235,,,,,,,,
Sierra Min,SRM,0.16,0.14,0.15,,,,,,,,
Waterco Ltd,WAT,1.1,1.06,1.03,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Anaeco Ltd,ANQ,0.14,0.155,0.15,,,,,,,,
Aphrodite Gold,AQQ,0.115,0.12,0.12,,,,,,,,
Arturus Capital,AKW,0.042,0.076,0.096,,,,,,,,
Atcor Medical,ACG,0.105,0.115,0.11,,,,,,,,
Aust Ethical,AEF,19,21,20,,,,,,,,
Benitec Ltd,BLT,0.023,0.026,0.027,,,,,,,,
Billabong Intl,BBG,7.31,7.74,8.28,,,,,,,,
Bone Medical Ltd,BNE,0.06,0.065,0.08,,,,,,,,
Brickworks Ltd,BKW,11.03,11.16,11.76,,,,,,,,
Challenger Infra stp,CIF,1.255,1.285,1.28,,,,,,,,
Copper Range Ltd,CRJ,0.013,0.017,0.02,,,,,,,,
Customers Ltd,CUS,2.12,2.65,2.44,,,,,,,,
Djerriwarrh Invest,DJW,3.77,3.82,3.87,,,,,,,,
Eagle Nickel Ltd opt jul12,ENLO,0.001,0.008,0.008,,,,,,,,
Erongo Energy opt jun13,ERNO,0.015,0.02,0.028,,,,,,,,
Extract Res,EXT,6.03,6.5,6.29,,,,,,,,
Global Resource,GRF,1.55,1.59,1.58,,,,,,,,
Gulf Mines Ltd,GLM,0.016,0.018,0.02,,,,,,,,
Healthlinx Ltd,HTX,0.063,0.068,0.084,,,,,,,,
Hill End Gold,HEG,0.075,0.086,0.087,,,,,,,,
Holista Colltech,HCT,0.07,0.081,0.093,,,,,,,,
Image Res NL,IMA,0.38,0.405,0.415,,,,,,,,
Infigen Energy stp,IFN,0.625,0.7,0.72,,,,,,,,
Infomedia Ltd,IFM,0.23,0.235,0.245,,,,,,,,
MCM Entertainment Gr,MEG,0.1,0.155,0.16,,,,,,,,
Mirabela Nickel,MBN,1.665,1.8,1.955,,,,,,,,
NZ Oil & Gas ,NZO,0.92,0.94,0.96,,,,,,,,
Northern Min,NMI,0.05,0.06,0.07,,,,,,,,
Papyrus Aust,PPY,0.2,0.22,0.23,,,,,,,,
Phylogica Ltd,PYC,0.06,0.068,0.07,,,,,,,,
Proto Resource & opt dec13,PRWOA,0.002,0.005,0.003,,,,,,,,
Sims Metal Mgmt,SGM,15.38,16.43,15.72,,,,,,,,
Strike Res,SRK,0.45,0.51,0.49,,,,,,,,
"""Sunshine Heart, cdi",SHC,0.024,0.026,0.028,"""",,,,,,,
Transfield Services,TSE,2.87,3.13,3.01,,,,,,,,
Vector Res Ltd,VEC,0.05,0.058,0.052,,,,,,,,
Viking Ash,VKA,0.18,0.19,0.195,,,,,,,,
Webster Ltd,WBA,0.33,0.34,0.34,,,,,,,,
Wotif Com Hldgs,WTF,4.07,4.92,5.09,,,,,,,,
