ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4153.2 at 2011-09-15T16:36:42. Report at Thursday, September 15, 2011. Processed Friday at 2011-09-16T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Beach Energy,BPT,1.25,1.21,1.08,,
Eumundi Grp,EBG,.06,.055,.053,,
Macquarie Winton ord unt,MWG,1.495,1.45,1.45,,
Navarre Minerals,NML,.55,.50,.355,,
Red Mountain Mining,RMX,.245,.21,-,,
Sigma Pharmaceutical,SIP,.66,.54,.53,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
All 200 Fin-x-A-REIT etf unt,FIX,4.43,4.60,4.52,,
Argonaut Res,ARE,.057,.058,.058,,
Asian Masters Fund,AUF,.88,.90,.90,,
AusNiCo,ANW,.05,.06,.052,,
Austofix Grp,AYX,.28,.325,.325,,
Berkeley Res,BKY,.305,.34,.34,,
Billabong Int'l,BBG,3.12,3.34,3.28,,
CBD Energy,CBD,.094,.098,.098,,
Cell Aquaculture,CAQ,.04,.05,.05,,
Centura Capital,CNI,.48,.51,.505,,
Cochlear,COH,49.01,70.61,63.05,,
Continental Coal,CCC,.255,.275,.26,,
Convergent Min opt sep11,CVGOA,.001,.002,.01,,
Digislide Hldgs,DGI,.03,.034,.033,,
Diploma Grp,DGX,.074,.076,.09,,
Drill Torque,DTQ,.18,.19,.21,,
Emergent Res,EMG,.034,.067,.06,,
Gloucester Coal,GCL,7.12,7.92,7.79,,
Heartware Int'l cdi,HIN,1.505,1.605,1.51,,
Hill End Gold,HEG,.037,.043,.039,,
IRESS Market Tech,IRE,7.06,7.71,7.25,,
iShares S&P Asia 50 cdi,IAA,36.89,37.96,37.30,,
Jumbuck Entertain,JMB,.084,.09,.10,,
Kresta Hldgs,KRS,.205,.26,.25,,
L&M Energy,LME,.082,.085,.088,,
Latin Gold,LAT,.017,.018,.024,,
Leighton Hldgs,LEI,16.79,17.50,16.95,,
Lonrho Mining,LOM,.014,.016,.015,,
Macquarie Grp,MQG,20.90,22.75,21.25,,
Malachite Res rts28sepd,MARR,.005,-,-,,
Marion Energy,MAE,.005,.008,.008,,
Metminco opt dec12,MNCO,.08,.085,.085,,
Millennium Min opt feb13,MOYOA,.001,.004,.004,,
OneSteel,OST,1.255,1.36,1.285,,
Paladin Energy,PDN,1.535,1.785,1.91,,
PanAust,PNA,3.09,3.28,3.15,,
Panax Geothermal,PAX,.017,.019,.018,,
PaperlinX,PPX,.087,.097,.10,,
Pepinnini Minerals,PNN,.08,.09,.085,,
Primary Health Care bondsep15,PRYHA,90.00,92.60,90.51,,
Ram Resources,RMR,.008,.01,.009,,
Red River Res,RVR,.06,.07,.068,,
Renaissance Min,RNS,.195,.21,.205,,
Rex Minerals,RXM,1.58,1.66,1.60,,
Select Harvests,SHV,1.29,1.38,1.40,,
Specialty Fashion,SFH,.48,.545,.60,,
Stanmore Coal,SMR,.815,.86,.82,,
Sthn Cross Media,SXL,1.035,1.125,1.085,,
Strategic Elements,SOR,.105,.11,.115,,
Tabcorp Hldgs,TAH,2.56,2.59,2.74,,
ThinkSmart,TSM,.45,.495,.47,,
Thundelarra Explore,THX,.22,.26,.24,,
Transfield Services,TSE,1.99,2.24,2.03,,
UXA Resources,UXA,.014,.015,.014,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
