Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:05 Friday 30/7/2010. Processed 20:33 Friday 30/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.029,0.02,0.021,,,,,,,,
Argent Min,ARD,0.24,0.2,0.17,,,,,,,,
Astivita Renewables,AIR,1.165,1,1,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.09,0.045,0.045,,,,,,,,
Aust Foundation new,AFIN,4.75,4.6,4.68,,,,,,,,
Bathurst Res,BTU,0.255,0.21,0.205,,,,,,,,
Bougainville Copper,BOC,0.87,0.75,0.78,,,,,,,,
Ferrowest Ltd opt jun12,FWLOA,0.013,-,-,,,,,,,,
FFI Hldgs,FFI,5.4,5.13,4.5,,,,,,,,
Hastings Divers stp,HDF,1.4,1.33,1.355,,,,,,,,
Healthscope Ltd,HSP,6.05,6.01,5.62,,,,,,,,
Horseshoe Metals,HOR,0.28,-,-,,,,,,,,
Magellan Fin Grp,MFG,1.19,1.145,1.16,,,,,,,,
McMillan Shakespeare,MMS,5.48,5.22,5,,,,,,,,
Mitchell Comms,MCU,1.24,1.005,0.97,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.075,0.065,-,,,,,,,,
Oohmedia Grp Ltd,OOH,0.205,0.19,0.165,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.069,0.063,0.035,,,,,,,,
Redstone Res,RDS,0.275,0.235,0.265,,,,,,,,
Resource And Invest,RNI,0.51,0.345,0.225,,,,,,,,
Richfield Internat,RIS,0.1,0.095,0.095,,,,,,,,
Ross Human Direction,RHD,0.605,0.6,0.455,,,,,,,,
Seymour Whyte Ltd,SWL,1.165,1.12,1.11,,,,,,,,
Thorn Grp Ltd,TGA,1.345,1.33,1.28,,,,,,,,
Venus Metals Cor opt jul11,VMCO,0.42,0.3,0.35,,,,,,,,
Viagold Capital,VIA,0.95,0.9,0.45,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.045,0.02,0.025,,,,,,,,
Webfirm Grp Ltd,WFM,0.16,0.155,0.085,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Adelaide Energy,ADE,0.08,0.088,0.085,,,,,,,,
Aristocrat Leisure,ALL,3.34,3.39,3.55,,,,,,,,
Cabcharge Aust,CAB,4.35,4.41,4.96,,,,,,,,
Enerji Ltd,ERJ,0.025,0.026,0.031,,,,,,,,
India Equities Fund opt aug10,INEO,0.042,0.16,0.175,,,,,,,,
iShares Glb Health,IXJ,51.6,52.16,53.05,,,,,,,,
Mundo Min,MUN,0.086,0.087,0.1,,,,,,,,
Mutiny Gold Ltd opt jun11,MYGO,0.005,0.01,0.01,,,,,,,,
Nullarbor Hldgs,NLB,0.27,0.39,0.33,,,,,,,,
OM Hldgs Ltd,OMH,1.405,1.48,1.455,,,,,,,,
Panax Geothermal,PAX,0.045,0.05,0.076,,,,,,,,
Papyrus Aust,PPY,0.23,0.3,0.25,,,,,,,,
Programmed Maint,PRG,1.9,2.54,2.41,,,,,,,,
Sthn Gold,SAU,0.069,0.075,0.078,,,,,,,,
