Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4687.8 at 16:47 15/12/2009  Report at 19:05 Tuesday 15/12/2009. Processed 19:11 Tuesday 15/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Amcom Telecomm,AMM,0.275,0.27,0.25,,,,,,,,
  opt dec09,AMMO,0.09,0.085,0.067,,,,,,,,
Amcor Ltd,AMC,6.29,6.19,6.05,,,,,,,,
AP Eagers Ltd,APE,11.82,10.85,11.65,,,,,,,,
Atlantic Gold NL ctg,ATVCD,0.03,0.023,0.023,,,,,,,,
Austofix Grp Ltd,AYX,1.2,1.15,1,,,,,,,,
Beadell Resource,BDR,0.32,0.26,0.185,,,,,,,,
Carsales Com Ltd,CRZ,5.02,4.96,4.65,,,,,,,,
Cash Convert ord/div   ,CCV,0.7,0.68,0.615,,,,,,,,
Chandler Macleod,CMG,0.23,0.205,0.2,,,,,,,,
Charter Hall Grp forus,CHC,0.69,0.625,0.65,,,,,,,,
Coca-Cola Amatil,CCL,11.5,11.17,10.76,,,,,,,,
Computronics,CPS,0.03,0.028,0.025,,,,,,,,
Credit Corp Grp,CCP,2.85,2.7,2.82,,,,,,,,
CVC Ltd,CVC,0.81,0.8,0.8,,,,,,,,
Global Construct,GCS,1.065,1.05,0.98,,,,,,,,
IMX Res Ltd,IXR,0.42,0.405,0.4,,,,,,,,
Lend Lease Primelife stpld,LLP,0.35,0.345,0.305,,,,,,,,
Lincoln Min,LML,0.42,0.4,0.35,,,,,,,,
Macq Winton ord unt,MWG,1.28,1.25,1.25,,,,,,,,
McPherson's Ltd,MCP,3.38,3.16,3.36,,,,,,,,
News Corp b voting,NWS,16.66,16.29,16.16,,,,,,,,
Northern Min,NMI,0.29,0.285,0.28,,,,,,,,
NRW Hldgs Ltd,NWH,1.985,1.94,1.9,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,52.5,51.75,48,,,,,,,,
REA Grp,REA,9,8.65,8.73,,,,,,,,
Terrain Min,TMX,0.105,0.092,0.1,,,,,,,,
Western Uranium,WTN,0.785,0.545,0.38,,,,,,,,
  opt jun10,WTNO,0.56,0.335,0.17,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Acuvax Ltd,ACU,0.012,0.016,0.017,,,,,,,,
Apex Min NL,AXM,0.035,0.037,0.039,,,,,,,,
Ethan Min Ltd,ETH,0.16,0.165,-,,,,,,,,
Exoma Energy Ltd opt sep12,EXEOA,0.08,0.1,0.1,,,,,,,,
Golden Gate Pet,GGP,0.033,0.035,0.036,,,,,,,,
Golden State Res opt nov10,GDNOA,0.004,0.006,0.005,,,,,,,,
Goldminex Res,GMX,0.51,0.6,0.6,,,,,,,,
Luiri Gold Ltd cdi 1:1,LGM,0.33,0.34,0.365,,,,,,,,
Marion Energy,MAE,0.11,0.12,0.115,,,,,,,,
Phosphagenics Ltd,POH,0.05,0.07,0.072,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.235,0.28,-,,,,,,,,
Viterra Inc cdi 1:1,VTA,9.89,9.94,10.26,,,,,,,,
Washington Res opt dec13,WRLO,0.014,0.016,0.015,,,,,,,,
