ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4952.3 at 2011-04-28T16:37:28. Report at Thursday, April 28, 2011. Processed Friday at 2011-04-29T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
ABM Res,ABU,.052,.049,.042,,
Acrux,ACR,3.55,3.40,3.182,,
Aditya Birla,ABY,1.89,1.675,1.475,,
Alinta Energy Grp,AEJ,7.35,6.80,.10,,
Amex Res,AXZ,.75,.72,.51,,
Argent Minerals,ARD,.27,.205,.17,,
  optjun11,ARDO,.06,.035,.035,,
Aust Unity Ltd frn apr16,AYUHA,103.00,102.50,-,,
Bandanna Energy,BND,2.32,2.25,1.95,,
Bendigo & Adelaide bondmar14,BENHA,101.00,100.06,100.50,,
Cellnet Grp,CLT,.38,.36,.355,,
Charter Hall Off REIT unt,CQO,3.59,3.48,3.35,,
DEXUS Rents Tr rents,DXRPA,95.00,94.10,94.65,,
ETFS Physical Silver,ETPMAG,44.85,44.49,37.49,,
Generator Income gennote2,GINHA,95.00,94.40,93.50,,
Genetic Tech,GTG,.165,.105,.098,,
Gold One Int'l opt oct12,GDOO,.19,.17,.12,,
Gold Road Res,GOR,.82,.73,.50,,
  opt jun11,GORO,.72,.63,.40,,
Goodman Plus Tr stepup pf,GMPPA,83.00,82.50,76.50,,
GrainCorp,GNC,8.20,8.06,7.80,,
Ideas Int'l,IDE,.905,.90,.90,,
Multiplex Sites sites,MXUPA,87.96,82.83,81.88,,
Rabinov Prop Tr unt,RBV,.87,.86,.70,,
Regis Res opt apr12,RRLOA,.75,.50,.40,,
Resource & Invest,RNI,1.58,1.37,1.275,,
RHG,RHG,1.30,1.085,1.095,,
Spdr 200 Financials etf unt,OZF,15.25,15.10,-,,
Spitfire Res,SPI,.205,.15,.11,,
Sultan Corp,SSC,.041,.031,.035,,
Supply Net,SNL,.56,.52,.515,,
Tribune Res,TBR,3.05,3.00,2.45,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Alliance Res,AGS,.245,.25,.275,,
Becton Property stp,BEC,.017,.02,.038,,
Benitec rts05mayd,BLTRA,.002,.007,-,,
Betashares Us Dollar etf unt,USD,9.15,9.30,9.68,,
Billabong Int'l,BBG,6.74,6.79,7.27,,
BlueScope Steel,BSL,1.82,1.89,1.83,,
Bone Medical,BNE,.021,.03,.03,,
Bowen Energy,BWN,.034,.036,.049,,
Carnarvon Pet,CVN,.26,.285,.31,,
Clean TeQ Hldgs,CLQ,.032,.033,.035,,
CSR,CSR,2.99,3.08,3.12,,
eBet,EBT,.053,.058,.06,,
Energy Res,ERA,5.60,6.01,6.76,,
Exoma Energy,EXE,.165,.175,.18,,
Goodman Fielder,GFF,1.02,1.19,1.06,,
Groote Res,GOT,.25,.255,.27,,
Harvey Norman,HVN,2.71,2.78,2.75,,
Hastie Grp,HST,.18,.23,.925,,
HealthLinx opt dec13,HTXOA,.012,.015,.02,,
IDT Aust,IDT,.43,.475,.50,,
Iron Ore Hldgs rts 03may,IOHR,.01,.056,-,,
Ishine Int Res,ISH,.17,.26,.27,,
Konekt,KKT,.06,.061,.10,,
Laconia Res,LCR,.068,.07,.07,,
Lawson Gold,LSN,.17,.18,.175,,
Lemarne Corp,LMC,3.72,3.79,3.81,,
Mayan Iron Corp opt nov13,MYNO,.012,.02,.025,,
Mincor Res,MCR,1.225,1.23,1.275,,
Navarre Minerals,NML,.125,.14,.19,,
Nyota Minerals,NYO,.20,.25,.23,,
Oakland Res,OKL,.185,.215,.24,,
OneSteel,OST,2.15,2.25,2.26,,
Orion Equities,OEQ,.35,.36,.40,,
PaperlinX,PPX,.29,.32,.32,,
Probiotec,PBP,.445,.465,.57,,
Q Technology,QTG,.04,.042,.041,,
United Uranium opt jun12,UULOA,.013,.016,.045,,
VMoto,VMT,.021,.025,.037,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
