Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4743.1 at 16:35 25/1/2010  Report at 19:05 Monday 25/1/2010. Processed 19:25 Monday 25/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.09,100.05,99.98,,,,,,,,
Artemis Res opt jun11,ARVOB,0.05,0.045,0.04,,,,,,,,
Asian Masters Fund,AUF,1.06,1.05,1.01,,,,,,,,
Brisconnection def x ppd,BCS,1.4,1.3,-,,,,,,,,
Chapmans Ltd,CHP,0.022,0.02,0.021,,,,,,,,
CMI Ltd,CMI,0.72,0.7,0.66,,,,,,,,
Computronics,CPS,0.05,0.049,0.035,,,,,,,,
Dourado Res Ltd,DUO,0.28,0.26,0.235,,,,,,,,
  opt nov14,DUOO,0.089,0.069,0.07,,,,,,,,
Fall River Res cdi,FRV,0.025,0.01,0.01,,,,,,,,
Hansen Tech,HSN,0.69,0.68,0.68,,,,,,,,
Ironclad Min,IFE,1.445,1.4,0.8,,,,,,,,
Magnetic Res ctg,MAUCA,0.32,0.3,-,,,,,,,,
Matsa Res,MAT,0.435,0.4,0.35,,,,,,,,
Nick Scali Ltd,NCK,1.52,1.49,1.36,,,,,,,,
OBJ Ltd,OBJ,0.067,0.054,0.032,,,,,,,,
  opt dec10,OBJO,0.054,0.043,0.02,,,,,,,,
Orocobre Ltd,ORE,2.25,2.15,1.3,,,,,,,,
Orotongrp Ltd,ORL,6.54,6.39,6.4,,,,,,,,
Otto Energy Ltd,OEL,0.11,0.097,0.07,,,,,,,,
Unilife Corp def,UNS,1.58,1.345,-,,,,,,,,
Venus Res,VNS,1,0.64,0.52,,,,,,,,
  opt jul11,VNSO,0.3,0.15,0.1,,,,,,,,
Zimplats Hldgs,ZIM,12.6,12.55,11.6,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aurora Sandringham ,AOD,1.035,1.04,1.045,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.01,0.013,0.013,,,,,,,,
Brisconnection def x ppd,BCS,1.2,1.3,-,,,,,,,,
Esperance,ESM,0.087,0.1,-,,,,,,,,
Forest Enterprises,FEA,0.064,0.065,0.066,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.71,0.8,-,,,,,,,,
Oilex Ltd,OEX,0.135,0.15,0.155,,,,,,,,
Rubianna Res Ltd,RRE,0.195,0.21,0.225,,,,,,,,
Sinovus Min Ltd,SNV,0.031,0.036,0.04,,,,,,,,
Sun Res NL 12%  cn11,SURG,0.45,0.55,0.55,,,,,,,,
