Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4799.4 at 16:36 15/3/2010  Report at 19:05 Monday 15/3/2010. Processed 19:08 Monday 15/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Andean Res Ltd,AND,2.87,2.77,2.64,,,,,,,,
Arrow Energy,AOE,5.29,5.2,3.98,,,,,,,,
ASG Grp Ltd,ASZ,1.38,1.27,1.285,,,,,,,,
Carnavale Res,CAV,0.3,0.23,0.232,,,,,,,,
  opt feb13,CAVO,0.1,0.065,-,,,,,,,,
Decmil Grp Ltd,DCG,1.635,1.6,1.55,,,,,,,,
Doray Min Ltd,DRM,0.205,0.185,0.2,,,,,,,,
Echo Res,EAR,0.065,0.061,0.045,,,,,,,,
FerrAus Ltd,FRS,1.15,1.1,0.81,,,,,,,,
Gladiator Res,GLA,0.41,0.4,0.245,,,,,,,,
Glengarry Res,GGY,0.078,0.074,0.06,,,,,,,,
Golden Tiger Min,GTX,0.037,0.034,0.033,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.28,1.23,1.27,,,,,,,,
IAG Finance (Nz) exch.note,IANG,101.2,101,101.1,,,,,,,,
iiNet Ltd,IIN,2.41,2.35,2.29,,,,,,,,
IPGA Ltd,IPP,0.32,0.305,0.156,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.041,0.04,0.015,,,,,,,,
M2 Telecommun,MTU,1.95,1.88,1.7,,,,,,,,
Magellan Fin Grp,MFG,0.975,0.95,0.91,,,,,,,,
Magellan Pet cdi,MGN,2.25,2.05,1.5,,,,,,,,
Mantra Res,MRU,5.89,5.87,5.75,,,,,,,,
Matrix C & E Ltd,MCE,2.3,2.2,2,,,,,,,,
Mesa Min Ltd,MAS,0.078,0.072,0.06,,,,,,,,
Monadelphous Grp,MND,15.34,15.18,14.86,,,,,,,,
Monax Min Ltd,MOX,0.14,0.135,0.098,,,,,,,,
  opt nov11,MOXO,0.07,0.069,0.044,,,,,,,,
Mooter Media Ltd,MMZ,0.024,0.022,0.019,,,,,,,,
Nick Scali Ltd,NCK,1.75,1.68,1.58,,,,,,,,
Orocobre Ltd,ORE,2.45,2.41,2.04,,,,,,,,
REA Grp,REA,11.27,11.05,10.87,,,,,,,,
Redcape Prop Grp stp,RPF,0.445,0.425,0.31,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.68,6.66,6.55,,,,,,,,
Scott Corp,SCC,0.345,0.34,0.32,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.32,0.3,0.3,,,,,,,,
Syndicated Metals opt dec11,SMDO,0.025,0.02,-,,,,,,,,
Ten Network Hldgs,TEN,1.89,1.85,1.875,,,,,,,,
Webjet Ltd,WEB,2.7,2.59,2.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Admiralty Res,ADY,0.009,0.01,0.011,,,,,,,,
Altera Res Ltd opt jan12,AEAO,0.06,0.065,-,,,,,,,,
Bremer Park Ltd 7% cn10,BPKG,0.12,0.13,0.13,,,,,,,,
Eumundi Grp Ltd,EBG,0.05,0.055,0.065,,,,,,,,
Geodynamics Ltd,GDY,0.575,0.605,0.68,,,,,,,,
Goldminex Res,GMX,0.235,0.25,0.3,,,,,,,,
iSOFT Group Ltd,ISF,0.47,0.49,0.515,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.026,0.029,0.03,,,,,,,,
Nomad Bld,NOD,0.205,0.24,0.24,,,,,,,,
Redflex Hldgs,RDF,1.52,1.62,1.88,,,,,,,,
Resource Star Ltd,RSL,0.09,0.12,-,,,,,,,,
Reverse Corp Ltd,REF,0.16,0.165,0.265,,,,,,,,
Sterling Biofuels,SBI,0.033,0.045,0.045,,,,,,,,
Tassal Grp Ltd,TGR,1.55,1.58,1.61,,,,,,,,
Thomas & Coffey,THO,0.44,0.47,0.445,,,,,,,,
Uran Ltd opt jul12,URAOA,0.006,0.008,0.01,,,,,,,,
Viridis Clean stp,VIR,0.14,0.15,0.155,,,,,,,,
