Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4536.2 at 16:38 29/7/2010  Report at 19:05 Thursday 29/7/2010. Processed 19:15 Thursday 29/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ANZ Banking Grp pref,ANZPA,104.3,103.35,102,,,,,,,,
Atomic Res,ATQ,0.27,0.26,0.185,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.078,0.045,0.045,,,,,,,,
Aust Foundation new,AFIN,4.7,4.6,4.68,,,,,,,,
Bathurst Res,BTU,0.25,0.21,0.205,,,,,,,,
Guildford Coal,GUF,0.245,0.215,-,,,,,,,,
Headline Grp Ltd,HLD,0.395,0.345,0.315,,,,,,,,
Healthscope Ltd,HSP,6.04,6.01,5.62,,,,,,,,
Linq Res Fund unt,LRF,0.775,0.705,0.695,,,,,,,,
McMillan Shakespeare,MMS,5.34,5.22,5,,,,,,,,
Pacrim Energy opt dec11,PREO,0.004,0.002,-,,,,,,,,
Peters MacGregor,PET,0.78,0.68,0.68,,,,,,,,
Reckon Ltd,RKN,2.15,2.07,2.09,,,,,,,,
Resource And Invest,RNI,0.49,0.345,0.225,,,,,,,,
Silver Chef Ltd,SIV,3.07,2.58,2.43,,,,,,,,
Talga Gold Ltd,TLG,0.25,0.23,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aruma Res Ltd,AAJ,0.16,0.17,-,,,,,,,,
Biotech Capital,BTC,0.145,0.15,0.18,,,,,,,,
Buru Energy opt oct10,BRUO,0.003,0.005,0.007,,,,,,,,
Holista Colltech,HCT,0.093,0.1,0.115,,,,,,,,
Icon Res Ltd,III,0.065,0.07,0.075,,,,,,,,
Island Sky Aust,ISK,0.025,0.028,0.03,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.001,0.002,0.002,,,,,,,,
Luiri Gold Ltd cdi,LGM,0.08,0.2,0.16,,,,,,,,
Mamba Min,MAB,0.01,0.018,0.018,,,,,,,,
Marion Energy,MAE,0.019,0.022,0.022,,,,,,,,
OM Hldgs Ltd,OMH,1.415,1.48,1.455,,,,,,,,
Panax Geothermal,PAX,0.046,0.05,0.076,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.005,0.01,0.008,,,,,,,,
Shree Min Ltd,SHH,0.095,0.1,0.1,,,,,,,,
Tanami Gold NL,TAM,0.018,0.019,0.03,,,,,,,,
  rts 04aug,TAMR,0.001,0.005,-,,,,,,,,
West Wits Min Ltd,WWI,0.045,0.05,0.051,,,,,,,,
Wild Acre Metals,WAC,0.16,0.17,0.17,,,,,,,,
