Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4350.7 at 16:37 7/6/2010  Report at 19:05 Monday 7/6/2010. Processed 19:37 Monday 7/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ecsi Ltd,ECS,0.02,0.019,0.018,,,,,,,,
ETFS Metals etfs gold,GOLD,146.7,144.2,143.9,,,,,,,,
ResMed Inc cdi,RMD,7.97,7.84,7.82,,,,,,,,
Riviera Res opt dec14,RVEO,0.1,0.075,0.075,,,,,,,,
Royalco Res,RCO,0.56,0.52,0.55,,,,,,,,
Silver Lake Resource,SLR,1.86,1.75,1.44,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Advance Energy,AVD,0.013,0.015,0.025,,,,,,,,
Alliance Res,AGS,0.315,0.325,0.33,,,,,,,,
Allied Brands Ltd,ABQ,0.063,0.065,0.071,,,,,,,,
Antisense Therapeutic,ANP,0.013,0.014,0.014,,,,,,,,
ASX Ltd,ASX,29.24,30,30.7,,,,,,,,
Ausamerican Min,AIW,0.034,0.038,0.045,,,,,,,,
Ausenco Ltd,AAX,1.89,1.96,2.16,,,,,,,,
Aust Foundation new,AFIN,4.51,4.62,-,,,,,,,,
Aust Min Min opt oct11,AKAO,0.015,0.04,0.02,,,,,,,,
Blue Energy Ltd,BUL,0.145,0.15,0.155,,,,,,,,
Buderim Ginger,BUG,0.25,0.27,0.26,,,,,,,,
Cellestis Ltd,CST,2.58,2.66,2.65,,,,,,,,
CI Res Ltd,CII,0.69,0.75,0.78,,,,,,,,
Comet Res,CRL,0.038,0.04,0.052,,,,,,,,
Comet Ridge Ltd,COI,0.18,0.185,0.19,,,,,,,,
Crane Grp Ltd,CRG,8.27,8.52,8.45,,,,,,,,
De Grey Min,DEG,0.023,0.024,0.027,,,,,,,,
Diatreme Res,DRX,0.057,0.065,0.06,,,,,,,,
Emerald Oil & Gas,EMR,0.022,0.024,0.024,,,,,,,,
Fantastic Hldgs,FAN,2.24,2.42,2.36,,,,,,,,
Forte Energy NL,FTE,0.1,0.105,0.11,,,,,,,,
Goldminex Res,GMX,0.2,0.205,0.215,,,,,,,,
Gowing Bros Ltd,GOW,2.3,2.35,2.32,,,,,,,,
Hawthorn Res,HAW,0.005,0.006,0.006,,,,,,,,
Hydromet Corp Ltd,HMC,0.025,0.031,0.031,,,,,,,,
Image Res NL,IMA,0.43,0.495,0.505,,,,,,,,
iSOFT Group Ltd,ISF,0.31,0.325,0.465,,,,,,,,
Jameson Res,JAL,0.041,0.045,0.044,,,,,,,,
Lodestone Energy,LOD,0.078,0.09,0.08,,,,,,,,
Luminus Systems,LSL,0.01,0.012,0.012,,,,,,,,
Medical Aus Ltd,MLA,0.016,0.02,0.019,,,,,,,,
Minotaur Explore,MEP,0.175,0.18,0.18,,,,,,,,
Mintails Ltd,MLI,0.016,0.017,0.019,,,,,,,,
Neptune Marine,NMS,0.19,0.2,0.235,,,,,,,,
Nimrodel Res,NMR,0.03,0.035,0.035,,,,,,,,
Nomad Bld,NOD,0.1,0.105,0.15,,,,,,,,
Nufarm Ltd,NUF,5.56,5.84,5.63,,,,,,,,
Petratherm Ltd,PTR,0.155,0.165,0.165,,,,,,,,
Phosphate Aus Ltd,POZ,0.115,0.13,0.12,,,,,,,,
Pulse Health Ltd,PHG,0.042,0.045,0.045,,,,,,,,
Qmastor Ltd,QML,0.19,0.2,0.21,,,,,,,,
Rectifier Technolog,RFT,0.002,0.003,0.003,,,,,,,,
Republic Gold Ltd,RAU,0.013,0.014,0.015,,,,,,,,
Rivercity Motorway stp,RCY,0.034,0.04,0.045,,,,,,,,
Rubianna Res Ltd,RRE,0.125,0.16,0.165,,,,,,,,
Rubicon Res,RBR,0.032,0.038,0.043,,,,,,,,
Scantech Ltd,SCD,0.2,0.21,0.235,,,,,,,,
Seven Grp Hldgs,SVW,6.01,6.21,6.05,,,,,,,,
  pref,SVWPA,76.1,77,76.25,,,,,,,,
Sims Metal Mgmt,SGM,18.11,19,18.55,,,,,,,,
Skilled Grp Ltd,SKE,1.17,1.18,1.19,,,,,,,,
Staging Connections,STG,0.021,0.023,0.023,,,,,,,,
Sterling Biofuels,SBI,0.025,0.03,0.03,,,,,,,,
Sthn Hem Min cdi,SUH,0.29,0.33,0.33,,,,,,,,
Straits Res,SRL,1.165,1.23,1.19,,,,,,,,
Stratatel Ltd,STE,0.041,0.044,0.045,,,,,,,,
Structural Systems,STS,0.47,0.5,0.5,,,,,,,,
Telecom Corp,TEL,1.47,1.475,1.5,,,,,,,,
Toll Hldgs Ltd,TOL,5.68,5.85,5.94,,,,,,,,
Tower Aust rts17jund,TALR,0.31,0.32,0.55,,,,,,,,
Universal Res,URL,0.099,0.1,0.1,,,,,,,,
Uranium Explore,UXA,0.033,0.035,0.037,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.008,0.01,0.01,,,,,,,,
Vision Grp Hldgs,VGH,0.34,0.35,0.35,,,,,,,,
Wild Acre Metals,WAC,0.175,0.19,0.185,,,,,,,,
Yellow Rock,YRR,0.019,0.02,0.021,,,,,,,,
