Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4428.7 at 16:51 21/7/2010  Report at 19:05 Wednesday 21/7/2010. Processed 19:20 Wednesday 21/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
1300 Smiles Ltd,ONT,3.3,3.22,3.2,,,,,,,,
Amcor Ltd,AMC,7.04,6.88,6.71,,,,,,,,
Andean Res Ltd,AND,3.88,3.45,3.53,,,,,,,,
Atomic Res opt aug11,ATQO,0.06,0.045,0.035,,,,,,,,
Aust Gold Invest,AGV,0.12,0.057,0.037,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.013,0.009,-,,,,,,,,
Globe Intl,GLB,0.62,0.55,0.46,,,,,,,,
Grand Gulf Energy,GGE,0.021,0.019,0.014,,,,,,,,
Iluka Res,ILU,5.59,5.52,5.14,,,,,,,,
Montezuma Min Co,MZM,0.395,0.39,0.39,,,,,,,,
Noble Min Res optjul13d,NMGOA,0.065,0.06,-,,,,,,,,
Samson Oil & Gas,SSN,0.075,0.068,0.044,,,,,,,,
  opt dec12,SSNO,0.062,0.054,0.029,,,,,,,,
Sundance Energy,SEA,0.29,0.265,0.185,,,,,,,,
Thorn Grp Ltd,TGA,1.33,1.25,1.28,,,,,,,,
Viagold Capital,VIA,0.88,0.83,0.45,,,,,,,,
Vocus Comms Ltd,VOC,0.7,0.65,0.516,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Activex Ltd,AIV,0.05,0.07,0.063,,,,,,,,
Amcbf Thr,AKU,103.19,104,104,,,,,,,,
Atlas Southsea Pearl,ATP,0.08,0.105,0.1,,,,,,,,
Auzex Res rts28juld,AZXR,0.002,-,-,,,,,,,,
AWE Ltd,AWE,1.465,1.625,1.72,,,,,,,,
Beacon Min opt aug10,BCNOA,0.004,0.005,0.006,,,,,,,,
Boss Energy Ltd,BOE,0.03,0.042,0.04,,,,,,,,
Central Pet opt mar14,CTPO,0.025,0.028,0.029,,,,,,,,
Clancy Explore,CLY,0.08,0.095,0.12,,,,,,,,
Every Day Mine Serv,EDS,0.062,0.07,0.07,,,,,,,,
Forte Energy NL,FTE,0.075,0.1,0.1,,,,,,,,
Helix Res,HLX,0.058,0.06,0.06,,,,,,,,
ING Real Est Ente unt,IEF,0.083,0.084,0.084,,,,,,,,
Jameson Res,JAL,0.033,0.038,0.039,,,,,,,,
Mirvac Industrial unt,MIX,0.033,0.035,0.035,,,,,,,,
New Age Exploration opt mar12,NAEO,0.015,0.016,0.02,,,,,,,,
Pan Pacific Pet,PPP,0.145,0.16,0.155,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.009,0.01,0.01,,,,,,,,
Progen Pharmaceutic,PGL,0.34,0.35,0.38,,,,,,,,
Sunset Energy Ltd,SEY,0.076,0.08,0.083,,,,,,,,
Triausmin Ltd,TRO,0.05,0.059,0.069,,,,,,,,
Triton Gold Ltd,TON,0.085,0.091,0.09,,,,,,,,
USCOM Ltd,UCM,0.34,0.35,0.35,,,,,,,,
