ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4761.5 at 2010-10-26T16:38:40. Report at Tuesday, October 26, 2010. Processed Wednesday at 2010-10-27T01:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
A'asia Gold,AAO,.21,.13,.09,,
Amcbf Two,AKT,104.00,102.65,102.65,,
AMP Grp Finance frn apr19,AQNHA,113.10,113.00,111.00,,
ANZ Banking Grp pref,ANZPB,103.75,103.10,103.58,,
Aspire Min,AKM,.28,.215,.15,,
Austin Engineer,ANG,4.74,4.40,4.44,,
Azimuth Res Ltd,AZH,.20,.18,.16,,
Base Iron,BSE,.295,.27,.205,,
BC Iron,BCI,2.40,2.25,1.885,,
Beadell Resources,BDR,.58,.53,.42,,
Bendigo & Adelaide pref,BENPC,95.49,93.50,95.20,,
Berkeley Res,BKY,1.72,1.70,1.56,,
Brockman Res,BRM,4.22,4.05,3.92,,
Castle Min,CDT,.55,.53,.52,,
Cockatoo Coal,COK,.58,.565,.535,,
Earth Heat Res cdi,EHR,.05,.042,.034,,
Emerald Oil & Gas opt aug12,EMRO,.018,.015,.009,,
Energy Ventures,EVE,.15,.13,.094,,
ETFS Metals etfs pd,ETPMPD,62.08,59.30,58.63,,
Fortescue Metals Grp,FMG,6.73,6.48,5.25,,
Gazal Corp,GZL,2.05,2.00,1.90,,
Global Prop,GPB,4.20,3.85,2.40,,
Goodman Plus Tr stepup pf,GMPPA,78.50,78.00,74.90,,
Guildford Coal,GUF,.625,.585,.435,,
Gunns forests,GNSPA,84.00,81.80,76.99,,
Hastings Divers stp,HDF,1.50,1.40,1.485,,
Icon Res,III,.225,.195,.14,,
Iluka Res,ILU,7.30,6.99,6.40,,
Infratil Ltd,IFZ,1.41,1.40,1.40,,
Jabiru Metals,JML,.65,.605,.46,,
Kasbah Res,KAS,.405,.37,.27,,
Lefroy Res,LEF,.11,.099,.08,,
Linq Res Fund unt,LRF,.85,.805,.71,,
Mastermyne Grp,MYE,1.37,1.31,1.27,,
Medical Corp,MOD,.025,.02,.02,,
Medical Develop,MVP,.30,.28,.28,,
Minbos Res Ltd,MNB,.235,.215,-,,
Montezuma Min Co opt aug11,MZMO,.22,.18,.145,,
Overland Res,OVR,.355,.315,.098,,
Peninsula Minerals opt dec15,PENOC,.033,.03,-,,
Prime Infr Grp stp,PIH,4.99,4.93,4.70,,
PrimeAg Aust,PAG,1.45,1.44,1.405,,
Resource Star opt sep12,RSLO,.045,.04,.039,,
Rio Tinto,RIO,84.32,83.35,78.10,,
Rum Jungle Uranium,RUM,.195,.14,.13,,
Skywest Airlines cdi,SXR,.47,.43,.36,,
Slater & Gordon,SGH,1.85,1.78,1.68,,
Stirling Min,SMZ,.20,.13,.11,,
Strategic Min,SMC,.048,.033,.025,,
Territory Uranium,TUC,.295,.175,.105,,
Whitehaven Coal,WHC,6.64,6.39,6.45,,
Wolf Min opt sep12,WLFO,.071,-,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adelaide Energy,ADE,.065,.072,.077,,
Burleson Energy rts 01nov,BURR,.016,-,-,,
Challenger Infra stp,CIF,1.09,1.13,1.205,,
Eden Energy,EDE,.046,.05,.05,,
ISS Grp,ISS,.13,.15,.155,,
Kip McGrath Edu Cntr,KME,.22,.245,.25,,
Millennium Min rts05novd,MOYR,.001,.005,-,,
Tassal Grp,TGR,1.36,1.38,1.385,,
WAM Active opt apr11,WAAO,.006,.01,.014,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
