ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4635.2 at 2012-12-21T16:51:05. Report at Friday, December 21, 2012. Processed Saturday at 2012-12-22T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
All 200 Financials etf unt,FIN,4.98,4.71,4.80,,
All 200 Fin-x-A-REIT etf unt,FIX,5.97,5.92,5.79,,
AMP,AMP,4.87,4.82,4.645,,
Aust Masters YF1,AYD,101.07,100.81,-,,
Asaplus Res cdi,AJY,.21,-,-,,
Auckland Airport,AIA,2.16,2.15,2.13,,
Aust Foundation,AFI,5.09,5.00,4.88,,
BetaShares Aust Top 20 tmf unt,YMAX,10.58,10.47,10.34,,
BKI Invest,BKI,1.365,1.35,1.30,,
Blackmores,BKL,33.00,32.40,31.32,,
Capitol Health,CAJ,.11,.105,.10,,
Clime Invest,CIW,.53,.50,.485,,
Cochlear,COH,79.10,77.71,76.12,,
C'wlth Bank  of Aust,CBA,62.28,61.88,59.97,,
  bonddec15,CBAHA,100.55,100.18,100.20,,
Crown,CWN,10.67,10.34,10.34,,
eBet,EBT,1.30,.96,1.11,,
Equity Trustees,EQT,15.05,14.40,14.35,,
Fortunis Recources,FOT,.29,-,-,,
Healthscope Notes 11.25% cn,HLNG,110.20,108.80,108.90,,
Hot Chili opt nov14,HCHO,.16,-,-,,
Insurance Aust Grp cps,IAGPC,101.80,101.70,101.00,,
iShares China 25 cdi,IZZ,38.84,37.36,36.50,,
iShares MSCI Aus 200,IOZ,20.23,19.95,19.78,,
iShares MSCI EAFE cdi,IVE,54.35,53.40,52.97,,
iShares S&P Europe 350 cdi,IEU,38.84,37.01,36.53,,
iShares S&P/ASX 20,ILC,20.83,20.75,20.35,,
Lend Lease Grp stp,LLC,9.24,9.15,8.65,,
Macquarie Grp,MQG,35.61,34.00,32.90,,
MAX Trust unt,MXQ,.295,.29,.29,,
Multiplex Sites sites,MXUPA,84.00,82.75,80.72,,
Nufarm Finance (NZ) exc.nov11,NFNG,86.00,85.00,84.95,,
Pryme Energy,PYM,.105,.094,.099,,
Ramsay Health Care,RHC,27.20,26.99,26.72,,
RBS Berkshire,RBSBRK,86.53,80.56,80.56,,
Rox Resources,RXL,.079,.016,.019,,
RungePincockMinarco,RUL,.61,.52,.46,,
Russell High Div etf unt,RDV,25.10,24.85,24.43,,
Shopping Cntrs Prop stp,SCP,1.56,1.55,1.467,,
Select Exploration opt jul13,SLTO,.025,.023,.023,,
Sigma Pharmaceutical,SIP,.755,.705,.677,,
Slater & Gordon,SGH,2.10,1.995,2.01,,
SPDR Prop Fund etf unt,SLF,9.75,9.10,9.27,,
STW Comms,SGN,1.135,1.12,1.125,,
Sun Biomedical,SBN,.014,.007,.009,,
Vngd MSCI Aust Large Co etf unt,VLC,52.08,51.53,49.70,,
Vngd Aust Shares etf unt,VAS,60.15,59.59,58.18,,
Wesfarmers,WES,36.95,36.62,35.77,,
  part prot,WESN,38.15,37.86,36.99,,
Westpac Banking,WBC,26.40,26.08,26.00,,
Wolf Pet,WOF,.14,.02,.02,,
Yellow Brick Road,YBR,.52,.395,.41,,
Yowie Grp,YOW,.20,.001,.001,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
360 Cap Indust Fund ord unt,TIX,.40,.45,-,,
Actinogen,ACW,.012,.015,.017,,
Agenix,AGX,.027,.031,.04,,
Alchemy Resources,ALY,.07,.075,.075,,
APN News & Media,APN,.26,.265,.275,,
Aurora Absolute Return ord unt,ABW,1.065,1.075,1.07,,
Azumah Res,AZM,.083,.086,.093,,
BetaShares AEBH Fd etf unt,BEAR,21.36,21.61,22.00,,
Black Range Min,BLR,.005,.006,.005,,
Canyon Res,CAY,.155,.165,.18,,
Castle Minerals,CDT,.09,.095,.12,,
Dourado Res,DUO,.035,.04,.065,,
Enterprise Uranium,ENU,.14,-,-,,
Equator Resources,EQU,.04,.047,.045,,
Facilitate Digital,FAC,.02,.021,.025,,
FKP Prop Grp stp,FKP,1.12,1.14,1.26,,
GBM Resources,GBZ,.03,.035,.041,,
Geopacific Res,GPR,.089,.09,.10,,
Gryphon Minerals,GRY,.475,.53,.60,,
Investorfirst,INQ,.37,.40,.40,,
Invigor Grp,IVO,.10,.12,.16,,
Metal Bank,MBK,.02,.027,.029,,
Molopo Energy,MPO,.30,.425,.385,,
Phosphate Aust,POZ,.03,.044,.043,,
Quest Minerals,QNL,.006,.009,.009,,
Radar Iron,RAD,.061,.08,.089,,
Raisama Energy,RAI,.015,.017,.018,,
Reedy Lagoon Corp,RLC,.055,.07,.06,,
Rift Valley Res,RVY,.05,.063,.08,,
Royal Res opt oct13,ROYOA,.01,.04,.04,,
Stone Res Aus,SHK,.007,.008,.008,,
Traka Res,TKL,.04,.054,.054,,
Trustees Australia,TAU,.08,.094,.094,,
Tungsten Min,TGN,.195,-,-,,
Vector Res opt jan15,VECOA,.007,.01,.013,,
Venturex Res,VXR,.027,.036,.035,,
Victory Mines,VIC,.09,.10,.135,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
