Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 5007.3 at 16:34 16/4/2010  Report at 19:05 Friday 16/4/2010. Processed 19:30 Friday 16/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Managed unt,AYT,1.55,1.52,1.36,,,,,,,,
Advanced Share,ASW,0.44,0.435,0.415,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,28.5,28,25.5,,,,,,,,
Apollo Min Ltd opt nov11,AONO,0.015,0.012,0.012,,,,,,,,
Australand Assets assets,AAZPB,90.5,87,87.3,,,,,,,,
Batavia Min,BTV,0.295,0.25,0.245,,,,,,,,
  opt jun12,BTVO,0.18,0.125,0.1,,,,,,,,
Coalspur Mines,CPL,0.655,0.585,0.54,,,,,,,,
  opt jun11,CPLO,0.55,0.48,0.45,,,,,,,,
Cochlear Ltd,COH,75.9,74.36,73.9,,,,,,,,
C'wlth Bank  of Aust ,CBA,59.83,58.26,57.45,,,,,,,,
Cortona Res opt jan12,CRCO,0.13,0.078,0.08,,,,,,,,
Erongo Energy,ERN,0.125,0.085,0.08,,,,,,,,
Flight Centre,FLT,21.43,21.17,21.31,,,,,,,,
Freedom Eye Ltd,FYI,0.18,0.006,0.006,,,,,,,,
Giralia Res NL,GIR,2.45,2.33,2.33,,,,,,,,
Gloucester Coal,GCL,12.4,12.36,10.35,,,,,,,,
Golden Tiger Min,GTX,0.065,0.033,0.04,,,,,,,,
Grand Gulf Energy,GGE,0.016,0.011,0.012,,,,,,,,
Greater Bendigo Gold opt mar12,GBMOA,0.013,-,-,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,98.75,98.25,98.2,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.46,1.42,1.39,,,,,,,,
Hunnu Coal Ltd,HUN,0.95,0.54,0.6,,,,,,,,
IMX Res Ltd,IXR,0.51,0.47,0.475,,,,,,,,
iShares Russell 2000  1:1,IRU,77.94,75.97,75.86,,,,,,,,
iShares S&P 500  1:1,IVV,130.6,129.96,130.09,,,,,,,,
Ishine Int Res,ISH,0.25,0.2,0.22,,,,,,,,
Kingsrose Min Ltd opt dec12,KRMO,0.68,0.58,0.58,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.055,0.045,0.045,,,,,,,,
Liontown Res,LTR,0.085,0.053,0.06,,,,,,,,
Medusa Min Ltd,MML,4.5,4.2,4.05,,,,,,,,
Mineral Res,MIN,8.55,7.84,7.47,,,,,,,,
Mitchell Comms,MCU,0.985,0.9,0.905,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,94.999,93.999,92.9,,,,,,,,
Norwest Energy NL,NWE,0.047,0.043,0.042,,,,,,,,
Orica Ltd,ORI,27.75,27.19,27.51,,,,,,,,
PaperlinX Ltd,PPX,0.845,0.715,0.72,,,,,,,,
Pharmaxis Ltd,PXS,3.1,2.8,2.84,,,,,,,,
Rabinov Prop Tr unt,RBV,0.66,0.65,0.61,,,,,,,,
Reckon Ltd,RKN,2.08,2.05,2.07,,,,,,,,
Rialto Energy,RIA,0.4,0.38,0.18,,,,,,,,
Salmat Ltd,SLM,4.58,4.31,4.46,,,,,,,,
Sino Gas Energy rts27aprd,SEHR,0.01,0.003,-,,,,,,,,
Sphere Min Ltd,SPH,2.1,1.855,1.86,,,,,,,,
Sth Boulder Mines,STB,1.03,0.72,0.475,,,,,,,,
Van Eyk Blueprint unt,VBP,7.72,7.46,7.54,,,,,,,,
Victory West Moly opt feb12,VWMOA,0.075,0.045,0.045,,,,,,,,
Vietnam Industrial,VII,0.47,0.39,0.4,,,,,,,,
Vngd US Total Market  1:1,VTS,66.59,65.85,66.03,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Capral Ltd,CAA,0.205,0.235,0.23,,,,,,,,
Elders Ltd,ELD,1.23,1.28,1.255,,,,,,,,
ERO Min Ltd,ERO,0.028,0.036,0.037,,,,,,,,
Gulf Res,GLF,0.018,0.027,0.02,,,,,,,,
  opt mar13,GLFOB,0.005,0.007,0.007,,,,,,,,
Nullarbor Hldgs,NLB,0.6,0.8,0.8,,,,,,,,
Oldfields Hldgs,OLH,0.125,0.184,0.194,,,,,,,,
Po Valley Energy,PVE,0.735,1.14,1.22,,,,,,,,
Redbank Copper,RCP,0.049,0.05,0.06,,,,,,,,
Techniche Ltd,TCN,0.068,0.073,0.073,,,,,,,,
Viterra Inc cdi  1:1,VTA,9.62,10.03,9.85,,,,,,,,
Xiaoxiao Education,XXL,0.15,0.165,0.18,,,,,,,,
