Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4756.1 at 16:33 23/12/2009  Report at 19:05 Wednesday 23/12/2009. Processed 19:16 Wednesday 23/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adtrans Grp,ADG,3.53,3.48,3.25,,,,,,,,
Antares Energy,AZZ,0.54,0.45,0.485,,,,,,,,
APA Grp stpld,APA,3.47,3.41,3.29,,,,,,,,
Astivita Renewables,AIR,1,0.87,-,,,,,,,,
Ausmelt Ltd,AET,1.485,0.98,0.77,,,,,,,,
Batavia Min,BTV,0.135,0.115,0.12,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.58,0.57,0.57,,,,,,,,
Beyond Intl,BYI,0.68,0.66,0.67,,,,,,,,
Blackham Res opt oct11,BLKO,0.11,0.095,-,,,,,,,,
Carsales Com Ltd,CRZ,5.42,5.1,4.65,,,,,,,,
Centennial Coal,CEY,3.95,3.73,3.62,,,,,,,,
Coca-Cola Amatil,CCL,11.72,11.5,10.76,,,,,,,,
Cochlear Ltd,COH,69.09,67.48,64.41,,,,,,,,
Colonial Res opt dec10,CLNO,0.022,0.001,0.001,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,207.12,205.6,206.98,,,,,,,,
Crusader Res,CAS,0.32,0.26,0.27,,,,,,,,
Djerriwarrh Invest,DJW,4.62,4.55,4.51,,,,,,,,
E-Com Multi Ltd,ECE,0.007,0.004,0.004,,,,,,,,
Eldorado Gold cdi 1:1,EAU,15.62,15.06,-,,,,,,,,
General Min Corp,GMM,0.2,-,-,,,,,,,,
Gloucester Coal,GCL,8.45,7,6.38,,,,,,,,
Healthscope Ltd,HSP,5.05,4.97,4.93,,,,,,,,
IOOF Hldgs Ltd,IFL,6.2,5.93,5.88,,,,,,,,
iShares Glb Cons cdi 1:1,IXI,64.87,64.5,62.59,,,,,,,,
iShares S&P Scap 600 cdi 1:1,IJR,63.22,60.79,57,,,,,,,,
Ludowici Ltd,LDW,3.35,3.2,2.36,,,,,,,,
Macq Telecom Gp,MAQ,5.1,4.75,4.1,,,,,,,,
Marion Energy opt dec11,MAEO,0.024,0.02,-,,,,,,,,
Matrix C & E Ltd,MCE,1.85,1.76,1.53,,,,,,,,
Milton Corp,MLT,18.19,18,18.14,,,,,,,,
Murchison Metals,MMX,2.4,2.12,1.83,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,56,52.5,48,,,,,,,,
Patties Foods Ltd,PFL,1.295,1.265,1.29,,,,,,,,
RTL Corp Ltd,RTL,0.017,0.012,0.007,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.013,0.012,-,,,,,,,,
Stanmore Coal Ltd,SMR,0.6,0.46,-,,,,,,,,
Starpharma Hldgs,SPL,0.69,0.65,0.615,,,,,,,,
Summit Res rts 29dec,SMMR,0.002,-,-,,,,,,,,
Vesture Ltd,VES,0.027,0.026,0.026,,,,,,,,
Vngd US Total Market cdi 1:1,VTS,65.42,63.37,60.72,,,,,,,,
Wesfarmers Ltd,WES,30.14,29.89,29.95,,,,,,,,
  part prot,WESN,30.18,29.98,30.07,,,,,,,,
Whitehaven Coal,WHC,4.89,4.7,4.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
ARK Fund Ltd (The),ARJ,0.405,0.52,0.57,,,,,,,,
Aurora Sandringham ,AOD,1.045,1.1,1.09,,,,,,,,
Gascoyne Res Ltd,GCY,0.16,0.175,-,,,,,,,,
Sino Gas Energy,SEH,0.13,0.15,0.18,,,,,,,,
Washington Res opt dec13,WRLO,0.011,0.014,0.015,,,,,,,,
