Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4847.0 at 16:34 30/12/2009  Report at 17:15 Wednesday 30/12/2009. Processed 17:23 Wednesday 30/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Share,ASW,0.435,0.43,0.36,,,,,,,,
Amcom Telecomm,AMM,0.28,0.275,0.25,,,,,,,,
Antares Energy,AZZ,0.65,0.57,0.485,,,,,,,,
Apollo Gas Ltd,AZO,0.65,0.48,-,,,,,,,,
Aquila Res,AQA,10.68,10.3,10.455,,,,,,,,
Ardent Leisure Grp stp,AAD,1.735,1.68,1.525,,,,,,,,
Augur Res Ltd,AUK,0.099,0.09,0.09,,,,,,,,
Aust Bauxite Ltd,ABZ,0.49,0.31,-,,,,,,,,
Austin Engineer,ANG,3.03,3,2.99,,,,,,,,
Batavia Min,BTV,0.155,0.135,0.12,,,,,,,,
  opt jun12,BTVO,0.054,0.045,0.043,,,,,,,,
Cochlear Ltd,COH,69.72,69.09,64.41,,,,,,,,
Cortona Res opt jan12,CRCO,0.04,-,-,,,,,,,,
CSG Ltd,CSV,2.16,1.995,1.85,,,,,,,,
Diversified United,DUI,3.25,3.22,3.17,,,,,,,,
Domino Pizza Enterpr,DMP,5.25,5.09,4.67,,,,,,,,
Elders Ltd def,ELDDA,1.54,1.53,-,,,,,,,,
Eureka Energy Ltd,EKA,0.1,0.085,0.079,,,,,,,,
Forge Grp Ltd,FGE,2.6,2.27,2.08,,,,,,,,
General Min Corp,GMM,0.215,0.21,-,,,,,,,,
Heartware Int Inc cdi 35:1,HIN,1.17,1.13,1.02,,,,,,,,
Hillgrove Res Ltd,HGO,0.44,0.41,0.355,,,,,,,,
Macarthur Coal,MCC,11.15,10.4,10.62,,,,,,,,
Magellan Flagship,MFF,0.635,0.625,0.62,,,,,,,,
MAP Grp forus,MAP,2.99,2.94,2.91,,,,,,,,
Matrix C & E Ltd,MCE,2,1.85,1.53,,,,,,,,
McPherson's Ltd,MCP,3.4,3.27,3.36,,,,,,,,
Metrocoal Ltd,MTE,0.22,0.21,-,,,,,,,,
Montec Intl,MTI,0.008,0.007,0.007,,,,,,,,
Mooter Media Ltd,MMZ,0.009,0.008,0.008,,,,,,,,
Multiplex Sites sites,MXUPA,86.2,82.5,76.5,,,,,,,,
Nanosonics Ltd,NAN,0.675,0.6,0.67,,,,,,,,
News Corp b voting,NWS,18.41,18.18,16.16,,,,,,,,
  a nonvote,NWSLV,15.65,15.48,13.79,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.035,0.031,-,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,58.75,56,48,,,,,,,,
Powerlan Ltd,PWR,0.095,0.084,0.074,,,,,,,,
REA Grp,REA,9.7,9.35,8.73,,,,,,,,
Red River Res,RVR,0.245,0.13,0.08,,,,,,,,
  opt mar10,RVRO,0.017,0.006,0.007,,,,,,,,
Robust Res,ROL,2.46,1.92,0.695,,,,,,,,
RTL Corp Ltd,RTL,0.019,0.017,0.007,,,,,,,,
Sirtex Medical,SRX,7.75,7.26,7.238,,,,,,,,
Sonic Healthcare,SHL,15.37,15.12,14.44,,,,,,,,
Souls Private Equity,SOE,0.11,0.105,0.105,,,,,,,,
Ten Network Hldgs,TEN,1.665,1.59,1.59,,,,,,,,
Tiaro Coal Ltd,TCM,0.355,0.26,0.23,,,,,,,,
Toll Option/Basket,TO2,11.883,11.724,11.517,,,,,,,,
TPL Corp Ltd,TPL,0.027,0.024,0.026,,,,,,,,
Trafford Res,TRF,0.8,0.72,0.285,,,,,,,,
United Overseas Aust,UOS,0.29,0.285,0.24,,,,,,,,
Wesfarmers Ltd,WES,31.36,30.28,29.95,,,,,,,,
  part prot,WESN,31.38,30.33,30.07,,,,,,,,
Wotif Com Hldgs,WTF,7.01,6.55,6.6,,,,,,,,
Wridgways Aust,WWA,2.9,2.8,2.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Bluglass Ltd,BLG,0.15,0.175,0.19,,,,,,,,
Capitol Health,CAJ,0.033,0.035,0.036,,,,,,,,
Eyecare Partners opt sep10,EPLO,0.001,0.002,0.002,,,,,,,,
