Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4500.0 at 16:36 18/5/2010  Report at 19:05 Tuesday 18/5/2010. Processed 19:19 Tuesday 18/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,34.01,33.5,31,,,,,,,,
Aurora Oil & Gas,AUT,0.83,0.71,0.68,,,,,,,,
Constellation Br cdi,CBR,2,1.98,1.885,,,,,,,,
Heartware Int Inc cdi,HIN,1.8,1.75,1.59,,,,,,,,
Impress Energy,ITC,0.067,0.063,0.061,,,,,,,,
Oohmedia Grp Ltd,OOH,0.15,0.145,0.14,,,,,,,,
Phosphagenics Ltd,POH,0.18,0.16,0.17,,,,,,,,
ResMed Inc cdi,RMD,7.82,7.79,7.12,,,,,,,,
Sierra Min,SRM,0.15,0.14,0.125,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.315,0.32,0.425,,,,,,,,
AJ Lucas Grp,AJL,2.1,2.11,2.61,,,,,,,,
Apollo Min Ltd,AON,0.135,0.145,0.15,,,,,,,,
Arafura Resource,ARU,0.445,0.49,0.58,,,,,,,,
AWE Ltd,AWE,2.11,2.28,2.42,,,,,,,,
Becton Prop Grp stp,BEC,0.058,0.06,0.071,,,,,,,,
Bluglass Ltd,BLG,0.099,0.105,0.11,,,,,,,,
Boart Longyear def,BLYDA,3.1,3.35,-,,,,,,,,
Carnarvon Pet,CVN,0.34,0.365,0.415,,,,,,,,
CO2 Grp Ltd,COZ,0.115,0.12,0.145,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.016,0.02,0.02,,,,,,,,
Environment Grp,EGL,0.041,0.042,0.048,,,,,,,,
Excela Ltd,EXA,0.4,0.48,0.485,,,,,,,,
Genesis Research,GEN,0.03,0.033,0.031,,,,,,,,
Geothermal Res,GHT,0.15,0.16,0.235,,,,,,,,
Global Resource,GRF,1.6,1.62,1.67,,,,,,,,
GPT Grp stp  d,GPTDA,2.58,2.74,-,,,,,,,,
Gunns Ltd,GNS,0.44,0.465,0.48,,,,,,,,
Hutchison,HTA,0.096,0.099,0.105,,,,,,,,
IDT Aust Ltd,IDT,0.64,0.66,0.72,,,,,,,,
Intoll Grp stp,ITO,1.05,1.09,1.08,,,,,,,,
Karmelsonix Ltd,KSX,0.02,0.023,0.027,,,,,,,,
Mastermyne Grp,MYE,0.96,1,-,,,,,,,,
Metgasco Ltd,MEL,0.35,0.38,0.46,,,,,,,,
RAM Res opt mar12,RMRO,0.005,0.011,0.013,,,,,,,,
Rum Jungle Uranium,RUM,0.05,0.06,0.067,,,,,,,,
Russell High Div Etf etf unt,RDV,24.5,25.28,-,,,,,,,,
Seven Grp Hldgs pref,SVWPA,84,85,86.1,,,,,,,,
Sino Gas Energy,SEH,0.04,0.046,0.072,,,,,,,,
Swick Min,SWK,0.32,0.38,0.42,,,,,,,,
Techniche Ltd,TCN,0.037,0.042,0.045,,,,,,,,
Torrens Energy,TEY,0.12,0.125,0.2,,,,,,,,
Uranium Explore,UXA,0.04,0.041,0.053,,,,,,,,
