ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5861.9 at 2015-03-31T16:44:06. Report at Tuesday, March 31, 2015. Processed Wednesday at 2015-04-01T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
AMP Capital China unt,AGF,1.375,1.35,1.20,,
Ansell,ANN,28.04,27.94,25.70,,
ANZ Banking Grp cap note3,ANZPF,100.34,100.29,-,,
Auckland Airport,AIA,4.48,4.46,4.34,,
Austal,ASB,1.787,1.78,1.725,,
BetaShares S&P 500 etf unt,UMAX,17.50,17.37,17.31,,
Black Rock Min,BKT,.059,.002,.002,,
Blackmores,BKL,55.70,49.50,45.91,,
Boadicea Res,BOA,.30,.27,.22,,
Buderim Ginger,BUG,.78,.74,.70,,
Cradle Res,CXX,.24,.21,.18,,
Dome Gold Mines,DME,.35,.32,.30,,
DuluxGroup,DLX,6.44,6.36,6.26,,
ETS Chevron,ETSCVX,139.52,127.816,128.40,,
GBST Hldgs,GBT,6.00,5.84,5.00,,
Gulf Industrials,GLF,.008,.007,.002,,
Havilah Res opt jun17,HAVO,.06,.051,.055,,
HFA Hldgs,HFA,2.10,1.94,1.86,,
Highfield Res,HFR,1.485,1.40,.91,,
Holista Colltech,HCT,.105,.093,.05,,
Integrated Research,IRI,1.915,1.80,1.64,,
iShares S&P MidCap cdi,IJH,199.55,198.71,195.24,,
iShares S&P SmCap cdi,IJR,155.15,154.47,150.77,,
iShares Treasury etf unt,IGB,109.51,109.50,108.82,,
iShares Asia 50 cdi,IAA,66.00,65.30,65.50,,
iShares China LCap cdi,IZZ,58.80,56.00,56.65,,
iShares MSCI EAFE cdi,IVE,85.46,84.50,83.73,,
iShares MSCI HK cdi,IHK,28.75,27.77,28.34,,
iShares MSCI Sing cdi,ISG,16.89,16.50,16.81,,
iShares MSCI SKorea cdi,IKO,74.82,74.58,73.45,,
Mount Adrah Gold,MTL,.30,.29,.001,,
Market Vectors WexAu Qual etf unt,QUAL,18.47,18.30,18.33,,
Newfield Res,NWF,.83,.72,.78,,
Platypus Min opt dec16,PLPO,.003,.001,.001,,
Premier Invest,PMV,12.91,12.86,11.85,,
Primary Health Care,PRY,5.52,5.205,4.97,,
Servcorp,SRV,6.55,6.41,6.11,,
Singapore Tel cdi,SGT,4.17,4.12,4.09,,
SkyCity Entertain,SKC,4.055,3.97,3.90,,
SPDR World ex Aust,WXOZ,25.29,25.09,24.99,,
Sth Boulder Mines,STB,.33,.29,.28,,
Stonehenge Metals,SHE,.014,.012,.005,,
Transurban Grp stp,TCL,9.82,9.70,9.45,,
UBS IQ MSCI Eu Ethical etf unt,UBE,20.62,20.34,20.32,,
US Select POF II unt,USG,2.18,2.14,2.11,,
Z Energy,ZNZ,5.03,4.90,4.80,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
ADMEDUS,AHZ,.071,.072,.095,,
AJ Lucas Grp,AJL,.215,.25,.335,,
Aquarius Platinum,AQP,.17,.175,.235,,
Atlas Pearls,ATP,.04,.041,.05,,
Attila Res,AYA,.16,.165,.20,,
Ausdrill,ASL,.272,.275,.37,,
Ausenco,AAX,.17,.255,.33,,
Aust Leaders Fund,ALF,1.245,1.28,1.345,,
Austpac Res,APG,.007,.008,.01,,
Bisan rts 01apr,BSNR,.005,-,-,,
BlueScope Steel,BSL,4.08,4.34,4.80,,
Brockman Min,BCK,.027,.029,.045,,
Buru Energy,BRU,.31,.325,.352,,
Cash Convert,CCV,.86,.905,.93,,
Cellmid opt oct16,CDYO,.005,.006,.008,,
DWS,DWS,.88,.90,.975,,
Enverro,ERR,.67,.75,.79,,
eServGlobal,ESV,.31,.33,.475,,
Funtastic,FUN,.02,.021,.022,,
G8 Education,GEM,3.25,3.55,3.92,,
Gage Roads Brewing,GRB,.05,.056,.074,,
Great Western Expl,GTE,.012,.016,.018,,
Hills,HIL,.86,.865,.865,,
Icon Energy,ICN,.066,.084,.078,,
Kingsrose Min,KRM,.215,.23,.225,,
New Standard Energy,NSE,.008,.01,.023,,
Plymouth Min,PLH,.04,.052,.052,,
Redflex Hldgs,RDF,.44,.50,.65,,
Sandon Capital Invest opt jul15,SNCO,.001,.008,.004,,
Stonewall Res,SWJ,.018,.02,.027,,
Swick Min Services,SWK,.165,.17,.175,,
Syndicated Metals,SMD,.019,.02,.025,,
Target Energy,TEX,.013,.016,.02,,
Zenith Minerals,ZNC,.04,.045,.05,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
