Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4697.7 at 16:34 28/1/2010  Report at 19:05 Thursday 28/1/2010. Processed 19:53 Thursday 28/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Anchor Res,AHR,0.255,0.22,0.18,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.2,100.05,99.98,,,,,,,,
Aurora Min Ltd,ARM,1.12,0.985,0.79,,,,,,,,
Biotech Capital,BTC,0.305,0.295,0.3,,,,,,,,
Carnavale Res,CAV,0.27,0.25,0.15,,,,,,,,
Challenger Kenedix ord unt,CKT,1.05,1.045,1.005,,,,,,,,
Chandler Macleod,CMG,0.25,0.24,0.24,,,,,,,,
DVM Intl  Ltd,DVM,0.1,0.07,0.069,,,,,,,,
Latrobe Magnesium,LMG,0.017,0.012,0.011,,,,,,,,
Macq Atlas Roads Grp def,MQA,0.85,-,-,,,,,,,,
Mantra Res,MRU,5.55,5.1,4.75,,,,,,,,
Medtech Global,MDG,0.051,0.05,0.05,,,,,,,,
Nexus Bonds Ltd nexus4,NXBHD,60,58,58,,,,,,,,
Orocobre Ltd,ORE,2.37,2.15,1.3,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,61.99,61.001,58.75,,,,,,,,
Patrys Ltd,PAB,0.235,0.135,0.145,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.011,0.01,0.006,,,,,,,,
Tabcorp Hldgs Ltd bondmay14,TAHHA,107.95,107.25,106.65,,,,,,,,
Top End Uranium,TEU,0.16,0.14,0.13,,,,,,,,
Tusker Gold Ltd,TKA,0.46,0.45,0.4,,,,,,,,
Verus Invest,VIL,0.052,0.042,0.04,,,,,,,,
Vesture Ltd,VES,0.08,0.027,0.027,,,,,,,,
Wilson Htm Invest,WIG,2.05,2,1.9,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aust Min Min,AKA,0.19,-,-,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.004,0.007,0.011,,,,,,,,
Cheviot Kirribilly stpld,CKP,0.125,0.15,0.15,,,,,,,,
Citigold Corp Ltd,CTO,0.12,0.125,0.125,,,,,,,,
Dominion Min,DOM,3.07,3.31,3.36,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.02,-,-,,,,,,,,
Eromanga Hydro opt jul12,ERHOA,0.05,0.06,0.06,,,,,,,,
Gascoyne Res Ltd,GCY,0.14,0.155,0.16,,,,,,,,
ICSGlobal Ltd,ICS,0.021,0.025,0.038,,,,,,,,
Jumbuck Entertain,JMB,0.29,0.305,0.295,,,,,,,,
Myer Hldgs Ltd,MYR,3.24,3.43,3.63,,,,,,,,
Oilex Ltd,OEX,0.115,0.15,0.155,,,,,,,,
Reverse Corp Ltd,REF,0.33,0.385,0.35,,,,,,,,
