Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4673.2 at 16:35 3/2/2010  Report at 19:05 Wednesday 3/2/2010. Processed 19:27 Wednesday 3/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.195,0.175,0.185,,,,,,,,
ALE Prop Grp 7.265un11,LEPHB,105,102,102.49,,,,,,,,
Antisense Therapeutic,ANP,0.2,0.057,0.06,,,,,,,,
Anvil Min cdi,AVM,3.75,3.55,3.68,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.24,100.2,100.2,,,,,,,,
Coal of Africa,CZA,2.59,2.29,2.45,,,,,,,,
Desert Energy,DSN,0.2,0.18,0.18,,,,,,,,
Hansen Tech,HSN,0.8,0.765,0.765,,,,,,,,
Matsa Res,MAT,0.45,0.435,0.435,,,,,,,,
Mooter Media Ltd,MMZ,0.013,0.011,0.011,,,,,,,,
Navitas Ltd,NVT,4.85,4.53,4.59,,,,,,,,
Regional Express,REX,1.42,1.37,1.375,,,,,,,,
Staging Connections rts 08feb,STGRA,0.008,0.005,0.005,,,,,,,,
United Min,UMC,1.3,1.295,1.295,,,,,,,,
Verus Invest,VIL,0.054,0.052,0.052,,,,,,,,
WAM Active Ltd,WAA,1.15,1.05,1.07,,,,,,,,
Webjet Ltd,WEB,2.48,2.38,2.38,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.008,0.01,0.01,,,,,,,,
Berklee Ltd,BER,0.35,0.4,0.4,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.015,0.019,0.019,,,,,,,,
Forest Enterprises,FEA,0.055,0.064,0.064,,,,,,,,
Forest Place Grp,FPG,0.76,0.85,0.85,,,,,,,,
Imugene Ltd,IMU,0.063,0.07,0.07,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.005,0.01,0.006,,,,,,,,
Magnetic Res ctg,MAUCA,0.25,0.27,0.27,,,,,,,,
ORH Ltd,ORH,0.033,0.038,0.038,,,,,,,,
Robe Aust Ltd,ROB,0.007,0.011,0.01,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.075,0.1,0.1,,,,,,,,
