Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4665.9 at 16:35 24/2/2010  Report at 19:05 Wednesday 24/2/2010. Processed 19:25 Wednesday 24/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Acclaim Explore,AEX,0.012,0.006,0.006,,,,,,,,
Adelphi Energy,ADI,0.385,0.28,0.185,,,,,,,,
Anvil Min cdi,AVM,3.93,3.7,3.68,,,,,,,,
Athena Res opt apr12,AHNOA,0.023,0.02,0.02,,,,,,,,
AWH Corp Ltd,AWL,0.009,0.006,0.007,,,,,,,,
Brainz Instruments,BZI,0.08,0.056,0.055,,,,,,,,
Brookfield Bonds B 8.79%3m12,BZBHA,103.5,103,103,,,,,,,,
Carbine Res,CRB,0.165,0.15,0.15,,,,,,,,
Cellnet Grp,CLT,0.33,0.325,0.325,,,,,,,,
Clover Corp,CLV,0.325,0.315,0.31,,,,,,,,
Erongo Energy,ERN,0.075,0.063,0.062,,,,,,,,
GUD Hldgs,GUD,9.97,9.39,9.6,,,,,,,,
Healthlinx Ltd,HTX,0.195,0.087,0.093,,,,,,,,
  opt mar11,HTXO,0.03,0.011,0.011,,,,,,,,
Heartware Int Inc cdi 35:1,HIN,1.25,1.21,1.18,,,,,,,,
Legend Corp,LGD,0.2,0.19,0.19,,,,,,,,
Little World Bev,LWB,2.35,2.17,2.19,,,,,,,,
MAC Services (The),MSL,2.45,2.26,2.29,,,,,,,,
Macq Telecom Gp,MAQ,5.5,5.2,5.15,,,,,,,,
Mystate Ltd,MYS,3.14,3.05,2.75,,,,,,,,
Nick Scali Ltd,NCK,1.58,1.55,1.52,,,,,,,,
Pro-Pac Packaging,PPG,0.31,0.29,0.28,,,,,,,,
Ramsay Health Care,RHC,12.66,12.47,11.96,,,,,,,,
REA Grp,REA,10.27,9.85,9.92,,,,,,,,
Regis Res,RRL,0.895,0.8,0.8,,,,,,,,
  opt jan14,RRLO,0.53,0.5,0.42,,,,,,,,
Silver Chef Ltd,SIV,2.06,1.77,1.6,,,,,,,,
SMS Management,SMX,6.55,6.5,6.29,,,,,,,,
Trafalgar Corp stpld,TGP,0.83,0.75,0.8,,,,,,,,
Trojan Equity,TJN,0.5,0.45,0.465,,,,,,,,
Wotif Com Hldgs,WTF,7.64,7.21,7.45,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL,AXM,0.026,0.027,0.03,,,,,,,,
BCD Res NL,BCD,0.1,0.105,0.115,,,,,,,,
Capital Min,CMY,0.038,0.04,0.05,,,,,,,,
Clean Seas Tuna,CSS,0.225,0.24,0.26,,,,,,,,
Devine Ltd,DVN,0.29,0.395,0.395,,,,,,,,
Dominion Min,DOM,2.71,2.74,2.96,,,,,,,,
Gas2Grid Ltd,GGX,0.021,0.04,0.036,,,,,,,,
India Equities Fund opt aug10,INEO,0.07,0.075,0.1,,,,,,,,
Jumbuck Entertain,JMB,0.27,0.285,0.29,,,,,,,,
Maximus Res,MXR,0.021,0.026,0.027,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.035,0.05,0.05,,,,,,,,
Oilex Ltd,OEX,0.094,0.105,0.105,,,,,,,,
Tassal Grp Ltd,TGR,1.625,1.74,1.75,,,,,,,,
Telecom Corp fpo nz,TEL,1.695,1.79,1.855,,,,,,,,
