ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4316.3 at 2012-05-15T16:42:48. Report at Tuesday, May 15, 2012. Processed Thursday at 2012-05-17T08:35:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Coca-Cola Amatil,CCL,13.15,13.01,12.64,,
Corum Grp,COO,.075,.071,.066,,
DEXUS Prop Grp stp,DXS,.97,.96,.945,,
Hastings Divers stp,HDF,2.41,2.14,2.08,,
Healthscope Notes 11.25% cn,HLNG,103.95,103.00,101.99,,
Heartware Int'l cdi,HIN,2.32,2.19,2.14,,
iShares UBS Comp Bnd etf unt,IAF,103.95,103.50,102.00,,
iShares UBS Gov Infl etf unt,ILB,103.95,103.10,101.14,,
iShares UBS Treasury etf unt,IGB,104.34,103.95,102.25,,
ITL,ITD,.205,.20,.18,,
News a nonvote,NWSLV,20.23,20.05,19.33,,
Nexus Bonds nexus4,NXBHD,79.50,78.99,78.99,,
Ramsay Health Care,RHC,21.12,20.95,20.15,,
ResMed Inc cdi,RMD,3.44,3.41,3.28,,
Russell Aust Govt Bnd etf unt,RGB,21.10,21.00,20.59,,
Tatts Grp,TTS,2.71,2.66,2.59,,
Telstra Corp,TLS,3.75,3.67,3.56,,
Transol opt dec14,TNCOB,.003,.002,.002,,
Westfield Grp stp,WDC,9.59,9.50,9.38,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Acacia Coal,AJC,.033,.038,.034,,
All 200 Resources etf unt,RSR,4.27,4.35,4.55,,
Alacer Gold cdi,AQG,6.00,6.49,7.76,,
Alcyone Res,AYN,.041,.046,.059,,
Alloy Res,AYR,.011,.014,.015,,
Alumina,AWC,.925,.945,1.145,,
Ampella Min,AMX,.80,.90,.93,,
Anglo Aust Res,AAR,.007,.008,.008,,
Anglogold Ashanti cdi,AGG,6.32,6.35,6.33,,
APAC Coal,AAL,.008,.009,.009,,
Apollo Minerals,AON,.04,.042,.043,,
Aquarius Platinum,AQP,1.57,1.665,2.00,,
Aquila Res,AQA,3.42,3.84,4.76,,
Argent Minerals,ARD,.081,.096,.10,,
Atlas Iron,AGO,2.22,2.36,2.78,,
Audio Pixels,AKP,5.20,5.65,5.76,,
Austin Explore opt jul13,AKKOA,.003,.004,.004,,
