Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:05 Friday 26/3/2010. Processed 19:21 Friday 26/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.47,1.45,1.4,,,,,,,,
Adamus Res rts06aprd,ADUR,0.04,-,-,,,,,,,,
Advanced Energy,AES,0.12,0.06,0.05,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,25.5,19.91,22,,,,,,,,
Altera Res Ltd,AEA,0.23,0.2,0.19,,,,,,,,
Amcor Ltd,AMC,6.39,6.17,6.19,,,,,,,,
Ansell Ltd,ANN,12.66,12.37,11.87,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.65,100.1,100.6,,,,,,,,
Batavia Min,BTV,0.245,0.18,0.18,,,,,,,,
  opt jun12,BTVO,0.1,0.09,0.09,,,,,,,,
Bigair Grp Ltd,BGL,0.2,0.165,0.13,,,,,,,,
Carbine Res,CRB,0.32,0.24,0.17,,,,,,,,
  opt jul11,CRBO,0.18,0.1,-,,,,,,,,
Coalspur Mines,CPL,0.52,0.495,0.42,,,,,,,,
  opt jun11,CPLO,0.42,0.39,0.32,,,,,,,,
Cochlear Ltd,COH,73.9,69.49,64.9,,,,,,,,
Cooper Energy Ltd,COE,0.555,0.51,0.515,,,,,,,,
Exoma Energy Ltd,EXE,0.315,0.225,0.17,,,,,,,,
  opt mar11,EXEO,0.125,0.055,0.043,,,,,,,,
  opt sep12,EXEOA,0.195,0.125,0.085,,,,,,,,
Ferrum Crescent,FCR,0.195,0.17,0.18,,,,,,,,
Finbar Grp Ltd,FRI,1.13,1.11,1.08,,,,,,,,
Globe Sec,GTI,0.09,0.06,0.05,,,,,,,,
Hamilton James Bruce,HJB,0.04,0.035,0.027,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.35,1.33,1.27,,,,,,,,
Korab Res,KOR,0.405,0.37,0.37,,,,,,,,
Matrix C & E Ltd,MCE,2.5,2.3,2,,,,,,,,
MMC Contrarian,MMA,0.545,0.46,0.47,,,,,,,,
News Corp b voting,NWS,18.86,18.29,18.36,,,,,,,,
  a nonvote,NWSLV,16.04,15.49,15.71,,,,,,,,
Nexus Bonds Ltd nexus4,NXBHD,61,60.5,60,,,,,,,,
Nuplex Ind,NPX,2.73,2.6,2.7,,,,,,,,
Oil Basins Ltd opt jun12,OBLOA,0.027,0.008,0.009,,,,,,,,
Orica Ltd,ORI,27.46,26.86,25.76,,,,,,,,
Overseas & Gen cdi,OGL,0.11,0.06,0.056,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.033,0.032,-,,,,,,,,
Pienets Ltd,PIE,0.036,0.029,0.012,,,,,,,,
Ramsay Health Care,RHC,14.13,13.75,12.66,,,,,,,,
Scott Corp,SCC,0.395,0.385,0.32,,,,,,,,
Sphere Min Ltd,SPH,1.86,1.785,1.34,,,,,,,,
Sth Boulder Mines,STB,0.405,0.32,0.32,,,,,,,,
Stirling Res opt jun12,SREOB,0.03,0.028,0.021,,,,,,,,
Tribune Res NL,TBR,1.03,0.9,0.79,,,,,,,,
Village Roadshow,VRL,2.45,2.29,2.22,,,,,,,,
Western Plains Res,WPG,0.88,0.85,0.685,,,,,,,,
Westpac Banking,WBC,28,27.52,26.4,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200res etf unt,RSR,5.37,-,-,,,,,,,,
AMP Capital China unt,AGF,0.845,0.855,0.885,,,,,,,,
Biotron Ltd opt dec11,BITO,0.022,0.03,0.024,,,,,,,,
Eldorado Gold cdi  1:1,EAU,12.86,14.12,13.13,,,,,,,,
Green Rock Energy,GRK,0.031,0.036,0.037,,,,,,,,
Innamincka Pet,INP,0.089,0.098,0.12,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.022,0.026,0.03,,,,,,,,
Medical Aus Ltd,MLA,0.023,0.029,0.025,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.009,0.01,0.01,,,,,,,,
Viridis Clean stp,VIR,0.105,0.13,0.155,,,,,,,,
Webster Ltd,WBA,0.405,0.43,0.43,,,,,,,,
