ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5298.1 at 2014-11-28T16:41:06. Report at Friday, November 28, 2014. Processed Saturday at 2014-11-29T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Capital Indust ord unt,TIX,2.49,2.36,2.33,,
Aeris Environmental,AEI,.28,.24,.19,,
Air New Zealand,AIZ,2.23,2.03,1.81,,
AMP Capital China unt,AGF,.92,.85,.80,,
Ansell,ANN,21.20,20.70,19.95,,
Aust Pacific Coal def,AQCDA,.014,-,-,,
Bailador Tech Invest opt mar16,BTIO,.07,.065,-,,
BetaShares S&P 500 etf unt,UMAX,15.70,15.52,15.46,,
BetaShares US Dollar etf unt,USD,11.59,11.46,11.37,,
Bligh Res,BGH,.052,.025,.035,,
BMG Res def,BMGDA,.03,-,-,,
BrazIron,BZL,.028,.017,.015,,
Chorus,CNU,1.95,1.90,1.90,,
Circadian Tech opt nov18,CIRO,.041,-,-,,
Covata,CVT,.33,.26,.021,,
ICSGlobal def,ICSDA,.87,-,-,,
iShares Comp Bnd etf unt,IAF,105.29,104.27,105.28,,
iShares Gov Infl etf unt,ILB,111.74,109.64,110.11,,
iShares S&P MidCap cdi,IJH,171.37,166.90,159.40,,
iShares S&P 500 cdi,IVV,246.67,240.71,229.31,,
iShares S&P SmCap cdi,IJR,132.57,129.34,125.14,,
iShares Glb Health cdi,IXJ,121.16,118.59,113.56,,
iShares Global 100 cdi,IOO,93.72,91.77,89.51,,
iShares Glb Cons cdi,IXI,108.93,107.32,101.17,,
iShares MSCI Sing cdi,ISG,15.82,15.53,15.27,,
iShares MSCI Taiwan cdi,ITW,18.74,18.23,17.87,,
iShares Russell 2000 cdi,IRU,140.01,135.36,130.70,,
MZI Resources def,MZIDA,.29,-,-,,
Qantas Airways,QAN,1.96,1.87,1.70,,
Ramsay Health Care,RHC,54.92,53.68,53.15,,
Recall Hldgs,REC,6.51,6.11,6.04,,
Regional Express,REX,1.05,1.02,1.025,,
Russell Aust Govt Bnd etf unt,RGB,21.14,20.92,20.83,,
Shine,SHJ,2.89,2.70,2.81,,
Sirtex Medical,SRX,27.35,27.19,26.20,,
SPDR DJ Global Reit,DJRE,18.62,18.05,17.60,,
SPDR Emerging Mkts,WEMG,17.64,16.67,16.76,,
SPDR Govt Bond,GOVT,25.77,25.46,25.41,,
SPDRWorld ex Aust etf unt,WXOZ,22.45,21.95,21.41,,
SPDRWrldexAuHdgd etf unt,WXHG,18.77,18.51,17.95,,
Tower,TWR,1.85,1.81,1.80,,
Transurban Grp stp,TCL,8.43,8.31,8.15,,
Vngd Aust Govt Bond etf unt,VGB,48.27,47.74,47.79,,
Vngd MSCI Intl Sh etf unt,VGS,52.26,50.88,-,,
Vngd US Total Market cdi,VTS,126.18,123.34,117.30,,
Whitestar Res,WSR,.06,.055,.04,,
,
