Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4929.5 at 16:35 15/1/2010  Report at 19:05 Friday 15/1/2010. Processed 19:18 Friday 15/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alchemia Ltd,ACL,0.81,0.73,0.76,,,,,,,,
Altera Res Ltd,AEA,0.14,0.12,0.13,,,,,,,,
Ambition Grp Ltd,AMB,0.4,0.33,0.35,,,,,,,,
Amcom Telecomm,AMM,0.32,0.29,0.28,,,,,,,,
Anteo Diagnostics,ADO,0.105,0.01,0.009,,,,,,,,
  opt feb11,ADOOA,0.025,-,-,,,,,,,,
Archer Explore,AXE,0.2,0.16,0.155,,,,,,,,
Atlas Iron Ltd,AGO,2.35,2.27,1.945,,,,,,,,
Augur Res Ltd,AUK,0.2,0.18,0.12,,,,,,,,
Ausgold Ltd,AUC,0.28,0.24,0.25,,,,,,,,
Austereo Grp Ltd,AEO,1.785,1.73,1.715,,,,,,,,
Austex Oil Ltd,AOK,0.22,0.175,0.2,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.04,0.02,0.021,,,,,,,,
Buka Gold Ltd,BKG,0.19,0.18,0.14,,,,,,,,
Cape Lambert Res,CFE,0.625,0.59,0.565,,,,,,,,
Carnavale Res,CAV,0.255,0.18,0.15,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,755,585,570,,,,,,,,
Centrebet Internat,CIL,1.4,1.3,1.29,,,,,,,,
Choiseul Investments   ,CHO,5.28,5.14,5.14,,,,,,,,
Codan Ltd,CDA,1.22,1.15,1.03,,,,,,,,
C'wlth Bank  of Aust ,CBA,58.1,56.47,55.14,,,,,,,,
Computronics,CPS,0.04,0.035,0.035,,,,,,,,
Coventry Grp,CYG,2.45,2.4,2.3,,,,,,,,
Credit Corp Grp,CCP,3.06,2.83,2.85,,,,,,,,
Early Learning Serv,ELY,0.37,0.25,0.3,,,,,,,,
ETFS Metals etfs pd,ETPMPD,48.28,46.25,41.69,,,,,,,,
FerrAus Ltd,FRS,0.96,0.76,0.74,,,,,,,,
Glengarry Res,GGY,0.076,0.055,0.052,,,,,,,,
Global Nickel Invest,GNI,0.096,0.059,0.075,,,,,,,,
  opt jun12,GNIOA,0.04,0.02,0.025,,,,,,,,
Global Resource,GRF,1.72,1.69,1.64,,,,,,,,
GME Res Ltd,GME,0.11,0.1,0.105,,,,,,,,
Goodman Plus Tr stepup pf,GMPPA,70.5,66,69.54,,,,,,,,
Hannans Reward,HNR,0.285,0.225,0.195,,,,,,,,
IFC Capital Ltd,IFC,0.15,0.094,0.07,,,,,,,,
Image Res NL,IMA,1.05,0.86,0.92,,,,,,,,
Indo Mines Ltd,IDO,0.36,0.19,0.2,,,,,,,,
Iron Ore Hldgs,IOH,2.46,1.815,1.7,,,,,,,,
  opt apr11,IOHO,1.44,0.75,0.74,,,,,,,,
ITX Grp Ltd,ITX,1.4,1.28,1.2,,,,,,,,
Jetset Travelworld,JET,1.55,1.46,1.43,,,,,,,,
Kresta Hldgs,KRS,0.255,0.235,0.22,,,,,,,,
Magnetic Res,MAU,0.44,0.335,0.2,,,,,,,,
Mesoblast Ltd,MSB,2.25,1.79,1.49,,,,,,,,
Navigator Res opt nov11,NAVO,0.068,0.06,0.047,,,,,,,,
Navitas Ltd,NVT,4.52,4.35,4.22,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,85,80,80,,,,,,,,
NKWE Platinum com,NKP,0.695,0.57,0.565,,,,,,,,
  opt aug11,NKPO,0.41,0.295,0.29,,,,,,,,
NRW Hldgs Ltd,NWH,2.16,2.1,2,,,,,,,,
Peak Res,PEK,0.18,0.15,0.125,,,,,,,,
  opt dec10,PEKOA,0.13,0.092,0.051,,,,,,,,
Perilya Ltd,PEM,0.765,0.715,0.7,,,,,,,,
Pharmaxis Ltd,PXS,3,2.79,2.98,,,,,,,,
Powerlan Ltd,PWR,0.15,0.12,0.095,,,,,,,,
Prime Financial,PFG,0.34,0.28,0.235,,,,,,,,
Red Hill Iron,RHI,4.12,4,4,,,,,,,,
Rheochem Plc cdi 1:1,RHE,0.18,0.14,0.125,,,,,,,,
Riversdale Min,RIV,8.33,7.95,7.3,,,,,,,,
Saferoads Hldgs,SRH,1.08,0.84,0.805,,,,,,,,
United Overseas Aust,UOS,0.32,0.295,0.29,,,,,,,,
Village Roadshow,VRL,2.14,2.04,1.88,,,,,,,,
  'a' pref,VRLPA,2.15,1.93,1.86,,,,,,,,
Zamia Gold Mines,ZGM,0.08,0.048,0.045,,,,,,,,
Zicom Grp Ltd,ZGL,0.33,0.28,0.275,,,,,,,,
Zimplats Hldgs,ZIM,12.2,11.5,11.6,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Gold Ltd,ALD,0.28,0.325,0.31,,,,,,,,
Archer Explore opt feb10,AXEO,0.001,0.003,0.002,,,,,,,,
Digislide Hldgs,DGI,0.255,0.3,0.32,,,,,,,,
ITL Ltd,ITD,0.062,0.073,0.072,,,,,,,,
