Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4418.4 at 16:38 24/8/2010  Report at 19:05 Tuesday 24/8/2010. Processed 19:21 Tuesday 24/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.049,0.045,0.029,,,,,,,,
Adelaide Managed unt,AYT,1.46,1.45,1.45,,,,,,,,
Aevum Ltd,AVE,1.715,1.675,1.115,,,,,,,,
Alamar Res Ltd opt mar13,ALGO,0.04,0.03,0.03,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,38,35,32.5,,,,,,,,
ANZ Banking Grp pref,ANZPA,105.4,104.9,104.3,,,,,,,,
ARB Corp,ARP,6.54,6.31,5.98,,,,,,,,
Aston Res Ltd,AZT,6.3,6.09,-,,,,,,,,
Bigair Grp Ltd,BGL,0.22,0.205,0.19,,,,,,,,
Chandler Macleod,CMG,0.34,0.33,0.28,,,,,,,,
CVC Ltd,CVC,0.86,0.85,0.84,,,,,,,,
Embelton Ltd,EMB,5.2,4.9,4.6,,,,,,,,
Gazal Corp,GZL,1.635,1.6,1.6,,,,,,,,
Global Prop,GPB,1.15,0.95,0.26,,,,,,,,
GPT Grp stp,GPT,3.05,2.95,3.01,,,,,,,,
Mako Energy Ltd,MKE,0.22,0.09,0.09,,,,,,,,
My Net Fone Ltd,MNF,0.12,0.095,0.094,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.085,0.057,0.035,,,,,,,,
Papillon Res Ltd,PIR,0.29,0.255,0.15,,,,,,,,
  opt dec12,PIROA,0.135,0.125,0.057,,,,,,,,
Regis Res opt oct12,RRLOB,0.4,0.3,0.2,,,,,,,,
Saunders Intl Ltd,SND,0.5,0.465,0.45,,,,,,,,
Silver Mines Ltd,SVL,0.17,0.165,0.115,,,,,,,,
Sphere Min Ltd,SPH,2.5,1.6,1.625,,,,,,,,
Trafalgar Corp stp,TGP,1.02,0.95,0.945,,,,,,,,
Victorian Gold Mines,VGM,0.335,0.27,0.17,,,,,,,,
  ctg,VGMCA,0.16,0.086,-,,,,,,,,
  opt mar14,VGMO,0.145,0.07,0.045,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Arturus Capital,AKW,0.07,0.076,0.096,,,,,,,,
Aust Leaders opt nov10,ALFO,0.001,0.002,0.003,,,,,,,,
Bass Strait Oil Co,BAS,0.023,0.024,0.027,,,,,,,,
Beach Energy Ltd,BPT,0.61,0.64,0.66,,,,,,,,
Billabong Intl,BBG,7.46,7.74,8.28,,,,,,,,
Cellestis Ltd,CST,2.2,2.69,2.7,,,,,,,,
Central Pet opt mar14,CTPO,0.023,0.025,0.025,,,,,,,,
Clancy Explore,CLY,0.074,0.076,0.079,,,,,,,,
Cudeco Ltd,CDU,1.63,2.09,4.15,,,,,,,,
Dampier Gold Ltd,DAU,0.53,-,-,,,,,,,,
Djerriwarrh Invest,DJW,3.8,3.82,3.87,,,,,,,,
Eyecare Partners,EPL,0.058,0.066,0.066,,,,,,,,
Gloucester Coal,GCLN,8.4,8.85,-,,,,,,,,
Gulf Mines Ltd,GLM,0.017,0.018,0.02,,,,,,,,
Holista Colltech,HCT,0.079,0.081,0.093,,,,,,,,
James Hardie Ind cdi,JHX,5.34,5.37,5.99,,,,,,,,
Kairiki Energy,KIK,0.061,0.079,0.095,,,,,,,,
Mirabela Nickel,MBN,1.72,1.8,1.955,,,,,,,,
Modena Res Ltd opt dec13,MDAOA,0.004,0.005,0.005,,,,,,,,
NZ Oil & Gas ,NZO,0.93,0.94,0.96,,,,,,,,
Nexbis Ltd,NBS,0.069,0.082,0.077,,,,,,,,
Northern Min,NMI,0.051,0.06,0.07,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.013,0.015,0.021,,,,,,,,
Oceania Capital,OCP,1.41,1.5,1.5,,,,,,,,
Optiscan Imaging,OIL,0.035,0.04,0.05,,,,,,,,
Papyrus Aust,PPY,0.205,0.22,0.23,,,,,,,,
PharmAust Ltd,PAA,0.019,0.025,0.042,,,,,,,,
  opt mar12,PAAO,0.003,0.004,0.008,,,,,,,,
Poseidon Nick Ltd,POS,0.15,0.155,0.18,,,,,,,,
Redcape Prop Grp stp,RPF,0.14,0.145,0.175,,,,,,,,
Regal Res,RER,0.01,0.019,0.018,,,,,,,,
ResMed Inc bns def,RMDBN,3.25,3.47,-,,,,,,,,
Sultan Corp,SSC,0.005,0.006,0.007,,,,,,,,
Telstra Corp,TLS,2.75,2.91,3.09,,,,,,,,
Unilife Corp cdi,UNS,0.885,0.9,1.06,,,,,,,,
United Uranium opt jun12,UULOA,0.02,0.039,0.035,,,,,,,,
Whitefield Ltd,WHF,2.88,2.9,2.89,,,,,,,,
