ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5425.7 at 2013-11-05T16:53:06. Report at Tuesday, November 5, 2013. Processed Wednesday at 2013-11-06T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aust Master Fund No 4,AYK,101.10,101.03,101.01,,
Aust Master Fund No 3,AYJ,101.66,101.57,101.55,,
ASK Funding,AKF,.16,.155,.155,,
Aust Pharmaceutical,API,.665,.66,.66,,
Australand Prop stp,ALZ,3.92,3.76,3.815,,
Bank of Qld pref,BOQPD,108.00,107.40,107.40,,
Challenger,CGF,6.30,6.09,6.09,,
Crown notesep72,CWNHA,108.15,107.97,107.97,,
Entellect,ESN,.004,.003,.001,,
E-Pay Asia,EPY,.70,.515,.49,,
eServGlobal,ESV,.595,.535,.535,,
Firestone Energy,FSE,.01,.009,.008,,
Harvey Norman,HVN,3.425,3.32,3.32,,
Henderson Grp cdi,HGG,3.76,3.70,3.70,,
iShares MSCI Em Mkt cdi,IEM,45.97,45.76,45.76,,
JB Hi-Fi,JBH,22.48,22.07,22.07,,
KIM Diamonds,KDL,.70,.67,.67,,
Landmark White,LMW,.52,.49,.48,,
Mayne Pharma,MYX,.805,.745,.73,,
Nick Scali,NCK,3.16,3.05,3.05,,
Perpetual,PPT,47.09,46.96,46.96,,
Rampart Energy,RTD,.07,.066,.066,,
  opt jan16,RTDO,.022,.017,.016,,
Rand Mining,RND,.62,.57,.525,,
Reece Aust,REH,29.21,29.08,28.05,,
Reward Minerals opt jun16,RWDO,.09,.085,.085,,
RungePincockMinarco,RUL,.685,.67,.65,,
Senex Energy,SXY,.895,.84,.83,,
Slater & Gordon,SGH,4.06,4.045,4.045,,
Stratatel,STE,.059,.052,.052,,
Structural Monitor cdi,SMN,.19,.14,.11,,
The Trust Company,TRU,8.60,8.42,8.42,,
Transpacific Indust,TPI,1.175,1.165,1.16,,
Village Roadshow,VRL,7.39,7.30,7.06,,
Vocus Comms,VOC,2.93,2.75,2.81,,
WAM Active,WAA,1.245,1.24,1.24,,
Waterco,WAT,1.28,1.25,1.21,,
Wilson HTM Inv,WIG,.63,.55,.55,,
Xero,XRO,29.75,26.00,26.20,,
XTEK,XTE,.036,.033,.033,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
3D Res,DDD,.012,.017,.017,,
Agricultural Land unt,AGJ,.079,.086,.09,,
AGB Jun14,GSBK14,104.793,-,-,,
AGB Oct14,GSBS14,102.091,-,-,,
AGB Dec13,GSBW13,102.633,-,-,,
Aust Vintage,AVG,.42,.44,.445,,
Clinuvel Pharmac,CUV,1.46,1.55,1.50,,
Condoto Platinum,CPD,.068,.07,.07,,
Crest Min,CTT,.021,.022,.03,,
Excelsior Gold,EXG,.08,.089,.083,,
Indophil Res,IRN,.145,.15,.15,,
Jupiter Energy,JPR,.365,.42,.42,,
Malabar Coal,MBC,.21,.22,.22,,
Manas Resources,MSR,.034,.04,.039,,
Pacific Ore,PSF,.014,.018,.017,,
Peak Resources opt jul14,PEKO,.007,.01,.01,,
Voyager Res,VOR,.004,.005,.005,,
Webjet,WEB,3.10,3.12,3.12,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
