Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4465.4 at 16:35 16/8/2010  Report at 19:05 Monday 16/8/2010. Processed 19:22 Monday 16/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.036,0.032,0.029,,,,,,,,
Adultshop Com opt dec11,ASCO,0.008,0.006,0.003,,,,,,,,
AWB Ltd,AWB,1.445,1.1,1.035,,,,,,,,
Bendigo & Adelaide pref,BENPB,90.7,90,87.7,,,,,,,,
Centennial Coal,CEY,6.07,6.04,6.05,,,,,,,,
Clancy Explore optjul13d,CLYO,0.024,0.022,-,,,,,,,,
Elixir Pet Ltd,EXR,0.07,0.066,0.053,,,,,,,,
Embelton Ltd,EMB,4.8,4.75,4.6,,,,,,,,
Exco Res Ltd,EXS,0.415,0.41,0.295,,,,,,,,
Headline Grp Ltd,HLD,0.41,0.395,0.395,,,,,,,,
Integra Min Ltd,IGR,0.4,0.395,0.36,,,,,,,,
ITX Grp Ltd,ITX,1.52,1.45,1.25,,,,,,,,
Kasbah Res,KAS,0.12,0.115,0.085,,,,,,,,
Legend Corp,LGD,0.21,0.19,0.185,,,,,,,,
Matrix C & E Ltd,MCE,4,3.72,2.85,,,,,,,,
Medic Vision Ltd,MVH,0.051,0.05,0.02,,,,,,,,
Pac Niugini Ltd,PNR,0.25,0.225,0.19,,,,,,,,
Suncorp-Metway pref,SUNPB,99.94,99.65,98.3,,,,,,,,
Viagold Capital,VIA,1.05,1.02,0.95,,,,,,,,
Wattyl Ltd,WYL,1.655,1.65,1.65,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
ADX Energy Ltd opt mar11,ADXO,0.04,0.058,0.06,,,,,,,,
Altura Min Ltd,AJM,0.115,0.12,0.117,,,,,,,,
Ardent Leisure stp,AAD,0.92,0.935,0.94,,,,,,,,
Buderim Ginger,BUG,0.185,0.2,0.205,,,,,,,,
Carnavale Res opt feb13,CAVO,0.044,0.055,0.045,,,,,,,,
CI Res Ltd,CII,0.64,0.76,0.68,,,,,,,,
Clancy Explore,CLY,0.076,0.078,0.079,,,,,,,,
Euroz Ltd,EZL,1.06,1.145,1.16,,,,,,,,
Fletcher Bld,FBU,5.66,5.82,6.07,,,,,,,,
Gulf Mines Ltd,GLM,0.019,0.02,0.02,,,,,,,,
Hire Intelligence,HII,0.055,0.096,0.1,,,,,,,,
James Hardie Ind cdi,JHX,5.43,5.45,5.99,,,,,,,,
Joyce Corp,JYC,0.33,0.35,0.4,,,,,,,,
Kairiki Energy,KIK,0.082,0.086,0.095,,,,,,,,
Key Pet,KEY,0.053,0.056,0.054,,,,,,,,
Medigard Ltd rts 18aug,MGZR,0.01,0.021,-,,,,,,,,
Mirabela Nickel,MBN,1.82,1.825,1.955,,,,,,,,
Modena Res Ltd,MDA,0.019,0.02,0.028,,,,,,,,
Ocean Capital,OCE,0.2,0.24,0.25,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.006,0.008,0.008,,,,,,,,
Pilbara Min Ltd,PLS,0.07,0.085,0.08,,,,,,,,
Port Bouvard Ltd,PBD,0.1,0.105,0.115,,,,,,,,
Primary Health Care,PRY,3.32,3.39,3.46,,,,,,,,
Redcape Prop Grp stp,RPF,0.145,0.155,0.175,,,,,,,,
Sunland Grp Ltd,SDG,0.61,0.615,0.655,,,,,,,,
"""Sunshine Heart, cdi",SHC,0.026,0.032,0.028,"""",,,,,,,
Tabcorp Hldgs Ltd,TAH,6.18,6.22,6.29,,,,,,,,
TZ Ltd,TZL,0.28,0.34,0.35,,,,,,,,
Unilife Corp cdi,UNS,0.9,1.025,1.06,,,,,,,,
Virax Hldgs,VHL,0.036,0.074,0.066,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.052,0.06,0.06,,,,,,,,
