Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4409.7 at 17:32 28/6/2010  Report at 19:05 Monday 28/6/2010. Processed 19:42 Monday 28/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Qld Trustees Invest,QTI,0.34,0.36,0.36,,,,,,,,
Renaissance Min,RNS,0.19,0.2,-,,,,,,,,
Resource Base,RBX,0.02,0.03,0.027,,,,,,,,
Rivercity Motorway stp,RCY,0.019,0.02,0.045,,,,,,,,
Seven Grp Hldgs,SVW,5.64,5.78,6.05,,,,,,,,
Sims Metal Mgmt,SGM,17.53,17.94,18.55,,,,,,,,
Sino Gas Energy,SEH,0.028,0.031,0.029,,,,,,,,
Sino Strategic Intl,SSI,0.23,0.28,0.35,,,,,,,,
Thor Min Plc cdi,THR,0.008,0.015,0.014,,,,,,,,
Toro Energy Ltd,TOE,0.064,0.067,0.08,,,,,,,,
Torrens Energy,TEY,0.085,0.086,0.095,,,,,,,,
Transfield Serv Infr stp,TSI,0.64,0.645,0.66,,,,,,,,
Transit Hldgs,TRH,0.155,0.165,0.2,,,,,,,,
Transpacific Indust,TPI,0.975,1.025,1.135,,,,,,,,
Trinity Grp stp,TCQ,0.05,0.055,0.069,,,,,,,,
Triton Gold Ltd opt dec13,TONO,0.025,0.045,0.03,,,,,,,,
Uranex NL,UNX,0.14,0.155,0.16,,,,,,,,
Uranium Equities,UEQ,0.075,0.078,0.083,,,,,,,,
Vision Grp Hldgs,VGH,0.25,0.26,0.35,,,,,,,,
WHL Energy Ltd,WHN,0.02,0.022,0.028,,,,,,,,
Wildhorse Energy,WHE,0.215,0.225,0.225,,,,,,,,
