ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4940.2 at 2011-04-20T16:38:03. Report at Wednesday, April 20, 2011. Processed Thursday at 2011-04-21T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Anchor Res,AHR,.34,.29,.275,,
Aust Unity Ltd frn apr16,AYUHA,102.00,-,-,,
Australand Assets assets,AAZPB,97.25,95.00,95.499,,
Bandanna Energy,BND,2.13,1.875,1.95,,
C @ Limited,CEO,.064,.045,.038,,
  opt apr12,CEOO,.049,.036,.028,,
ChemGenex Pharma opt feb12,CXSOA,.35,.26,.11,,
Cobar Cons Res,CCU,1.18,1.06,1.09,,
Embelton,EMB,6.00,5.56,5.55,,
ETFS Physical Silver,ETPMAG,41.79,39.87,37.49,,
Exco Res,EXS,.77,.695,.60,,
Goodman Plus Tr stepup pf,GMPPA,81.50,80.00,76.50,,
GR Engineer Ltd,GNG,2.14,-,-,,
Horizon Oil,HZN,.41,.40,.38,,
Jupiter Energy,JPR,.075,.069,.062,,
Kula Gold,KGD,2.00,1.865,1.75,,
Latrobe Magnesium,LMG,.042,.038,.038,,
MAX Trust unt,MXQ,.21,.18,.165,,
Mint Wireless,MNW,.051,.042,.035,,
NT Res opt jun13,NTRO,.051,.038,.038,,
Orica pref,ORIPB,101.25,100.00,100.00,,
Peel Exploration,PEX,.14,.11,.12,,
QRxPharma,QRX,1.98,1.81,1.67,,
RP Data,RPX,1.695,1.69,1.68,,
Seven Grp Hldgs pref,SVWPA,95.98,95.00,94.599,,
Sigma Pharmaceutical,SIP,.385,.36,.338,,
Slater & Gordon,SGH,2.38,2.26,2.33,,
SomnoMed,SOM,1.35,1.30,1.145,,
Sunshine Heart cdi,SHC,.06,.053,.04,,
Tabcorp Hldgs,TAH,7.74,7.59,7.70,,
Transit Hldgs,TRH,.955,.92,.51,,
Voyager Res rts04mayd,VORR,.003,.002,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Becton Property stp,BEC,.02,.024,.038,,
Betashares Us Dollar etf unt,USD,9.44,9.46,9.68,,
Bisalloy Steel,BIS,.115,.13,.135,,
Broken Hill Prospecting opt feb14,BPLOA,.03,.031,.038,,
Carnarvon Pet,CVN,.285,.31,.31,,
Coffey Int'l,COF,.655,.70,.67,,
Delta SBD,DSB,.81,.865,.82,,
Energy & Minerals opt jul11,EMAO,.005,.01,.009,,
Eureka Gold Hldgs,EGH,.065,.07,.08,,
FerrAus,FRS,.65,.68,.725,,
Humanis Grp def,HUMDC,.28,.30,-,,
Ipernica,IPR,.071,.076,.073,,
Iron Ore Hldgs rts03mayd,IOHR,.065,.12,-,,
Ivanhoe Aust opt sep11,IVAO,.185,.23,.20,,
Leighton Hldgs,LEI,23.63,24.00,27.493,,
Mincor Res,MCR,1.23,1.31,1.275,,
Mindoro Res cdi,MDO,.19,.20,.20,,
My ATM Hldgs,MYA,.07,.085,.10,,
Noni B,NBL,.88,.885,.945,,
Octanex ctg,OXXCA,.155,.17,.22,,
Pacific Brands,PBG,.75,.755,.765,,
Pacrim Energy opt dec11,PREO,.001,.002,.002,,
Port Bouvard,PBD,.076,.08,.077,,
Regional Express,REX,.915,1.00,.99,,
Renaissance Uranium,RNU,.13,.14,.135,,
Stirling Res,SRE,.021,.024,.025,,
Thomson Res,TMZ,.19,.21,.20,,
Wilson HTM Inv,WIG,.74,.76,.80,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
