Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 19:20 Friday 18/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Oil Ltd,TDO,0.36,0.275,0.285,,,,,,,,
APA Grp stpld,APA,3.41,3.33,3.29,,,,,,,,
Astivita Renewables,AIR,0.87,-,-,,,,,,,,
AXA Asia Pacific,AXA,6.55,5.9,6,,,,,,,,
Blackham Res opt oct11,BLKO,0.095,0.07,-,,,,,,,,
Carsales Com Ltd,CRZ,5.1,4.96,4.65,,,,,,,,
CGA Min Ltd,CGX,2.41,2.14,2.23,,,,,,,,
Colorpak Ltd,CKL,0.52,0.5,0.5,,,,,,,,
Computronics,CPS,0.031,0.028,0.025,,,,,,,,
Domino Pizza Enterpr,DMP,5.1,4.85,4.67,,,,,,,,
Early Learning Serv,ELY,0.145,0.11,0.135,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.025,-,-,,,,,,,,
Ideas Intl,IDE,0.28,0.2,0.2,,,,,,,,
Ironclad Min,IFE,0.8,0.75,0.785,,,,,,,,
iShares MSCI Em Mkts cdi 1:1,IEM,47.78,46.11,45.59,,,,,,,,
iShares MSCI Sing cdi 1:1,ISG,13.04,12.8,12.63,,,,,,,,
Lincoln Min opt jun10,LMLO,0.135,0.115,0.105,,,,,,,,
Ludowici Ltd,LDW,3.2,2.72,2.36,,,,,,,,
NKWE Platinum com,NKP,0.545,0.45,0.46,,,,,,,,
  opt aug11,NKPO,0.275,0.205,0.24,,,,,,,,
Norfolk Grp,NFK,0.91,0.9,0.9,,,,,,,,
NRW Hldgs Ltd,NWH,1.995,1.94,1.9,,,,,,,,
Robust Res,ROL,1.885,1.3,0.695,,,,,,,,
Steamships Trading,SST,16,15.45,15.45,,,,,,,,
Trafford Res,TRF,0.7,0.42,0.285,,,,,,,,
Vngd All-World ex-US cdi 1:1,VEU,51,49.65,49,,,,,,,,
Vngd US Total Market cdi 1:1,VTS,63.37,61.63,60.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
CMA Corp Ltd,CMV,0.059,0.06,0.074,,,,,,,,
Commonwealth Prop new,CPAN,0.88,0.9,0.915,,,,,,,,
Forest Enterprises,FEA,0.066,0.067,0.067,,,,,,,,
IDT Aust Ltd,IDT,1.33,1.38,1.39,,,,,,,,
Lindian Res opt dec09,LINO,0.001,0.003,0.01,,,,,,,,
Macro Corp Ltd,MAC,0.027,0.029,0.029,,,,,,,,
Marion Energy opt dec11,MAEO,0.015,-,-,,,,,,,,
Northern Uranium opt dec09,NTUO,0.001,0.04,0.04,,,,,,,,
Orion Pet Ltd opt sep10,OIPO,0.004,0.006,0.01,,,,,,,,
Sino Gas Energy,SEH,0.15,0.16,0.18,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.23,0.28,-,,,,,,,,
Sunshine Heart cdi,SHC,0.033,0.035,0.036,,,,,,,,
Webster Ltd,WBA,0.465,0.47,0.5,,,,,,,,
