ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4360.7 at 2012-03-23T16:37:03. Report at Friday, March 23, 2012. Processed Saturday at 2012-03-24T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Amalgamated Hldgs,AHD,6.24,6.09,6.08,,
AP Eagers,APE,13.90,13.57,13.23,,
ARB Corp,ARP,9.11,8.89,8.86,,
BetaShares Aust HIC etf unt,AAA,50.11,50.05,-,,
Breville Grp,BRG,4.02,3.72,3.61,,
Buru Energy,BRU,3.60,3.12,2.08,,
Cleveland Min,CDG,.76,.59,.59,,
Eclipse Uranium opt may14,EULO,.015,.011,.011,,
E-Pay Asia,EPY,.24,.225,.225,,
Gladiator Res rts30mard,GLAR,.003,-,-,,
iShares Glb Cons cdi,IXI,67.67,66.70,63.90,,
Key Petroleum,KEY,.044,.037,.023,,
New Standard Energy,NSE,.74,.70,.545,,
Norwest Energy,NWE,.08,.076,.046,,
OIL Basins opt jun12,OBLOA,.056,.049,.028,,
SP AusNet stp,SPN,1.065,1.045,1.005,,
Sunbird Energy,SNY,.37,.29,.30,,
Taruga Gold,TAR,.22,.19,.21,,
Titan Energy opt dec12,TTEO,.005,.003,.004,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A1 Invest & Res,AYI,.01,.014,.026,,
Antipa Min opt mar13,AZYO,.016,.02,.02,,
Arafura Resources,ARU,.295,.31,.30,,
Ausgold,AUC,.80,.89,.91,,
Aviva Corp,AVA,.10,.115,.11,,
Centrepoint Alliance,CAF,.35,.40,.40,,
Commissioners Gold,CGU,.067,.08,.07,,
Condor Metals,CNK,.033,.046,.06,,
CSR,CSR,1.76,1.805,1.83,,
Dart Energy,DTE,.31,.335,.37,,
Dragon Min,DRA,.935,.98,1.09,,
East Coast Min,ECM,.025,.03,.032,,
FeOre,FEO,.245,.25,.25,,
Great Western Exp opt jun12,GTEO,.026,.028,.03,,
Hannans Reward,HNR,.081,.093,.092,,
Hastie Grp,HST,.305,.36,.48,,
Helix Res,HLX,.052,.058,.058,,
IDM Intl rts 23mar,IDMR,.001,.009,-,,
Intercept Minerals,IZM,.043,.05,.045,,
Ironclad Min opt mar12,IFEO,.002,.042,.08,,
iSonea,ISN,.003,.005,.004,,
Jetset Travelworld,JET,.515,.58,.645,,
Kagara,KZL,.145,.16,.305,,
Kibaran Nickel,KNL,.052,.064,.06,,
LinQ Res Fund unt,LRF,.61,.62,.66,,
Mithril Resources,MTH,.044,.052,.05,,
Navigator Res,NAV,.012,.014,.016,,
Noble Min Res,NMG,.385,.435,.47,,
NuSep Hldgs,NSP,.026,.029,.047,,
Octanex ctg,OXXCB,.11,.16,.13,,
Paradigm Metals,PDM,.01,.011,.012,,
Port Bouvard,PBD,.027,.029,.035,,
Ramelius Res,RMS,.785,.875,1.015,,
RBS rbsriciag,RBSRIA,1.685,1.74,1.74,,
Renison Cons 12% cn12,RSNG,.02,.08,.08,,
Saracen Min opt jun13,SARO,.315,.33,.70,,
SmartTrans Hldgs,SMA,.015,.017,.019,,
SomnoMed,SOM,.86,.885,.91,,
WHL Energy opt jun12,WHNO,.005,.01,.007,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
