Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4753.3 at 16:47 4/5/2010  Report at 19:05 Tuesday 4/5/2010. Processed 19:34 Tuesday 4/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ALE Prop Grp def,LEPHC,101.5,-,-,,,,,,,,
Amcor Ltd,AMC,6.76,6.62,6.63,,,,,,,,
Ampella Min,AMX,1.66,1.55,1.55,,,,,,,,
  opt jul10,AMXO,1.45,1.3,1.3,,,,,,,,
Authorised Invest,AIY,0.055,0.05,0.05,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,960,950,950,,,,,,,,
Eldorado Gold cdi  1:1,EAU,16.69,16.56,16.56,,,,,,,,
ETFS Metals etfs pm,ETPMPM,105.8,103.84,104.34,,,,,,,,
Fairstar Res,FAS,0.16,0.15,0.15,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.75,1.56,1.59,,,,,,,,
HOT Chili Ltd,HCH,0.225,-,-,,,,,,,,
Hyperion Flagship,HIP,1.51,1.5,1.5,,,,,,,,
Matilda Zircon opt jun10,MZIO,0.009,0.001,0.001,,,,,,,,
McMillan Shakespeare,MMS,4.62,3.84,4,,,,,,,,
Medusa Min Ltd,MML,4.76,4.73,4.73,,,,,,,,
Orchid Capital,ORC,0.045,0.025,0.025,,,,,,,,
  opt feb12,ORCOA,0.01,0.008,0.008,,,,,,,,
Seek Ltd,SEK,8.57,8.39,8.4,,,,,,,,
Seven Grp Hldgs def,SVWPA,88.8,86.5,86.5,,,,,,,,
Wide Bay Aust Ltd,WBB,11.26,11.15,11.15,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Acuvax Ltd,ACU,0.008,0.013,0.011,,,,,,,,
Aii200res etf unt,RSR,5.01,5.28,5.28,,,,,,,,
Aii300metals&Min etf unt,MAM,4.23,4.43,4.43,,,,,,,,
Alcyone Res Ltd,AYN,0.027,0.028,0.028,,,,,,,,
AMP Capital China unt,AGF,0.73,0.76,0.76,,,,,,,,
Apex Min NL,AXM,0.016,0.019,0.019,,,,,,,,
Ausgold Ltd,AUC,0.14,0.17,0.17,,,,,,,,
Aust Leaders opt nov10,ALFO,0.02,0.03,0.03,,,,,,,,
Bannerman Res,BMN,0.36,0.415,0.415,,,,,,,,
Biotron Ltd opt dec11,BITO,0.02,0.022,0.021,,,,,,,,
Capral Ltd,CAA,0.2,0.21,0.205,,,,,,,,
Carnarvon Pet,CVN,0.41,0.415,0.415,,,,,,,,
CEC Grp Ltd,CEG,0.105,0.11,0.11,,,,,,,,
Clive Peeters,CPR,0.11,0.2,0.2,,,,,,,,
Curnamona Energy,CUY,0.225,0.26,0.26,,,,,,,,
EFTEL Ltd,EFT,0.014,0.018,0.018,,,,,,,,
Endocoal Ltd,EOC,0.52,0.645,0.645,,,,,,,,
Energy Res,ERA,13.92,15.33,15.33,,,,,,,,
Geothermal Res,GHT,0.19,0.235,0.235,,,,,,,,
Green Rock Energy,GRK,0.02,0.025,0.025,,,,,,,,
Greencap Ltd,GCG,0.09,0.1,0.1,,,,,,,,
Infigen Energy stp,IFN,0.875,0.95,0.95,,,,,,,,
Innamincka Pet,INP,0.08,0.083,0.083,,,,,,,,
Jameson Res,JAL,0.06,0.074,0.074,,,,,,,,
Liquefied Natural,LNG,0.37,0.41,0.41,,,,,,,,
Marion Energy,MAE,0.039,0.042,0.042,,,,,,,,
Miclyn Exp Offshr,MIO,1.63,1.66,1.66,,,,,,,,
Minemakers Ltd,MAK,0.2,0.37,0.37,,,,,,,,
  opt may10,MAKO,0.002,0.004,0.004,,,,,,,,
Mirvac Industrial unt,MIX,0.037,0.04,0.04,,,,,,,,
Neptune Marine,NMS,0.33,0.335,0.335,,,,,,,,
Nexbis Ltd,NBS,0.105,0.12,0.12,,,,,,,,
Northern Uranium,NTU,0.089,0.09,0.09,,,,,,,,
  opt mar12,NTUOB,0.032,0.033,0.033,,,,,,,,
Petratherm Ltd,PTR,0.2,0.215,0.215,,,,,,,,
Phosphate Aus Ltd,POZ,0.165,0.175,0.175,,,,,,,,
Pike River Coal rts 12may,PRCRC,0.125,0.145,0.145,,,,,,,,
Pro Medicus Ltd   ,PME,0.58,0.585,0.585,,,,,,,,
Resource Star Ltd,RSL,0.087,0.095,0.095,,,,,,,,
Rivercity Motorway stp,RCY,0.074,0.096,0.084,,,,,,,,
Scandinavian Res,SCR,0.165,0.175,0.175,,,,,,,,
Seven Grp Hldgs def,SVW,7.25,7.4,7.4,,,,,,,,
Toro Energy Ltd,TOE,0.1,0.11,0.11,,,,,,,,
Torrens Energy,TEY,0.135,0.2,0.2,,,,,,,,
TZ Ltd,TZL,0.6,0.65,0.65,,,,,,,,
Uran Ltd,URA,0.018,0.02,0.02,,,,,,,,
WDS Ltd,WDS,0.5,0.58,0.58,,,,,,,,
Wild Acre Metals,WAC,0.185,0.21,0.2,,,,,,,,
Willmott Forests,WFL,0.315,0.345,0.34,,,,,,,,
  pref,WFLPA,57,60.7,60.5,,,,,,,,
