Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:05 Friday 17/9/2010. Processed 22:52 Friday 17/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aeris Environmental,AEI,0.26,0.2,0.14,,,,,,,,
Ammtec Ltd,AEC,4.1,3.9,3.82,,,,,,,,
Ampella Min,AMX,2.87,2.48,1.95,,,,,,,,
ARB Corp,ARP,7.6,7.2,6.85,,,,,,,,
Astra Capital Ltd,AKR,0.86,0.84,0.8,,,,,,,,
Athena Res opt apr12,AHNOA,0.035,0.03,0.031,,,,,,,,
Aurora Oil & Gas,AUT,1.295,1.1,1.17,,,,,,,,
Austin Engineer,ANG,4.44,3.98,3.69,,,,,,,,
Auzex Res,AZX,0.365,0.295,0.25,,,,,,,,
Avenue Res Ltd,AVY,0.25,-,-,,,,,,,,
Azumah Res,AZM,0.715,0.655,0.61,,,,,,,,
Bank of Qld reset prf,BOQPA,104.75,103.95,102.91,,,,,,,,
Bendigo & Adelaide pref,BENPA,103.5,102.94,103,,,,,,,,
Blackmores Ltd,BKL,26.92,26.3,24.92,,,,,,,,
Bradken Ltd,BKN,8.29,7.89,8,,,,,,,,
Breville Grp Ltd,BRG,2.6,2.57,2.5,,,,,,,,
Catalpa Res opt oct11,CAHOB,1,0.85,0.63,,,,,,,,
CGA Min Ltd,CGX,2.91,2.51,2.3,,,,,,,,
Chandler Macleod,CMG,0.385,0.37,0.37,,,,,,,,
Coca-Cola Amatil,CCL,12.36,12.22,12,,,,,,,,
Dampier Gold Ltd,DAU,0.64,0.575,0.61,,,,,,,,
Dart Energy Ltd,DTE,1.1,0.915,0.84,,,,,,,,
Discovery Metals,DML,1.05,0.945,0.98,,,,,,,,
Dragon Min Ltd,DRA,0.15,0.14,0.105,,,,,,,,
  10% cn11,DRAG,1.07,1.051,1.051,,,,,,,,
Elemental Min,ELM,0.685,0.47,0.45,,,,,,,,
  opt jan12,ELMO,0.45,0.25,0.25,,,,,,,,
European Gas,EPG,0.375,0.295,0.25,,,,,,,,
Fleetwood Corp,FWD,10.53,10.2,10.13,,,,,,,,
Flight Centre,FLT,23.35,22.94,19.92,,,,,,,,
Gale Pacific Ltd,GAP,0.26,0.24,0.23,,,,,,,,
Global Prop,GPB,1.99,1.395,1.5,,,,,,,,
Globe Intl,GLB,0.76,0.68,0.75,,,,,,,,
Gloucester Coal,GCLN,9.82,9.6,9.45,,,,,,,,
Gryphon Min Ltd,GRY,1.45,1.18,0.97,,,,,,,,
