Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4604.4 at 16:47 6/11/2009  Report at 19:05 Friday 6/11/2009. Processed 19:15 Friday 6/11/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ARB Corp,ARP,5.6,5.35,5.4,,,,,,,,
Astro Jap Prop Grp stpld d,AJADA,0.505,-,-,,,,,,,,
Augur Res Ltd,AUK,0.071,0.065,0.07,,,,,,,,
Avanco Res Ltd,AVB,0.044,0.043,0.043,,,,,,,,
Bassari Res,BSR,0.405,0.36,0.38,,,,,,,,
Bendigo & Adelaide pref,BENPC,89.6,89.5,89.5,,,,,,,,
Brain Resource,BRC,0.35,0.25,0.27,,,,,,,,
Carsales Com Ltd,CRZ,4.25,4.1,4.16,,,,,,,,
Cedar Woods Prop,CWP,2.55,2.5,2.5,,,,,,,,
Centamin Egypt,CNT,2.44,2.38,2.38
Chemgenex Pharmac,CXS,0.93,0.795,0.81
  opt feb12,CXSOA,0.5,0.43,0.44
Cobar Cons,CCU,0.265,0.245,0.245
Coventry Res,CVY,0.295,0.285,0.285
Dromana Estate,DMY,0.035,0.03,0.03
Embelton Ltd,EMB,4.51,3.37,3.37
Enviromission Ltd,EVM,0.12,0.093,0.093
Genera Biosystems,GBI,0.91,0.88,0.9
Global Geoscience,GSC,0.072,0.071,0.071
Greencross Ltd,GXL,0.95,0.9,0.9
Heritage Bld Soc 10%3mth19,HBSHA,105.7,105,105
Indophil Res,IRN,1.03,1.01,1.02
Iron Ore Hldgs,IOH,1.3,1.09,1.15
  opt apr11,IOHO,0.38,0.33,0.33
ITX Grp Ltd,ITX,1.15,1.04,1.045
K2 Asset Mgmt,KAM,0.7,0.6,0.68
Macq (Tickets) tickets,MAZPA,106.849,106.65,106.65
Mark Sensing,MPI,0.032,0.018,0.018
McMillan Shakespeare,MMS,4.2,4.19,4.19
Minerals Corp 10.5%db09,MSCHE,0.9,0.8,0.8
Navitas Ltd,NVT,3.95,3.86,3.86
Norseman Gold cdi 1:1,NGX,1.05,0.94,0.94
North Aust Ltd,NAD,0.066,0.056,0.056
Over Fifty Grp,OFG,1.09,0.87,0.87
Paramount Min,PCP,0.1,0.074,0.077
Petratherm Ltd,PTR,0.48,0.39,0.4
Probiomics Ltd,PCC,0.017,0.012,0.012
QED Occtech Ltd,QED,0.022,0.019,0.02
RCG Corp Ltd,RCG,0.52,0.49,0.49
REA Grp,REA,8.73,8.3,8.69
Scantech Ltd,SCD,0.6,0.5,0.53
Somnomed Ltd,SOM,0.049,0.043,0.043
Supply Net,SNL,0.44,0.37,0.37
Terrain Min,TMX,0.075,0.063,0.063
Tower Aust,TAL,3.16,3.01,3.11
TPL Corp Ltd,TPL,0.023,0.014,0.014
Verus Invest opt jun10,VILO,0.007,0.005,0.006
Village Roadshow 'a' pref,VRLPA,1.825,1.78,1.78
Wattyl Ltd,WYL,1.09,1.07,1.07
Xtek Ltd,XTE,0.056,0.037,0.041
New Yearly Lows,,,,
Coal FE Res opt dec09,CESO,0.001,0.005,0.005
Datamotion Asia,DMN,0.001,0.002,0.002
iShares MSCI Japan cdi 1:1,IJP,10.58,10.59,10.59
Minemakers Ltd opt may10,MAKO,0.03,0.031,0.031
Northern Uranium opt sep12,NTUOA,0.062,0.075,0.071
Strategic Min,SMC,0.02,0.038,0.037
VDM Grp Ltd rts13novd,VMGR,0.046,0.076,0.076
