ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5440.1 at 2015-01-09T16:40:36. Report at Friday, January 9, 2015. Processed Saturday at 2015-01-10T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Abacus Prop stp,ABP,3.23,3.10,3.10,,
Air New Zealand,AIZ,2.58,2.52,2.52,,
Alexium Int'l,AJX,.69,.54,.56,,
Altium,ALU,3.49,3.28,3.35,,
Alumina,AWC,1.91,1.835,1.845,,
Appen,APX,.675,-,-,,
Asian Masters Fund,AUF,1.30,1.20,1.20,,
Austal,ASB,1.60,1.515,1.505,,
BWP Trust unt,BWP,2.93,2.85,2.87,,
Cochlear,COH,80.39,79.46,79.46,,
Collaborate Corp opt apr17,CL8O,.007,.005,.006,,
Contango Microcap 5.5 cn20,CTNG,101.00,100.40,100.40,,
Elders hybrids,ELDPA,62.50,62.00,62.25,,
Federation Cntres stp,FDC,2.94,2.91,2.93,,
Godfreys Grp,GFY,3.25,2.92,2.94,,
Infratil,IFZ,2.60,2.007,2.007,,
Kresta Hldgs,KRS,.25,.22,.22,,
Lovisa Hldgs,LOV,2.65,2.34,2.43,,
Magellan Fin Grp,MFG,17.60,16.89,16.97,,
Medigard,MGZ,.034,.033,.033,,
Migme,MIG,1.07,.85,.85,,
Mutiny Gold,MYG,.053,.046,.044,,
Nufarm,NUF,5.06,4.84,4.83,,
Orora,ORA,2.08,1.98,2.02,,
Paragon Care,PGC,.42,.38,.38,,
QV Equities,QVE,1.07,1.04,1.04,,
Ramsay Health Care,RHC,59.07,58.49,58.49,,
Regional Express,REX,1.075,1.035,1.07,,
ResMed Inc cdi,RMD,7.155,7.13,7.13,,
Slater & Gordon,SGH,6.63,6.47,6.58,,
SomnoMed,SOM,3.00,2.71,2.85,,
Spark Infrastructure forus,SKI,2.15,2.145,2.145,,
Spark New Zealand,SPK,3.085,3.03,3.03,,
SPDR DJ Global Reit,DJRE,20.15,19.80,20.00,,
Telstra Corp,TLS,6.07,6.03,6.05,,
Toll Hldgs,TOL,6.09,5.95,6.02,,
Tower,TWR,2.15,2.09,2.10,,
US Select POF unt,USF,1.91,1.86,1.86,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Antares Energy,AZZ,.17,.18,.18,,
Anteo Diagnostics,ADO,.10,.12,.11,,
BetaShares Commods etf unt,QCB,12.11,12.52,12.52,,
BluGlass,BLG,.088,.09,.09,,
Buru Energy,BRU,.315,.41,.375,,
E & A,EAL,.355,.38,.38,,
GWR Grp,GWR,.049,.06,.06,,
Kathmandu Hldgs,KMD,1.825,1.98,1.95,,
NAOS Emerging Opp opt aug15,NCCOA,.01,.025,.025,,
Prima BioMed,PRR,.031,.033,.033,,
Primary Opinion,POP,.04,.049,.045,,
Segue Res,SEG,.004,.005,.005,,
STW Comms,SGN,.887,.965,.905,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
