Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4563.0 at 16:37 2/9/2010  Report at 19:05 Thursday 2/9/2010. Processed 19:15 Thursday 2/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.65,0.6,0.6,,,,,,,,
Advanced Share,ASW,0.79,0.77,0.78,,,,,,,,
Ammtec Ltd,AEC,3.83,3.61,3.82,,,,,,,,
Ampella Min,AMX,2,1.81,1.95,,,,,,,,
Aust Vintage Ltd,AVG,0.4,0.36,0.365,,,,,,,,
Avoca Res,AVO,3.21,3.07,3.1,,,,,,,,
Bank of Qld reset prf,BOQPA,104,102.5,102.91,,,,,,,,
Bathurst Res,BTU,0.31,0.26,0.27,,,,,,,,
  opt dec10,BTUO,0.069,0.05,0.05,,,,,,,,
Brookfield Bonds B 8.79%3m12,BZBHA,105.25,103,103.5,,,,,,,,
Campbell Brothers,CPB,32.5,31.39,32.35,,,,,,,,
Canyon Res Ltd,CAY,0.36,0.29,0.31,,,,,,,,
Charter Hall Office def,CQODA,2.59,-,-,,,,,,,,
Charter Hall Retail def,CQRDA,3.11,-,-,,,,,,,,
Colorpak Ltd,CKL,0.54,0.53,0.535,,,,,,,,
Data#3 Ltd,DTL,9.39,9.1,9.23,,,,,,,,
Equinox Min Ltd cdi,EQN,5.52,4.96,5.31,,,,,,,,
Fleetwood Corp,FWD,10.19,9.94,10.13,,,,,,,,
Forge Grp Ltd,FGE,3.68,3.5,3.5,,,,,,,,
Gale Pacific Ltd,GAP,0.24,0.21,0.23,,,,,,,,
Hastings Divers stp,HDF,1.41,1.39,1.4,,,,,,,,
Heemskirk Cons 8% cn11,HSKG,2.75,2.67,2.7,,,,,,,,
Iluka Res,ILU,5.72,5.44,5.66,,,,,,,,
Independence Grp,IGO,5.97,5.59,5.8,,,,,,,,
Intrepid Mines,IAU,0.835,0.8,0.83,,,,,,,,
Invocare Ltd,IVC,6.85,6.35,6.49,,,,,,,,
Koon Hldgs cdi,KNH,0.35,0.243,0.25,,,,,,,,
Lonrho Min Ltd,LOM,0.037,0.034,0.036,,,,,,,,
  opt jun12,LOMO,0.007,0.005,0.005,,,,,,,,
  opt nov10,LOMOA,0.026,0.023,0.023,,,,,,,,
Lynas Corp,LYC,1.07,1.02,1.05,,,,,,,,
MAC Services (The),MSL,2.95,2.81,2.92,,,,,,,,
Matrix C & E Ltd,MCE,4.81,4.41,4.6,,,,,,,,
Mineral Res,MIN,9.1,8.71,8.99,,,,,,,,
Newcrest Min def x lgl,NCMN,38.71,-,36.7,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.085,0.071,0.08,,,,,,,,
Orica Ltd,ORI,26.77,25.68,25.89,,,,,,,,
Orotongrp Ltd,ORL,7.3,7.15,7.15,,,,,,,,
Papillon Res Ltd,PIR,0.295,0.29,0.29,,,,,,,,
Peak Res opt dec10,PEKOA,0.17,0.125,0.165,,,,,,,,
Regis Res,RRL,1.27,1.2,1.25,,,,,,,,
  opt oct12,RRLOB,0.55,0.4,0.48,,,,,,,,
Seymour Whyte Ltd,SWL,1.3,1.22,1.25,,,,,,,,
Shield Min,SHX,0.315,0.265,0.29,,,,,,,,
Silver Lake Resource,SLR,2.25,2.19,2.23,,,,,,,,
Silver Mines Ltd,SVL,0.175,0.17,0.17,,,,,,,,
