Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4829.8 at 16:34 10/3/2010  Report at 19:05 Wednesday 10/3/2010. Processed 19:12 Wednesday 10/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ADG Global Supply opt mar11,ADQO,0.013,0.01,0.01,,,,,,,,
Adultshop Com,ASC,0.015,0.011,0.012,,,,,,,,
Aurox Res,AXO,0.735,0.29,0.37,,,,,,,,
  7%cnjun10,AXOG,0.95,0.794,0.84,,,,,,,,
Aussie Q Res,AQR,0.72,0.54,0.47,,,,,,,,
Challenger Div Pro stp,CDI,0.56,0.545,0.51,,,,,,,,
Codan Ltd,CDA,1.36,1.34,1.3,,,,,,,,
Cougar Energy,CXY,0.155,0.14,0.125,,,,,,,,
Desane Grp Hldings,DGH,0.565,0.525,0.55,,,,,,,,
Fairfax Media Ltd pref,FXJPB,90.51,90,89.3,,,,,,,,
Flight Centre,FLT,20.39,19.99,20,,,,,,,,
Giralia Res NL,GIR,1.955,1.88,1.74,,,,,,,,
GWA Intl,GWT,3.35,3.31,3.27,,,,,,,,
Headline Grp Ltd,HLD,0.3,0.23,0.235,,,,,,,,
Impedimed Ltd,IPD,0.9,0.73,0.74,,,,,,,,
IOOF Hldgs Ltd,IFL,6.69,6.57,6.19,,,,,,,,
IPGA Ltd,IPP,0.22,0.189,0.156,,,,,,,,
Iron Ore Hldgs,IOH,2.55,2.4,2.5,,,,,,,,
  opt apr11,IOHO,1.6,1.45,1.45,,,,,,,,
Lodestar Min,LSR,0.13,0.115,0.12,,,,,,,,
Mantra Res,MRU,5.84,5.8,5.75,,,,,,,,
Mystate Ltd,MYS,3.5,3.26,3.14,,,,,,,,
Newport Min Ltd,NMN,0.325,0.255,0.25,,,,,,,,
Nick Scali Ltd,NCK,1.68,1.62,1.58,,,,,,,,
OceanaGold Corp cdi,OGC,2.8,2.59,2.46,,,,,,,,
Orocobre Ltd,ORE,2.41,1.955,2.04,,,,,,,,
Ramsay Health Care,RHC,13.58,13.08,12.66,,,,,,,,
Reece Aust Ltd,REH,26.65,26,26.3,,,,,,,,
Richmond Min,RHM,0.26,0.19,0.195,,,,,,,,
RP Data Ltd,RPX,1.15,1.08,0.99,,,,,,,,
Silver Chef Ltd,SIV,2.44,2.35,2.06,,,,,,,,
SMS Management,SMX,7.21,7.04,6.9,,,,,,,,
Sphere Min Ltd,SPH,1.49,1.29,1.34,,,,,,,,
Thinksmart Ltd,TSM,1.06,1.02,1.02,,,,,,,,
Virgin Blue Hldgs,VBA,0.8,0.725,0.655,,,,,,,,
Webjet Ltd,WEB,2.59,2.44,2.48,,,,,,,,
Wild Acre Metals,WAC,0.24,0.225,-,,,,,,,,
World Reach Ltd,WRR,0.018,0.006,0.008,,,,,,,,
Wotif Com Hldgs,WTF,7.87,7.55,7.64,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Atlantic Gold NL opt jan11,ATVOA,0.015,0.016,0.016,,,,,,,,
Axiom Prop,AXI,0.028,0.03,0.03,,,,,,,,
CathRx Ltd,CXD,0.24,0.26,0.25,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.042,0.055,0.048,,,,,,,,
EFTEL Ltd,EFT,0.017,0.019,0.021,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.013,0.014,0.015,,,,,,,,
Ferrowest Ltd opt jun10,FWLO,0.003,0.004,0.02,,,,,,,,
ICSGlobal Ltd,ICS,0.015,0.018,0.018,,,,,,,,
India Equities Fund opt aug10,INEO,0.05,0.067,0.07,,,,,,,,
Lion Energy Ltd opt aug11,LIOO,0.001,0.002,0.002,,,,,,,,
Multistack Intl,MSI,0.003,0.008,0.008,,,,,,,,
Northern Uranium rts24mard,NTURA,0.018,0.026,-,,,,,,,,
Nufarm Ltd,NUF,8.28,8.96,9.32,,,,,,,,
Redflex Hldgs,RDF,1.66,1.745,1.88,,,,,,,,
Redisland Aust,RLA,0.013,0.015,0.015,,,,,,,,
Reverse Corp Ltd,REF,0.175,0.18,0.265,,,,,,,,
Sth American Cor,SAY,0.05,0.069,0.065,,,,,,,,
Torrens Energy opt mar10,TEYO,0.002,0.003,0.004,,,,,,,,
