ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4738.1 at 2013-01-07T16:39:35. Report at Monday, January 7, 2013. Processed Tuesday at 2013-01-08T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Ainsworth Game Tech,AGI,3.00,2.90,2.81,,
AJ Lucas Grp,AJL,2.05,1.67,1.50,,
Amcor,AMC,8.28,8.275,8.19,,
AMP,AMP,4.97,4.96,4.89,,
Argo Invest,ARG,6.35,6.33,6.23,,
Aust Mines,AUZ,.029,.028,.027,,
Aust United Invest,AUI,6.78,6.76,6.64,,
Authorised Invest,AIY,.095,.085,.081,,
Bank of Qld pref,BOQPD,101.75,101.50,101.40,,
Bendigo & Adelaide Bk,BEN,8.89,8.83,8.60,,
BetaShares Aust Top 20 tmf unt,YMAX,10.70,10.68,10.61,,
Brambles,BXB,7.72,7.71,7.65,,
Brickworks,BKW,11.90,11.80,11.54,,
Capilano Honey,CZZ,2.40,2.35,2.35,,
Carlton Invest,CIN,20.00,19.85,19.70,,
Cellmid opt oct16,CDYO,.005,.004,.004,,
Chandler Macleod,CMG,.525,.52,.50,,
Clime Invest,CIW,.61,.59,.60,,
Collection House,CLH,1.10,1.05,1.015,,
C'wlth Bank  of Aust,CBA,63.70,63.35,62.58,,
Countplus,CUP,1.745,1.66,1.60,,
Cryosite,CTE,.54,.45,.41,,
CVC,CVC,.97,.96,.95,,
Dicker Data,DDR,.59,.58,.58,,
Djerriwarrh Invest,DJW,4.28,4.25,4.15,,
Downer EDI,DOW,4.17,4.16,4.05,,
Energy Action,EAX,3.55,3.47,3.47,,
Equity Trustees,EQT,15.07,15.01,15.05,,
eServGlobal,ESV,.47,.37,.39,,
Freedom Foods Grp,FNP,.85,.82,.81,,
Funtastic,FUN,.255,.25,.245,,
Greencross,GXL,3.62,3.60,3.51,,
Hot Chili opt nov14,HCHO,.21,.19,.18,,
IMF (Aust),IMF,1.79,1.785,1.70,,
Insurance Aust Grp cps,IAGPC,102.55,102.00,101.95,,
Integrated Research,IRI,1.545,1.49,1.43,,
iShares S&P MidCap cdi,IJH,100.50,100.24,98.10,,
iShares MSCI EAFE cdi,IVE,55.48,54.92,54.75,,
iShares MSCI Hong Kong cdi,IHK,18.86,18.81,18.50,,
iShares S&P High Div,IHD,15.25,15.13,14.81,,
iShares S&P/ASX 20,ILC,21.16,21.11,20.89,,
Lantern Hotel Grp stp,LTN,.071,.07,.07,,
Lend Lease Grp stp,LLC,9.66,9.61,9.37,,
Macquarie Grp,MQG,36.25,36.10,35.68,,
Magellan Flagship,MFF,.98,.975,.975,,
Mermaid Marine,MRM,3.60,3.57,3.49,,
Milton Corp,MLT,18.24,18.21,17.70,,
Money3 Corp,MNY,.525,.50,.515,,
NetComm Wireless,NTC,.225,.215,.18,,
P-REIT unt,PXT,.125,.115,.115,,
Prime Media Grp,PRT,.995,.90,.88,,
RBS Bank of America,RBSBAC,11.58,11.01,11.01,,
Saunders Int'l,SND,.845,.80,.80,,
SFG Australia,SFW,.55,.525,.51,,
SPDR MSCI Aus Sel HDY etf unt,SYI,25.85,25.80,25.56,,
Specialty Fashion,SFH,.695,.66,.65,,
Steamships Trading,SST,28.00,27.00,26.50,,
Suda,SUD,.045,.038,.034,,
Tatts Grp bondjul19,TTSHA,105.50,104.85,104.999,,
Telstra Corp,TLS,4.52,4.50,4.42,,
Trafford Res opt oct14,TRFOA,.035,.03,.03,,
UXC,UXC,1.12,1.10,1.10,,
Webjet,WEB,4.715,4.69,4.49,,
Westpac Banking,WBC,26.48,26.32,26.40,,
  frn aug22,WBCHA,104.79,104.45,103.72,,
Yellow Brick Road,YBR,.54,.53,.52,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
360 Cap Indust Fund ord unt,TIX,.395,.40,.40,,
Allegiance Coal,AHQ,.051,.055,.065,,
Bioniche cdi,BNC,.30,.32,.32,,
Broken Hill Prospecting,BPL,.08,.085,.082,,
Centius Gold,CNS,.024,.025,.036,,
Dourado Res opt nov14,DUOO,.002,.003,.003,,
Electro Optic Sys,EOS,.28,.30,.30,,
Exoma Energy,EXE,.029,.034,.05,,
Great Western Expl opt feb13,GTEOA,.007,.02,.02,,
Kollakorn Corp,KKL,.009,.01,.01,,
Liberty Resources,LBY,.041,.042,.049,,
Mantle Min Corp opt dec13,MNMOA,.019,.02,.02,,
Metals Of Africa,MTA,.175,.18,.20,,
Opus Grp,OPG,.25,.27,.33,,
Paringa Res,PNL,.19,.21,.25,,
RMG,RMG,.002,.003,.003,,
Sth American Ferro,SFZ,.09,.095,.094,,
Taruga Gold,TAR,.065,.07,.08,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
