Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4807.1 at 16:36 3/5/2010  Report at 19:05 Monday 3/5/2010. Processed 19:12 Monday 3/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
A'asia Gold opt apr13,AAOO,0.02,0.012,0.012,,,,,,,,
Amcor Ltd,AMC,6.65,6.62,6.63,,,,,,,,
Ampella Min,AMX,1.59,1.55,1.55,,,,,,,,
Ansell Ltd,ANN,13.12,12.96,12.96,,,,,,,,
Aurora Oil & Gas,AUT,0.715,0.68,0.68,,,,,,,,
Azure Min,AZS,0.115,0.105,0.105,,,,,,,,
Cazaly Res,CAZ,0.66,0.61,0.62,,,,,,,,
Charter Hall Grp forus,CHC,0.79,0.785,0.785,,,,,,,,
ETFS Metals etfs pm,ETPMPM,105.38,103.84,104.34,,,,,,,,
Fairstar Res,FAS,0.155,0.15,0.15,,,,,,,,
  opt aug11,FASOA,0.055,0.05,0.05,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.74,1.56,1.59,,,,,,,,
Impress Energy,ITC,0.066,0.061,0.061,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.15,0.1,0.1,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.385,0.335,0.335,,,,,,,,
McMillan Shakespeare,MMS,4.61,3.84,4,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,97,94,94.999,,,,,,,,
ResMed Inc cdi  10:1,RMD,7.52,7.12,7.12,,,,,,,,
Resource And Invest,RNI,0.295,0.17,0.17,,,,,,,,
Rialto Energy,RIA,0.43,0.41,0.41,,,,,,,,
Seek Ltd,SEK,8.55,8.39,8.4,,,,,,,,
Seven Grp Hldgs def,SVW,7.6,7.56,7.56,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200res etf unt,RSR,5.09,5.28,5.28,,,,,,,,
Bannerman Res,BMN,0.395,0.415,0.415,,,,,,,,
BCD Res NL,BCD,0.086,0.087,0.087,,,,,,,,
Becton Prop Grp stp,BEC,0.065,0.071,0.071,,,,,,,,
bioMD Ltd opt dec11,BODOA,0.008,0.015,0.015,,,,,,,,
Elders Ltd,ELD,1.05,1.18,1.18,,,,,,,,
Endocoal Ltd,EOC,0.61,0.645,0.645,,,,,,,,
Energy Res,ERA,14.52,15.33,15.33,,,,,,,,
Green Rock Energy,GRK,0.024,0.025,0.025,,,,,,,,
Health Corp,HEA,0.03,0.04,0.032,,,,,,,,
Hire Intelligence,HII,0.12,0.14,0.14,,,,,,,,
IDT Aust Ltd,IDT,0.71,0.76,0.72,,,,,,,,
Innamincka Pet,INP,0.081,0.083,0.083,,,,,,,,
Island Sky Aust,ISK,0.05,0.057,0.057,,,,,,,,
Jameson Res,JAL,0.067,0.074,0.074,,,,,,,,
Macro Corp Ltd,MAC,0.025,0.032,0.032,,,,,,,,
Marion Energy,MAE,0.04,0.042,0.042,,,,,,,,
Miclyn Exp Offshr,MIO,1.65,1.66,1.66,,,,,,,,
Mirvac Industrial unt,MIX,0.038,0.04,0.04,,,,,,,,
Mundo Min,MUN,0.115,0.13,0.13,,,,,,,,
Nexbis Ltd,NBS,0.115,0.12,0.12,,,,,,,,
Novarise Renew Res,NOE,0.24,0.245,0.245,,,,,,,,
Pike River Coal rts12mayd,PRCRC,0.13,0.145,0.145,,,,,,,,
Prophecy Intl ,PRO,0.36,0.4,0.39,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.006,0.008,0.008,,,,,,,,
Scandinavian Res,SCR,0.17,0.175,0.175,,,,,,,,
Seven Grp Hldgs def,SVWPA,85.05,86.1,86.1,,,,,,,,
Straits Res,SRL,1.19,1.24,1.24,,,,,,,,
Toro Energy Ltd,TOE,0.105,0.11,0.11,,,,,,,,
Torrens Energy,TEY,0.14,0.2,0.2,,,,,,,,
White Canyon Uranium,WCU,0.11,0.115,0.115,,,,,,,,
Willmott Forests,WFL,0.335,0.345,0.34,,,,,,,,
Yellow Rock,YRR,0.028,0.029,0.029,,,,,,,,
