Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4628.8 at 16:34 2/2/2010  Report at 19:05 Tuesday 2/2/2010. Processed 19:18 Tuesday 2/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Anchor Res,AHR,0.28,0.26,0.26,,,,,,,,
Aust Power,APK,0.45,0.41,0.41,,,,,,,,
Beyond Intl,BYI,0.78,0.75,0.75,,,,,,,,
Eldore Min,EDM,0.033,0.022,0.022,,,,,,,,
Fall River Res cdi,FRV,0.044,0.035,0.035,,,,,,,,
Macq Atlas Roads Grp def,MQA,1.02,0.96,0.96,,,,,,,,
Matsa Res,MAT,0.44,0.435,0.435,,,,,,,,
Mooter Media Ltd,MMZ,0.012,0.011,0.011,,,,,,,,
Navitas Ltd,NVT,4.75,4.53,4.59,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,63,62.5,62.5,,,,,,,,
Payce Cons,PAY,1.6,1.5,1.5,,,,,,,,
TTA Hldgs Ltd,TTA,0.094,0.09,0.091,,,,,,,,
Virax Hldgs cn dec11,VHLG,0.17,0.14,0.14,,,,,,,,
Webjet Ltd,WEB,2.47,2.38,2.38,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Anaeco Ltd opt may10,ANQO,0.001,0.005,0.005,,,,,,,,
Apex Min NL opt nov12,AXMO,0.009,0.01,0.01,,,,,,,,
Aust Leaders opt nov10,ALFO,0.035,0.04,0.04,,,,,,,,
Calliden Grp,CIX,0.255,0.305,0.305,,,,,,,,
Forest Place Grp,FPG,0.8,0.85,0.85,,,,,,,,
Geodynamics Ltd,GDY,0.76,0.8,0.8,,,,,,,,
Goldminex Res,GMX,0.425,0.43,0.43,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.675,0.7,0.7,,,,,,,,
Proto Resource & opt aug11,PRWO,0.003,0.006,0.006,,,,,,,,
QRSciences Hldgs opt jun12,QRSOA,0.002,0.003,0.003,,,,,,,,
WDS Ltd,WDS,0.505,1.58,1.58,,,,,,,,
