Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4598.6 at 16:36 6/5/2010  Report at 19:05 Thursday 6/5/2010. Processed 21:37 Thursday 6/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ansell Ltd,ANN,13.48,12.96,12.96,,,,,,,,
Centennial Coal,CEY,5,4.61,4.72,,,,,,,,
Eldorado Gold cdi,EAU,17.25,16.56,16.56,,,,,,,,
HGL Ltd,HNG,1.24,1.16,1.17,,,,,,,,
Magellan Fin Grp,MFG,1.1,1,1.065,,,,,,,,
Northern Star,NST,0.115,0.045,0.045,,,,,,,,
Nyota Min Ltd,NYO,0.27,0.22,0.25,,,,,,,,
Quest Pet,QPN,0.02,0.012,0.014,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.33,0.43,0.425,,,,,,,,
Alcoa Inc cdi,AAI,14.8,20,20,,,,,,,,
Alinta Energy Grp stp,AEJ,0.051,0.055,0.055,,,,,,,,
Anglo Aust,AAR,0.018,0.024,0.024,,,,,,,,
Artemis Res opt jun11,ARVOB,0.015,0.021,0.02,,,,,,,,
Atcor Medical,ACG,0.115,0.14,0.135,,,,,,,,
Austal Ltd,ASB,2.11,2.33,2.33,,,,,,,,
Austin Explore opt nov11,AKKO,0.008,0.011,0.011,,,,,,,,
Bass Metals Ltd,BSM,0.16,0.215,0.21,,,,,,,,
BCD Res NL,BCD,0.085,0.087,0.087,,,,,,,,
Blaze Intl,BLZ,0.006,0.007,0.007,,,,,,,,
Bravura Solutions,BVA,0.098,0.12,0.12,,,,,,,,
Capral Ltd,CAA,0.18,0.21,0.205,,,,,,,,
Carbon Conscious,CCF,0.09,0.12,0.12,,,,,,,,
Central Pet opt mar14,CTPO,0.028,0.044,0.037,,,,,,,,
Coffey Intl,COF,1.19,1.25,1.25,,,,,,,,
Curnamona Energy,CUY,0.205,0.26,0.26,,,,,,,,
Energy Res,ERA,13.4,15.33,15.33,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.007,0.009,0.009,,,,,,,,
Eromanga Hydro,ERH,0.074,0.08,0.08,,,,,,,,
Finders Res,FND,0.3,0.35,0.32,,,,,,,,
Firestone Energy,FSE,0.02,0.027,0.027,,,,,,,,
Future Corp,FUT,0.002,0.003,0.003,,,,,,,,
Infigen Energy stp,IFN,0.81,0.95,0.95,,,,,,,,
Intec Ltd,INL,0.006,0.007,0.007,,,,,,,,
Intermin Res opt may12,IRCO,0.028,-,-,,,,,,,,
iShares S&P Eur 350,IEU,38.42,39.72,39.72,,,,,,,,
Island Sky Aust,ISK,0.049,0.057,0.057,,,,,,,,
Jameson Res,JAL,0.044,0.074,0.074,,,,,,,,
Kings Min NL,KMN,0.065,0.093,0.086,,,,,,,,
LBT Innovations,LBT,0.078,0.09,0.09,,,,,,,,
Marion Energy,MAE,0.026,0.042,0.042,,,,,,,,
Miclyn Exp Offshr,MIO,1.52,1.66,1.66,,,,,,,,
Neptune Marine opt dec10,NMSO,0.13,0.16,0.16,,,,,,,,
Nomad Bld,NOD,0.175,0.21,0.21,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.028,0.033,0.033,,,,,,,,
Nullarbor Hldgs,NLB,0.32,0.6,0.6,,,,,,,,
Paradigm Metals,PDM,0.032,0.035,0.034,,,,,,,,
Penrice Soda,PSH,0.49,0.515,0.515,,,,,,,,
Po Valley Energy,PVE,0.295,0.35,0.35,,,,,,,,
Pryme Oil & Gas,PYM,0.05,0.061,0.061,,,,,,,,
Range Res Ltd opt oct10,RRSOA,0.001,0.002,0.002,,,,,,,,
Rubik Financial,RFL,0.065,0.067,0.067,,,,,,,,
Seven Grp Hldgs def,SVW,6.94,7.4,7.4,,,,,,,,
Silver Swan Grp,SWN,0.25,0.33,0.33,,,,,,,,
Structural Systems,STS,0.52,0.555,0.555,,,,,,,,
Stuart Pet Ltd,STU,0.45,0.475,0.475,,,,,,,,
Sumatra Copper cdi,SUM,0.17,0.175,0.175,,,,,,,,
Target Energy,TEX,0.022,0.024,0.024,,,,,,,,
Thomas & Coffey,THO,0.37,0.45,0.45,,,,,,,,
TZ Ltd,TZL,0.51,0.65,0.65,,,,,,,,
Uranex NL,UNX,0.205,0.25,0.25,,,,,,,,
Uranium Equities,UEQ,0.095,0.115,0.115,,,,,,,,
Xceed Capital Ltd,XCD,0.009,0.01,0.01,,,,,,,,
