ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4176.8 at 2012-06-20T16:51:36. Report at Wednesday, June 20, 2012. Processed Thursday at 2012-06-21T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Acrux,ACR,4.77,4.45,4.42,,
Attila Res,AYA,.56,.46,.48,,
Austbrokers Hldgs,AUB,6.95,6.80,6.68,,
BrisConnection Tr stp,BCS,.915,.88,.90,,
carsales.com,CRZ,6.13,5.90,5.77,,
Central Petroleum,CTP,.125,.095,.105,,
Clime Invest,CIW,.48,.45,.46,,
Consolidated Media,CMJ,3.43,3.13,3.36,,
Domino's Pizza,DMP,9.97,9.70,9.72,,
ETS Berkshire Hathaway,ETSBRK,81.08,80.88,80.95,,
Kina Petroleum,KPL,.42,.40,.41,,
  opt nov12,KPLO,.22,.21,.21,,
Mamba Minerals,MAB,.054,.05,.05,,
My Net Fone,MNF,.555,.475,.52,,
Rocklands Rich,RCI,.475,.46,.47,,
Syrah Res,SYR,3.01,2.50,3.00,,
Triton Gold,TON,.12,.045,.045,,
  opt dec13,TONO,.03,.005,.005,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A,AJC,.024,.027,.03,,
Adelaide Res,ADN,.054,.055,.059,,
Allied Healthcare,AHZ,.018,.019,.023,,
Ampella Min,AMX,.55,.58,.765,,
Aquarius Platinum,AQP,.87,.925,1.05,,
ARC Explore,ARX,.004,.005,.005,,
Armour Energy,AJQ,.26,.31,.30,,
  opt aug14,AJQO,.081,.095,.085,,
Aust Pacific Coal,AQC,.021,.025,.026,,
Azure Minerals,AZS,.016,.019,.021,,
Baru Resources,BAC,.05,.058,.065,,
Bionomics,BNO,.30,.305,.305,,
Breakaway Res,BRW,.016,.022,.025,,
Cabral Res,CBS,.05,.052,.065,,
Carbine Res,CRB,.04,.045,.05,,
CO2 Grp,COZ,.10,.11,.14,,
Coalspur Mines,CPL,.775,.845,1.05,,
Coppermoly,COY,.032,.033,.038,,
Cortona Res,CRC,.087,.09,.089,,
Cuesta Coal,CQC,.115,.125,.12,,
Dampier Gold,DAU,.12,.14,.145,,
D'aguilar Gold,DGR,.067,.071,.075,,
Drill Torque,DTQ,.06,.065,.065,,
Emergent Res,EMG,.018,.019,.023,,
Ferrum Crescent,FCR,.042,.045,.05,,
Fisher & Paykel Health,FPH,1.48,1.565,1.58,,
Forte Cons opt apr14,FRCO,.015,.02,.016,,
Geopacific Res,GPR,.14,.20,.16,,
Global Res Masters Fd,GRF,1.45,1.47,1.51,,
GME Resources,GME,.035,.038,.038,,
Hannans Reward,HNR,.043,.046,.056,,
Hawthorn Res,HAW,.008,.009,.009,,
Horseshoe Metals opt jun12,HORO,.001,.002,.007,,
Humanis Grp,HUM,.04,.062,.09,,
Investorfirst,INQ,.033,.035,.045,,
Iron Mountain,IRM,.033,.034,.035,,
Kangaroo Res,KRL,.082,.085,.09,,
Krucible Metals,KRB,.07,.08,.08,,
Mako Hydrocarbons,MKE,.054,.063,.065,,
Marmota Energy,MEU,.034,.035,.036,,
MetroCoal,MTE,.22,.245,.265,,
Mining Projects,MPJ,.014,.015,.015,,
Mithril Resources,MTH,.026,.032,.035,,
Naracoota Res,NRR,.045,.049,.06,,
Navarre Minerals,NML,.15,.175,.17,,
Panoramic Res,PAN,.605,.615,.76,,
Pilbara Minerals,PLS,.015,.022,.022,,
Probiotec,PBP,.22,.24,.25,,
Realm Res,RRP,.039,.043,.047,,
Stanmore Coal,SMR,.40,.43,.46,,
Symex Hldgs,SYM,.085,.087,.10,,
Treyo Leisure,TYO,.084,.12,.17,,
United Uranium,UUL,.05,.057,.057,,
Venturex Res,VXR,.031,.039,.035,,
WAM Capital opt jul13,WAMO,.025,.028,.038,,
Whitestar Res,WSR,.028,.03,.034,,
Wildhorse Energy,WHE,.054,.057,.071,,
WPG Resources,WPG,.065,.066,.066,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
