Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4622.2 at 16:39 10/5/2010  Report at 19:05 Monday 10/5/2010. Processed 19:19 Monday 10/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Mastermyne Grp,MYE,1.12,1.115,-,,,,,,,,
Steamships Trading,SST,19,18.5,18.5,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Actinogen Ltd,ACW,0.027,0.031,0.035,,,,,,,,
ALE Prop Grp frn3mth14,LEPHC,100,101,-,,,,,,,,
Alinta Energy Grp stp,AEJ,0.047,0.05,0.055,,,,,,,,
Augustus Min opt jul10,AUJO,0.05,0.051,0.07,,,,,,,,
Aust Leaders opt nov10,ALFO,0.015,0.02,0.03,,,,,,,,
Aust Pharmaceutical,API,0.445,0.46,0.545,,,,,,,,
Avexa Ltd,AVX,0.025,0.115,0.115,,,,,,,,
Becton Prop Grp stp,BEC,0.06,0.061,0.071,,,,,,,,
Capral Ltd,CAA,0.17,0.175,0.205,,,,,,,,
Carnegie Wave Energy,CWE,0.092,0.095,0.1,,,,,,,,
Clive Peeters,CPR,0.1,0.105,0.2,,,,,,,,
CO2 Grp Ltd,COZ,0.12,0.14,0.145,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.07,0.08,0.08,,,,,,,,
Iron Mountain,IRM,0.06,0.063,0.075,,,,,,,,
iShares Glb Telcos,IXP,55.04,56.5,56.55,,,,,,,,
Mariner Corp Ltd,MCX,0.004,0.005,0.005,,,,,,,,
Minotaur Explore,MEP,0.19,0.2,0.2,,,,,,,,
Mintails Ltd,MLI,0.023,0.024,0.024,,,,,,,,
Murchison Hldgs,MCH,0.45,0.5,0.53,,,,,,,,
Nuenergy Capital opt jun10,NGYO,0.002,0.01,0.01,,,,,,,,
Penrice Soda,PSH,0.47,0.475,0.515,,,,,,,,
Probiotec Ltd,PBP,1.45,1.47,1.6,,,,,,,,
Provet Hldgs Ltd,PVT,1.33,1.38,1.385,,,,,,,,
Scandinavian Res,SCR,0.13,0.14,0.175,,,,,,,,
Seven Grp Hldgs def,SVWPA,85,85.05,86.1,,,,,,,,
Stratatel Ltd,STE,0.051,0.052,0.052,,,,,,,,
Triton Gold Ltd,TON,0.15,0.155,0.17,,,,,,,,
Vision Grp Hldgs,VGH,0.5,0.51,0.52,,,,,,,,
Viterra Inc cdi,VTA,8.39,8.43,8.95,,,,,,,,
