Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4708.2 at 16:47 24/11/2009  Report at 19:05 Tuesday 24/11/2009. Processed 19:28 Tuesday 24/11/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Acrux Ltd,ACR,2.43,2.3,2.2,,,,,,,,
Andean Res Ltd,AND,2.7,2.58,2.45,,,,,,,,
Antares Energy,AZZ,0.48,0.45,0.36,,,,,,,,
Aquarius Platinum,AQP,6.66,6.35,5.5,,,,,,,,
Aquila Res,AQA,9.44,9.38,8.4,,,,,,,,
Aragon Res opt sep10,AAGO,0.05,0.03,0.042,,,,,,,,
Ausmelt Ltd,AET,0.76,0.6,0.58,,,,,,,,
Austral Africa Res,AAF,0.007,0.006,0.005,,,,,,,,
Base Iron Ltd,BSE,0.125,0.095,0.11,,,,,,,,
Carrick Gold Ltd,CRK,1.07,1.005,0.84
Coventry Grp,CYG,2.3,2.1,1.87
Coventry Res,CVY,0.335,0.29,0.285
Dart Min NL opt may10,DTMO,0.02,0.002,0.002
Emerging Leaders,ELI,0.965,0.95,0.935
Fairstar Res,FAS,0.11,0.067,0.05
  opt aug11,FASOA,0.04,-,-
Flight Centre,FLT,18.86,18.58,17.47
Gage Roads Brewing,GRB,0.185,0.18,0.069
GBM Rsources Ltd,GBZ,0.315,0.3,0.27
Gippsland Ltd,GIP,0.091,0.076,0.066
Global Min,GMI,1.215,1.195,1.15
Iron Ore Hldgs,IOH,1.83,1.52,1.15
  opt apr11,IOHO,0.75,0.55,0.33
ITX Grp Ltd,ITX,1.23,1.05,1.045
JB Hi-Fi Ltd,JBH,23.64,23.28,22.43
Jindalee Res,JRL,1.27,1.14,1.12
Kentor Gold Ltd,KGL,0.185,0.175,0.135
Kings Min NL,KMN,0.19,0.18,0.175
Lindsay Aust,LAU,0.28,0.25,0.21
Linq Res Fund unt,LRF,0.65,0.645,0.63
Luiri Gold Ltd cdi 1:1,LGM,0.47,0.425,-
M2 Telecommun,MTU,1.83,1.7,1.59
Macq Media stpld,MMG,2.16,2.15,2.066
Malagasy Min,MGY,0.085,0.079,0.075
Marest tickets,MAZPA,107.51,107.5,106.65
Mineral Res,MIN,7.59,7.2,7.4
Moko Mobi Ltd,MKB,0.13,0.12,0.08
Mooter Media Ltd,MMZ,0.008,0.006,0.007
Multiplex Sites sites,MXUPA,76.5,75.5,74.8
NEW Standard Energy,NSE,0.14,0.086,0.08
Newcrest Min,NCM,37.39,36.44,37.24
Norseman Gold cdi 1:1,NGX,1.35,1.275,0.94
Northern Energy,NEC,1.425,1.285,1.12
OceanaGold Corp cdi,OGC,1.685,1.575,1.33
Orchid Capital,ORC,0.016,0.014,0.012
Orica Ltd,ORI,25.9,25.69,24.44
Orotongrp Ltd,ORL,6.5,6.47,6.1
Outback Metals,OUM,0.16,0.075,0.07
Polaris Metals NL,POL,0.815,0.77,0.76
Premier Invest,PMV,8.63,8.3,8.5
Probiomics Ltd,PCC,0.037,0.019,0.012
RER Grp Ltd,RGD,0.42,0.37,0.37
  opt dec10,RGDO,0.21,0.17,0.15
Resolute Min,RSG,1.135,1.13,0.815
  12% cn12,RSGG,1.125,1.12,0.82
  opt dec11,RSGO,0.51,0.505,0.355
Royal Res opt oct11,ROYO,0.12,0.11,-
RP Data Ltd,RPX,0.93,0.9,0.91
Saracen Min,SAR,0.46,0.425,0.355
Silver Lake Resource,SLR,1.185,1.1,0.995
Specialty Fashion,SFH,1.4,1.19,1.25
Sthn Gold,SAU,0.175,0.15,0.12
Stirling Min,SMZ,0.15,0.085,0.08
Strike Oil Ltd,STX,0.3,0.295,0.28
Sunset Energy Ltd,SEY,0.18,0.145,0.17
Target Energy opt oct12,TEXOB,0.037,0.031,0.015
Tidewater Invest,TDI,0.32,0.3,0.3
Tower Aust,TAL,3.35,3.3,3.11
Verus Invest,VIL,0.039,0.034,0.031
Vesture Ltd,VES,0.026,0.022,0.015
WAM Capital Ltd,WAM,1.355,1.35,1.35
Wavenet Intl,WAL,0.16,0.15,0.08
Wesfarmers Ltd part prot,WESN,30.07,29.86,29.13
Western Desert Res rts07decd,WDRR,0.25,0.15,-
New Yearly Lows,,,,
CMA Corp Ltd,CMV,0.075,0.076,0.085
C'wlth Bank  of Aust  perls v,CBAPA,202.5,205.1,204.52
Elders Ltd,ELD,0.155,0.165,0.165
Eldore Min opt dec09,EDMO,0.001,0.002,0.002
Heritage Bld Soc 10%3mth19,HBSHA,102,102.26,102.95
ICSGlobal Ltd,ICS,0.038,0.04,0.082
Kathmandu Hldgs,KMD,1.67,1.695,-
Metal Storm Ltd,MST,0.018,0.028,0.023
Outback Metals opt dec10,OUMO,0.01,0.03,0.03
Shenhua Ltd,SHU,0.45,0.53,0.48
