Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4399.1 at 16:36 27/5/2010  Report at 19:05 Thursday 27/5/2010. Processed 20:11 Thursday 27/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ammtec Ltd,AEC,3.29,3.27,2.94,,,,,,,,
Eldorado Gold cdi,EAU,20.4,20.15,16.56,,,,,,,,
ETFS Metals etfs ag,ETPMAG,22.17,22.06,19.95,,,,,,,,
  etfs pm,ETPMPM,114.32,113.5,104.34,,,,,,,,
ETFS Metals etfs gold,GOLD,143.9,141.5,124.52,,,,,,,,
Intrepid Mines,IAU,0.62,0.555,0.47,,,,,,,,
Medigard Ltd,MGZ,0.165,0.115,0.13,,,,,,,,
OceanaGold Corp cdi,OGC,3.59,3.15,2.76,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200energy etf unt,ENY,14.36,15.17,16.15,,,,,,,,
Alliance Res,AGS,0.33,0.34,0.42,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.005,0.006,0.01,,,,,,,,
Argosy Min cdi,AGY,0.03,0.04,0.04,,,,,,,,
Augustus Min opt jul10,AUJO,0.024,0.025,0.07,,,,,,,,
Ausenco Ltd,AAX,2.41,3.02,4.3,,,,,,,,
Ausgold Ltd,AUC,0.125,0.13,0.17,,,,,,,,
Austex Oil Ltd opt dec11,AOKO,0.023,-,-,,,,,,,,
Austin Explore opt nov11,AKKO,0.007,0.008,0.011,,,,,,,,
Biota Hldgs,BTA,1.01,1.025,1.33,,,,,,,,
Capral Ltd,CAA,0.145,0.155,0.205,,,,,,,,
Comet Ridge Ltd,COI,0.19,0.21,0.285,,,,,,,,
East Coast Min,ECM,0.026,0.03,0.045,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.01,0.016,0.02,,,,,,,,
Esperance Min,ESM,0.035,0.051,0.051,,,,,,,,
Geodynamics Ltd,GDY,0.445,0.5,0.555,,,,,,,,
Gowing Bros Ltd,GOW,2.32,2.35,2.36,,,,,,,,
Gunns Ltd forests,GNSPA,50.55,53.5,54.7,,,,,,,,
Hostech Ltd,HTC,0.015,0.016,0.025,,,,,,,,
Image Res NL,IMA,0.505,0.54,0.68,,,,,,,,
Laconia Res Ltd,LCR,0.076,0.09,0.115,,,,,,,,
Magnetic Res ctg,MAUCA,0.1,0.13,0.2,,,,,,,,
Metals Finance,MFC,0.071,0.085,0.09,,,,,,,,
Multiplex Acumen unt,MPF,0.05,0.062,0.08,,,,,,,,
Nimrodel Res,NMR,0.035,0.04,0.04,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.026,0.027,0.033,,,,,,,,
Orbital Corp Ltd,OEC,0.03,0.032,0.038,,,,,,,,
Oroya Min Ltd,ORO,0.002,0.003,0.004,,,,,,,,
Papyrus Aust,PPY,0.255,0.3,0.29,,,,,,,,
Penrice Soda,PSH,0.38,0.395,0.515,,,,,,,,
Questus Ltd,QSS,0.058,0.06,0.06,,,,,,,,
Scantech Ltd,SCD,0.235,0.33,0.32,,,,,,,,
Seven Grp Hldgs,SVW,6.05,6.49,7.4,,,,,,,,
  pref,SVWPA,76.25,80,86.1,,,,,,,,
Stratatel Ltd,STE,0.045,0.048,0.052,,,,,,,,
Stuart Pet Ltd,STU,0.39,0.41,0.475,,,,,,,,
Tower Aust,TAL,2.01,2.25,2.49,,,,,,,,
Transfield Serv Infr stp,TSI,0.675,0.69,0.794,,,,,,,,
Victory West Moly opt feb12,VWMOA,0.02,0.04,0.045,,,,,,,,
