Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4889.6 at 16:33 19/1/2010  Report at 19:05 Tuesday 19/1/2010. Processed 19:09 Tuesday 19/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alamar Res Ltd,ALG,0.24,0.185,0.195,,,,,,,,
Anchor Res,AHR,0.21,0.19,0.18,,,,,,,,
ARB Corp,ARP,5.48,5.29,5.14,,,,,,,,
ASG Grp Ltd,ASZ,1.3,1.24,1.16,,,,,,,,
Aurora Oil & Gas,AUT,0.35,0.3,0.295,,,,,,,,
Bendigo & Adelaide,BEN,10.28,10.15,9.91,,,,,,,,
Brockman Res,BRM,2.97,2.86,2.5,,,,,,,,
Buru Energy,BRU,0.3,0.275,0.24,,,,,,,,
Cellnet Grp,CLT,0.325,0.31,0.31,,,,,,,,
Centrebet Internat,CIL,1.6,1.4,1.29,,,,,,,,
CGA Min Ltd,CGX,2.59,2.56,2.42,,,,,,,,
Codan Ltd,CDA,1.32,1.22,1.03,,,,,,,,
Collection House,CLH,0.935,0.72,0.685,,,,,,,,
Computershare Ltd,CPU,12.64,11.88,11.5,,,,,,,,
Computronics,CPS,0.045,0.04,0.035,,,,,,,,
Credit Corp Grp,CCP,3.39,3.06,2.85,,,,,,,,
Data#3 Ltd,DTL,9.28,8.95,8.93,,,,,,,,
Entek Energy Ltd,ETE,0.295,0.27,0.25,,,,,,,,
ETFS Metals etfs pt,ETPMPT,176.41,171.56,164.02,,,,,,,,
Finbar Grp Ltd,FRI,0.97,0.92,0.96,,,,,,,,
Flight Centre,FLT,19.51,18.17,18.64,,,,,,,,
Focus Min Ltd,FML,0.081,0.079,0.066,,,,,,,,
Global Iron Ltd,GFE,0.38,0.32,0.22,,,,,,,,
GME Res Ltd,GME,0.125,0.11,0.105,,,,,,,,
Image Res NL,IMA,1.28,1.05,0.92,,,,,,,,
Integrated Res,IRG,0.033,0.014,0.016,,,,,,,,
ITX Grp Ltd,ITX,1.45,1.4,1.2,,,,,,,,
Legacy Iron Ore,LCY,0.215,0.18,0.195,,,,,,,,
Magnetic Res,MAU,0.53,0.44,0.2,,,,,,,,
Moko Mobi Ltd opt jul13,MKBO,0.065,0.001,0.001,,,,,,,,
Nanosonics Ltd,NAN,0.71,0.65,0.675,,,,,,,,
OBJ Ltd,OBJ,0.043,0.037,0.032,,,,,,,,
OceanaGold Corp cdi,OGC,2.14,1.98,1.98,,,,,,,,
Reed Res Ltd,RDR,0.88,0.83,0.67,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.25,0.22,0.21,,,,,,,,
Riversdale Min,RIV,8.5,8.33,7.3,,,,,,,,
Saferoads Hldgs,SRH,1.12,1.08,0.805,,,,,,,,
Schaffer Corp Ltd,SFC,6.7,6.5,6.5,,,,,,,,
Sky Net fpo nz,SKT,4.11,4.08,4.05,,,,,,,,
Stanmore Coal Ltd,SMR,1.02,0.9,0.8,,,,,,,,
Tasman Goldflds,TGX,0.105,0.086,0.089,,,,,,,,
Tusker Gold Ltd,TKA,0.45,0.375,0.4,,,,,,,,
Unilife Corp def,UNS,1.2,-,-,,,,,,,,
Village Roadshow,VRL,2.26,2.14,1.88,,,,,,,,
  'a' pref,VRLPA,2.35,2.15,1.86,,,,,,,,
Viralytics Ltd,VLA,0.12,0.043,0.044,,,,,,,,
  opt jun10,VLAO,0.077,0.013,0.015,,,,,,,,
Webjet Ltd,WEB,2.34,2.24,2,,,,,,,,
Western Plains Res,WPG,0.53,0.42,0.32,,,,,,,,
Wide Bay Aust Ltd,WBB,10.25,10.15,9.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Digislide Hldgs,DGI,0.235,0.255,0.32,,,,,,,,
Energia Min Ltd,EMX,0.18,0.19,0.2,,,,,,,,
Goldminex Res,GMX,0.45,0.505,0.455,,,,,,,,
ICSGlobal Ltd,ICS,0.025,0.028,0.038,,,,,,,,
Intl Equities,IEQ,0.04,0.07,0.07,,,,,,,,
Media Grp Int Ltd,MUI,0.014,0.017,0.015,,,,,,,,
Myer Hldgs Ltd,MYR,3.47,3.54,3.63,,,,,,,,
White Canyon Uranium opt jan10,WCUO,0.002,0.006,0.01,,,,,,,,
