ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5826.5 at 2015-05-04T11:03:30. Report at Monday, May 4, 2015. Processed Tuesday at 2015-05-05T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Amalgamated Hldgs,AHD,12.63,12.55,12.60,,
AP Eagers,APE,9.05,9.00,9.00,,
Asian American Med,AJJ,.125,.115,.115,,
Austal,ASB,2.10,2.04,2.04,,
Blackmores,BKL,67.74,63.80,63.80,,
Burson Grp,BAP,3.51,3.50,3.41,,
Capilano Honey,CZZ,12.50,11.83,11.75,,
Codan,CDA,1.19,1.15,1.15,,
Corum Grp,COO,.18,.165,.155,,
Cradle Res,CXX,.255,.25,.23,,
Dragon Min,DRA,.23,.18,.175,,
Energy Devs,ENE,7.48,7.33,7.36,,
First Growth Funds opt feb16,FGFO,.002,.001,.001,,
GrainCorp,GNC,10.36,10.09,10.09,,
Highfield Res,HFR,1.94,1.85,1.93,,
ICollege,ICT,.21,.185,.18,,
Independence Grp,IGO,6.13,5.99,5.96,,
Infigen Energy stp,IFN,.34,.32,.305,,
Isignthis,ISX,.18,.16,.13,,
iShares Glb Telecom cdi,IXP,86.00,84.39,84.64,,
Kangaroo Isl Timber,KPT,5.04,4.95,4.95,,
Mantra Grp,MTR,4.05,3.72,3.69,,
Mayne Pharma,MYX,1.15,1.145,1.09,,
Metals X,MLX,1.56,1.525,1.475,,
Nick Scali,NCK,3.67,3.60,3.60,,
Nufarm,NUF,7.79,7.46,7.33,,
oOh! Media,OML,2.50,2.49,2.46,,
Otto Energy,OEL,.12,.115,.115,,
Pro Medicus,PME,1.81,1.762,1.762,,
Prophecy Int'l,PRO,.90,.89,.89,,
Rumble Res,RTR,.105,.10,.095,,
Select Harvests,SHV,9.28,9.20,9.20,,
Senetas Corp,SEN,.122,.10,.105,,
Silver Chef,SIV,9.27,8.97,8.97,,
Smartgroup Corp,SIQ,1.925,1.875,1.87,,
The Citadel Grp,CGL,3.40,3.27,2.60,,
Transurban Grp stp,TCL,10.20,10.09,10.09,,
West Wits Min,WWI,.015,.012,.011,,
ZipTel,ZIP,.69,.65,.68,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
ADMEDUS,AHZ,.067,.073,.071,,
Alchemia,ACL,.055,.056,.056,,
Ascot Res,AZQ,.065,.075,.075,,
BetaShares DivHarv etf unt,HVST,23.85,23.95,24.13,,
BetaShares Agriculture etf unt,QAG,8.15,8.16,8.16,,
Botswana Metals,BML,.007,.008,.008,,
Clime Capital opt oct15,CAMO,.001,.002,.002,,
Genetic Signatures,GSS,.375,.38,.38,,
Global Metals Expl,GXN,.002,.005,.005,,
Macquarie Bank inc sec,MBLHB,77.50,77.82,77.80,,
McAleese,MCS,.078,.16,.15,,
Nex Metals Explore,NME,.003,.005,.005,,
Oceania Capital,OCP,1.215,1.25,1.25,,
Orion Gold,ORN,.021,.022,.022,,
Perpetual Equity Inv opt jun16,PICO,.026,.031,.031,,
Prima BioMed,PRR,.022,.023,.023,,
Suda,SUD,.033,.034,.036,,
Variscan Mines,VAR,.01,.011,.011,,
Venture Minerals,VMS,.018,.02,.02,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
